மற்றும்	y
எதிர்கொள்ளும்	afrontando
காப்பி	cafetería
காப்பி	cafetera
காப்பி	cafe
காப்பி	café
மலம்	heces
முரண்பாடுகள்	conflicto
முரண்பாடுகள்	conflictos
செயலில்	activos
செயலில்	activo
செயலில்	activa
ஒட்டுமொத்தமாக	globalmente
கனேடிய	canadiense
கனேடிய	canadienses
விருந்தினர்	invitada
விருந்தினர்	invitados
விருந்தினர்	huéspedes
விருந்தினர்	huésped
விருந்தினர்	invitado
பதினேழு	diecisiete
சுற்றளவு	circunferencia
சுற்றளவு	perímetro
வாத்து	pato
வாத்து	patos
வாத்து	patito
தகுதிகள்	cualificación
தகுதிகள்	titulaciones
தகுதிகள்	calificaciones
தகுதிகள்	cualificaciones
முடிவடைகிறது	termina
முடிவடைகிறது	finaliza
முடிவடைகிறது	extremos
காசுகள்	monedas
இணைப்பில்	conectados
இணைப்பில்	conectado
உண்மைகள்	hechos
பொறியாளர்கள்	ingenieros
ஸ்காட்லாந்து	escocia
பயிற்சியாளர்	aprendices
பயிற்சியாளர்	formadores
பயிற்சியாளர்	entrenador
பயிற்சியாளர்	formador
பயிற்சியாளர்	entrenadora
பயிற்சியாளர்	aprendiz
பயிற்சியாளர்	autocar
நரம்புத்	nerviosa
நரம்புத்	nerviosos
நரம்புத்	nervioso
மாடுகள்	vacas
பட்டயம்	diplomado
பட்டயம்	chárter
பட்டயம்	carta
யூதர்	judías
யூதர்	judios
யூதர்	judía
யூதர்	judío
யூதர்	judíos
யூதர்	judio
பஞ்சாங்கம்	almanaque
தடுத்தல்	bloqueo
தடுத்தல்	bloquear
தடுத்தல்	bloqueando
தீர்மானிக்கும்	decidiendo
தீர்மானிக்கும்	decidir
மாரத்தான்	maratón
திடமான	solucion
திடமான	silicio
திடமான	macizo
திடமான	solución
திடமான	sólido
திடமான	silicona
திடமான	sólida
திடமான	sólidos
திடமான	disolución
பன்றிகள்	porcino
பன்றிகள்	cochinos
பன்றிகள்	cerdos
சில்வர்	plata
சில்வர்	plateado
தேசியவாத	nacionalista
தேசியவாத	nacionalistas
ஆவணப்படம்	documental
ஆவணப்படம்	documentales
நீட்சி	estiramiento
நீட்சி	estirar
காபி	cafetería
காபி	cafetera
காபி	cafe
காபி	café
டாக்கா	daca
ஆர்வலர்கள்	entusiastas
ஆர்வலர்கள்	militantes
ஆர்வலர்கள்	activistas
பதிவேற்றம்	sube
பதிவேற்றம்	carga
பதிவேற்றம்	subir
பதிவேற்றம்	subida
புறப்படும்	salida
புறப்படும்	partida
ஆத்மா	alma
எதிர்காலம்	porvenir
எதிர்காலம்	futura
எதிர்காலம்	futuro
பூர்வீக	nativas
பூர்வீக	nativa
பூர்வீக	nativo
பூர்வீக	nativos
பூர்வீக	autóctona
புழு	lombriz
புழு	gusano
புழு	gusanos
திடீரென்று	súbitamente
திடீரென்று	repentinamente
மீனவர்கள்	pescadores
மீனவர்கள்	pescador
இயற்றி	generador
இயற்றி	generadores
செலுத்து	sueldo
செலுத்து	pagar
செலுத்து	paga
செலுத்து	pague
செலுத்து	pago
காமிக்	historieta
காமிக்	cómico
காமிக்	cómic
எழுபது	setenta
குற்றவாளிகள்	criminales
குற்றவாளிகள்	delincuentes
குற்றவாளிகள்	culpables
குற்றவாளிகள்	pecadores
குற்றவாளிகள்	culpable
பத்தி	párrafos
பத்தி	apartado
பத்தி	párrafo
முயல்	conejo
முயல்	conejos
பொம்மைகள்	muñecos
பொம்மைகள்	muñecas
பொம்மைகள்	juguetes
பாண்டவர்கள்	pándava
பெருக்கி	amplificador
வெறுப்பு	odiar
வெறுப்பு	odios
வெறுப்பு	odio
இடமாற்றம்	traspaso
இடமாற்றம்	traslado
இடமாற்றம்	transferencia
இடமாற்றம்	traslados
இடமாற்றம்	reemplazo
இடமாற்றம்	sustitución
நரம்புகள்	venas
நரம்புகள்	nervios
படிவம்	forma
படிவம்	formulario
வாசனை	oler
வாசனை	perfumes
வாசனை	olfato
வாசனை	olor
வாசனை	aroma
வாசனை	huele
உடைந்த	rotos
உடைந்த	rota
உடைந்த	roto
உடைந்த	quebrado
போட்டியாளர்	jugadora
போட்டியாளர்	jugador
போட்டியாளர்	reproductor
பெட்ரோல்	gasolina
மூட்டு	artritis
மூட்டு	porro
மூட்டு	articulación
மூட்டு	conjunta
மூட்டு	articulaciones
உங்களின்	tu
உங்களின்	sus
உங்களின்	su
உங்களின்	tus
இருள்	oscura
இருள்	oscuridad
இருள்	oscuro
இருள்	tinieblas
இருள்	oscuros
பிரதிபலிக்கும்	reflexionando
பிரதிபலிக்கும்	reflejando
பிரதிபலிக்கும்	reflexiona
பிரதிபலிக்கும்	reflexionar
பிரதிபலிக்கும்	reflejan
பிரதிபலிக்கும்	refleje
பிரதிபலிக்கும்	reflejar
மீத்தேன்	metano
தலைவலி	cefalea
கொல்லும்	matando
கொல்லும்	matanzas
கொல்லும்	mata
கொல்லும்	matanza
கொல்லும்	matar
குப்பை	papelera
குப்பை	basura
குப்பை	basuras
வயிற்று	estómagos
வயிற்று	estómago
வயிற்று	abdominales
வயிற்று	estomago
கண்டுபிடிப்பாளர்	inventores
ஐரோப்பியர்கள்	europeos
ஜெர்சி	camiseta
பிங்க்	rosado
பிங்க்	rosa
பிங்க்	rosada
சுவர்களில்	muros
சுவர்களில்	murallas
சுவர்களில்	paredes
காரை	mortero
காரை	morteros
ஆண்ட்ரூ	andres
ஆண்ட்ரூ	andrés
பூஞ்சை	hongo
பூஞ்சை	hongos
ஷேக்	sacudida
ஷேக்	sheik
ஷேக்	choza
ஷேக்	agitar
ஷேக்	jeque
ஷேக்	sacudir
ஷேக்	batido
தூண்டுதல்	seducción
தூண்டுதல்	estímulo
தூண்டுதல்	influencias
தூண்டுதல்	estimulación
நாயகம்	democracia
தாமதம்	retrasado
தாமதம்	tardanza
தாமதம்	demora
தாமதம்	retraso
தாமதம்	demorado
தாமதம்	retardo
நேற்று	ayer
பாவனை	simular
பாவனை	simula
பாவனை	simulador
பாவனை	simulación
தயவு	porfavor
தயவு	porfa
தயவு	favor
அறுபது	sesenta
அறுபது	sexagésimo
பிரிவுகளும்	divisiones
முகங்கள்	caras
முகங்கள்	rostros
தயிர்	cuajada
தயிர்	yogur
கற்பிக்கும்	enseñar
கற்பிக்கும்	enseñando
கற்பிக்கும்	docencia
கற்பிக்கும்	enseñanza
சுவரொட்டி	afiche
சுவரொட்டி	póster
சுவரொட்டி	cartel
சீரற்ற	aleatorio
சீரற்ற	azar
சீரற்ற	aleatoria
சைக்கிள்	bicicleta
சைக்கிள்	bici
சைக்கிள்	bicicletas
விளக்கப்படம்	gráfica
விளக்கப்படம்	gráfico
இம்பீரியல்	imperiales
திரிபு	cepa
குறிப்பிடப்பட்டது	especificados
குறிப்பிடப்பட்டது	especificó
குறிப்பிடப்பட்டது	especificada
குறிப்பிடப்பட்டது	especificado
மணமகன்	novio
வருக	bienvenidos
வருக	bienvenido
வருக	bienvenida
நிலையானது	estandar
நிலையானது	norma
நிலையானது	estándar
திட்டமிடப்பட்டது	programado
திட்டமிடப்பட்டது	programados
இறக்க	muere
இறக்க	mueren
இறக்க	morir
இறக்க	muera
சமாதானம்	paz
செயலிழப்பு	accidente
செயலிழப்பு	choque
செயலிழப்பு	caída
நம்பகமான	confidencial
நம்பகமான	confidenciales
கதாபாத்திரங்கள்	personajes
கதாபாத்திரங்கள்	caracteres
நின்றது	parada
நின்றது	pare
நின்றது	detener
நின்றது	parar
பக்கத்தைப்	página
பக்கத்தைப்	pagina
காலக்கோடு	biografía
காலக்கோடு	cronología
விஞ்ஞானி	cientifico
விஞ்ஞானி	científico
விஞ்ஞானி	científica
தோல்வியை	derrota
தோல்வியை	derrotas
தூண்டல்	pronta
தூண்டல்	inspiración
எதுவுமில்லை	ninguno
எதுவுமில்லை	ninguna
எதுவுமில்லை	nada
தவறுகள்	errores
அனுபவங்கள்	experiencias
பத்திரங்கள்	asegurando
ஹங்கேரி	hungría
இலக்கங்கள்	dígitos
பொருந்தாது	aplicable
பொருந்தாது	aplicables
சவாரி	cabalgata
சவாரி	paseo
சவாரி	cabalgar
பொறுப்புகள்	responsabilidades
பட்டதாரி	licenciado
பட்டதாரி	graduado
பட்டதாரி	graduados
பட்டதாரி	postgrado
வணங்கும்	adorar
வணங்கும்	adoración
வணங்கும்	culto
சித்திரவதை	tortura
சித்திரவதை	torturas
நம்முடைய	nuestros
நம்முடைய	nuestras
நம்முடைய	nuestro
நம்முடைய	nuestra
ஒளிபரப்பப்பட்டது	emitió
ஸ்டீல்	aceros
ஸ்டீல்	acero
வாகனத்தில்	volteando
சேமிக்க	almacenar
சேமிக்க	almacén
சேமிக்க	tienda
இறால்	gamba
இறால்	camarones
இறால்	gambas
இறால்	langostinos
இறால்	camarón
மகள்கள்	hijas
மாறுதல்	conmutación
மாறுதல்	cambiando
கிரேக்கர்கள்	griegos
அரிப்பு	picazón
அரிப்பு	comezón
அரிப்பு	picor
வசதிக்காக	conveniencia
வசதிக்காக	comodidad
எரிச்சல்	malhumorado
எரிச்சல்	irritabilidad
எரிச்சல்	irritación
எரிச்சல்	gruñón
சத்தியம்	prometer
சத்தியம்	promesa
சத்தியம்	prometido
சத்தியம்	promesas
சத்தியம்	prometen
மதிப்புமிக்க	valiosa
மதிப்புமிக்க	valioso
மதிப்புமிக்க	valiosas
மதிப்புமிக்க	valiosos
விசா	visado
விசா	visados
சர்ச்சைகள்	problemática
சர்ச்சைகள்	polémica
சர்ச்சைகள்	controversias
சர்ச்சைகள்	controversia
சர்ச்சைகள்	problemas
இரைச்சல்	ruido
இரைச்சல்	ruidos
பணவீக்கம்	inflación
விஷயங்கள்	cosas
முடிவுற்றது	hecho
பயந்து	asustado
பயந்து	asustada
பயந்து	asustados
ஆயிரமாண்டு	milenio
கிராஸ்	cruz
கிராஸ்	cruzado
கிராஸ்	cruce
மனைவியை	esposa
மனைவியை	mujer
கொத்து	digerir
கொத்து	compendio
வைக்கப்பட்டுள்ள	mantenido
திறம்	efectivos
திறம்	eficaz
திறம்	efectiva
எந்திரம்	maquina
எந்திரம்	máquina
தங்கியுள்ளது	varía
தங்கியுள்ளது	varia
இயல்பாகவே	intrínsecamente
இயல்பாகவே	inherentemente
மெதுவான	despacito
மெதுவான	lentitud
மெதுவான	lenta
மெதுவான	lentos
மெதுவான	lento
பர்மிய	birmanos
பர்மிய	birmania
பர்மிய	birmano
அறிமுகப்படுத்திய	introducidos
அறிமுகப்படுத்திய	introducido
அறிமுகப்படுத்திய	introducida
மடோனா	virgen
திராட்சை	uva
திராட்சை	uvas
முத்தம்	beso
முத்தம்	besito
கோதிக்	gótico
கோதிக்	gótica
பேரணி	mitin
கொடியை	bandera
அறிவாற்றல்	cognitivas
அறிவாற்றல்	ingeniosa
அறிவாற்றல்	cognitivo
அறிவாற்றல்	cognitiva
அறிவாற்றல்	ingenioso
இஸ்மாயில்	ismael
டிரில்லியன்	trillones
டிரில்லியன்	billón
டிரில்லியன்	billones
நிறுவப்பட்டுள்ளது	instaladas
நிறுவப்பட்டுள்ளது	instalados
நிறுவப்பட்டுள்ளது	instalado
நிறுவப்பட்டுள்ளது	instalada
பறக்க	vuele
பறக்க	mosca
பறக்க	volar
பறக்க	vuela
பலன்கள்	beneficios
பலன்கள்	ventajas
பலன்கள்	prestaciones
தனித்துவம்	único
தனித்துவம்	únicos
தனித்துவம்	únicas
தனித்துவம்	unica
தனித்துவம்	única
பிறந்தநாள்	cumpleaños
பிறந்தநாள்	cumple
மார்வெல்	maravilla
தொழில்சார்	ocupacionales
தொழில்சார்	ocupacional
மாற்றுதல்	conversión
மாற்றுதல்	reconversión
தன்மைகள்	fincas
தன்மைகள்	entidades
தன்மைகள்	entes
தன்மைகள்	propiedades
தன்மைகள்	inmuebles
கடக்கும்	cruce
கடக்கும்	cruzando
கடக்கும்	travesía
கடக்கும்	cruzar
முகமை	agencia
வாக்கர்	caminante
எய்ட்ஸ்	sida
எய்ட்ஸ்	ayudas
குடியிருப்புகள்	apartamentos
குடியிருப்புகள்	pisos
கழித்தல்	resta
கழித்தல்	restar
கழித்தல்	sustracción
பிரின்ஸ்	principe
பிரின்ஸ்	príncipe
ஒப்பு	muñeco
ஒப்பு	maniquí
வருகிறான்	venir
வருகிறான்	llegando
வருகிறான்	viene
வருகிறான்	venida
அசாதாரண	extraordinario
அசாதாரண	extraordinarias
அசாதாரண	extraordinarios
அசாதாரண	extraordinaria
பட்	trasero
பட்	culo
தானியங்கு	automatica
தானியங்கு	automática
தானியங்கு	automático
பிறவி	nacimientos
பிறவி	parto
பிறவி	nacimiento
பிறவி	natalidad
குஞ்சுகள்	polluelos
குஞ்சுகள்	pollitos
நெப்டியூன்	neptuno
வெற்று	vacía
வெற்று	vacíos
வெற்று	vacío
வெற்று	vacías
வெற்று	blanco
வெற்று	vacio
வெற்று	vaciar
வட்டாரம்	condado
கலைக்களஞ்சியங்கள்	enciclopedia
ஆர்ட்	arte
கீழ்நிலை	bajar
கீழ்நிலை	inferior
தேடு	busque
தேடு	busqueda
தேடு	buscar
தேடு	buscador
தேடு	búsqueda
பணிக்காக	desplegadas
பணிக்காக	desplegados
பணிக்காக	desplegada
பணிக்காக	desplegado
ஹெலன்	helena
ஹெலன்	elena
சணல்	saco
சணல்	yute
விழி	despiertos
விழி	despierta
விழி	despierto
ருமேனியா	romano
ருமேனியா	rumania
ருமேனியா	romana
ருமேனியா	román
ருமேனியா	romanos
ருமேனியா	rumanía
தைவான்	taiwán
வடிவியல்	geometría
ஹோஸ்ட்	anfitrión
ஹோஸ்ட்	acogida
ஹோஸ்ட்	huésped
வெற்றியாளர்	vencedor
வெற்றியாளர்	ganadora
வெற்றியாளர்	ganador
ஈரமான	mojados
ஈரமான	húmeda
ஈரமான	mojado
ஈரமான	húmedo
ஈரமான	mojada
லிபியா	libia
விஞ்ஞானம்	ciencia
விஞ்ஞானம்	ciencias
சுற்றுப்புற	ambiente
ஜா	jai
மடக்கை	logarítmica
மடக்கை	logaritmo
வில்லெம்	guillermo
கிறிஸ்துவ	cristiano
கிறிஸ்துவ	cristián
கிறிஸ்துவ	cristiana
கிறிஸ்துவ	cristian
கிறிஸ்துவ	cristianos
ஏலம்	puja
ஏலம்	pujar
ஏலம்	lonja
ஏலம்	remate
ஏலம்	subastas
ஏலம்	subasta
விவரிக்க	describir
விவரிக்க	describa
சாம்பியன்ஸ்	campeones
பரவ	propagación
பரவ	difundir
மொராக்கோ	marruecos
கொடுமை	enfermo
கொடுமை	enfermos
கொடுமை	enferma
கொடுமை	enfermas
கொடுமை	horribles
ஆர்வத்துடன்	fervor
ஆர்வத்துடன்	celo
பாராளுமன்றம்	parlamento
சேமிக்கும்	ahorrando
சேமிக்கும்	ahorro
சேமிக்கும்	guardando
சேமிக்கும்	ahorrar
நடமாடும்	flotantes
நடமாடும்	flotar
நடமாடும்	flotador
நடமாடும்	carroza
நடமாடும்	flotante
நடமாடும்	flotando
நடமாடும்	flotación
கட்டணங்கள்	acusaciones
கட்டணங்கள்	cargas
கட்டணங்கள்	cargos
கட்டணங்கள்	cobros
கட்டணங்கள்	pagos
சாய்ஸ்	elegir
சாய்ஸ்	opción
சாய்ஸ்	elección
ஸ்டூடியோ	estudio
விற்பனையில்	venta
விற்பனையில்	vender
விற்பனையில்	vendiendo
விற்பனையில்	vendo
சதுரங்கம்	ajedrez
எழுத்துருக்கள்	fuentes
குரலில்	voz
கிரகணம்	eclíptica
பிளேயர்	jugadora
பிளேயர்	jugador
பிளேயர்	reproductor
சாயம்	tinte
சாயம்	tintes
சாயம்	colorante
சாயம்	tintura
துணுக்குகள்	partículas
முன்னேற்றங்கள்	mejoras
கடற்கரைகள்	playa
கடற்கரைகள்	playas
அட்டவணைகள்	cuadros
அட்டவணைகள்	mesas
அட்டவணைகள்	catálogos
அட்டவணைகள்	tablas
கோரிக்கைகளை	solicita
கோரிக்கைகளை	peticiones
கோரிக்கைகளை	solicitudes
சுவாச	respiratorias
சுவாச	respiratoria
சுவாச	respiración
சுவாச	respiratorios
சுவாச	respiratorio
புண்ணிய	dolorida
புண்ணிய	dolorido
புண்ணிய	llaga
கிறித்தவர்	cristiano
கிறித்தவர்	cristián
கிறித்தவர்	cristiana
கிறித்தவர்	cristian
கிறித்தவர்	cristianos
கொண்டுவரும்	trae
யாக்கோபு	jacobo
பரிந்துரைக்கப்படுகிறது	recomendado
பரிந்துரைக்கப்படுகிறது	recomendada
பரிந்துரைக்கப்படுகிறது	recomienda
பரிந்துரைக்கப்படுகிறது	recomendable
பரிந்துரைக்கப்படுகிறது	recomendó
பரிந்துரைக்கப்படுகிறது	recomendados
தீர்வை	arancel
தீர்வை	tarifas
தீர்வை	aranceles
சிலந்தி	arañas
சிலந்தி	araña
மார்க்ஸ்	marcas
தடிமன்	audaz
தடிமன்	negrita
தடிமன்	atrevido
திருமணங்கள்	bodas
திருமணங்கள்	matrimonios
உடல்நிலை	enfermo
உடல்நிலை	enferma
உடல்நிலை	enfermas
உடல்நிலை	enfermos
க்காக	para
புரவன்	anfitrión
புரவன்	acogida
புரவன்	huésped
சிறைச்சாலை	cárcel
சிறைச்சாலை	prisión
சிறைச்சாலை	carcel
ஞாயிற்றுக்கிழமை	domingos
ஞாயிற்றுக்கிழமை	domingo
மசோதா	factura
செவி	oreja
செவி	oído
இனப்படுகொலை	genocidio
எழுதவும்	escribo
எழுதவும்	escritura
எழுதவும்	escribe
எழுதவும்	escribir
எழுதவும்	escriba
உயர்த்த	aumento
உயர்த்த	elevar
உயர்த்த	criar
தூண்டியது	empujando
தூண்டியது	empujar
ஊற்றி	vierte
ஊற்றி	verter
வாக்காளர்கள்	electores
வாக்காளர்கள்	votantes
நேர்த்தியான	elegante
நேர்த்தியான	elegantes
முகவர்	agente
முகவர்	mandatario
அமோனியா	amoníaco
அமோனியா	amonio
அமோனியா	amoniaco
அய்யா	señor
அய்யா	senor
அல்பிரட்	alfredo
உயரும்	subida
உயரும்	levántate
நிர்ணய	establecimiento
இரைப்பை	estómagos
இரைப்பை	estómago
இரைப்பை	estomago
விசிறி	ventilador
விசிறி	abanico
விசிறி	admirador
மூடப்பட்டது	cerrado
மூடப்பட்டது	cerrados
மூடப்பட்டது	cerrada
ஈஸ்டர்	pascua
ஈஸ்டர்	pascuas
உணர்வுகளை	sentimientos
வெளியேறு	dejar
வெளியேறு	expulsar
வெளியேறு	salir
வெளியேறு	salida
பிரேசிலிய	brasileños
பிரேசிலிய	brasilero
பிரேசிலிய	brasileña
பிரேசிலிய	brasileño
போராடிய	luchó
போராடிய	lucharon
போராடிய	luchado
தக்காளி	tomates
தக்காளி	tomate
குடை	paraguas
குடை	sombrilla
போல்ட்	cerrojo
கிரான்ட்	subvención
கிரான்ட்	subsidio
தொப்புள்	ombligo
துரிதமாக	rápidamente
துரிதமாக	rápido
துரிதமாக	rapido
பழம்பெரும்	legendaria
பழம்பெரும்	legendario
பழம்பெரும்	legendarios
பதினோரு	once
வெடிகுண்டு	bomba
வெடிகுண்டு	bombardear
கட்டடக்கலை	arquitectura
அளக்க	mide
அளக்க	medir
அளக்க	medida
உதவியாளர்	ayudante
உதவியாளர்	asistente
உதவியாளர்	auxiliar
வல்லுனர்	expertos
வல்லுனர்	experto
வல்லுனர்	experta
வல்லுனர்	perito
சுவாசம்	respiración
சுவாசம்	respiro
சுவாசம்	aliento
வறட்சி	sequía
வறட்சி	sequías
மக்களே	personas
மக்களே	gente
மக்களே	pueblo
சிறுபான்மையினர்	minoría
சிறுபான்மையினர்	minoritarias
சிறுபான்மையினர்	minoritario
சிறுபான்மையினர்	minoritarios
எமிலி	emilia
இருமல்	toser
இருமல்	tos
மேசை	tabla
மேசை	escritorio
மேசை	escritorios
மேசை	cuadro
மேசை	mesa
லூதர்	lutero
கருங்கல்	granito
கம்பளி	lana
நிர்வகித்தல்	gestión
காரணத்தை	motivo
காரணத்தை	razón
காரணத்தை	razon
வூ	cortejar
மார்க்சியம்	marxismo
சொற்பொழிவு	cátedra
சொற்பொழிவு	implantes
சொற்பொழிவு	conferencia
சொற்பொழிவு	discurso
எளிது	sencillo
எளிது	facil
எளிது	fácil
எளிது	sencilla
மோசே	moisés
வளையங்கள்	bucles
வளையங்கள்	anillos
பொடி	polvos
பொடி	pólvora
பொடி	polvo
சட்டமன்றத்தின்	legislador
சட்டமன்றத்தின்	legisladores
தாரை	chorro
நரி	zorro
நரி	zorros
தூங்கும்	dormida
தூங்கும்	dormir
தூங்கும்	durmiendo
தூங்கும்	dormido
கண்ணாடிகள்	vidrios
கண்ணாடிகள்	vasos
கண்ணாடிகள்	lentes
கண்ணாடிகள்	gafas
கண்ணாடிகள்	copas
பிரிக்கிறது	separa
மகாராணி	reina
கடமைகள்	deberes
மால்	lma
மால்கம்	malcom
நார்	fibras
நார்	fibra
சுன்னி	sunitas
புதிர்	misterioso
புதிர்	misterio
புதிர்	misterios
புதிர்	misteriosa
புதிர்	rompecabezas
பிராந்தியம்	región
பிராந்தியம்	comarca
ரகசியம்	secreta
ரகசியம்	secretismo
ரகசியம்	secreto
ரகசியம்	secretos
ரகசியம்	sigilo
பசுமையான	perenne
பெர்னார்ட்	bernardo
மேகம்	nubes
மேகம்	nube
பேக்கர்	panadero
அபராதம்	cruce
அபராதம்	cruzando
அபராதம்	travesía
அபராதம்	cruzar
வைணவம்	visnuismo
அளவியல்	medición
அளவியல்	medidas
அளவியல்	mediciones
இல்ல	inicio
இல்ல	hogar
இல்ல	casa
றோயல்	real
றோயல்	reales
நைட்ரேட்டு	nitrato
நைட்ரேட்டு	nitratos
நபியின்	profeta
சைகை	señal
சைகை	gesto
சைகை	gestos
தாழ்வு	bajas
தாழ்வு	bajo
தாழ்வு	bajos
தாழ்வு	baja
தாழ்வு	inferioridad
பிரபஞ்ச	cósmico
பிரபஞ்ச	cósmica
பிரபஞ்ச	cósmicos
மொரிசியசு	mauricio
மொழிபெயர்ப்பாளர்	traductor
மொழிபெயர்ப்பாளர்	traductora
விற்கப்பட்டது	vendidas
விற்கப்பட்டது	vendida
விற்கப்பட்டது	vendidos
விற்கப்பட்டது	vendido
சீசியம்	cesio
உடலுறவு	sexuales
உடலுறவு	sexos
உடலுறவு	sexo
நேர்மையான	sincero
நேர்மையான	honesta
நேர்மையான	honestos
நேர்மையான	honesto
நேர்மையான	sinceros
நேர்மையான	sincera
தோற்றார்	depredador
தோற்றார்	depredadores
தோற்றார்	predadores
பன்னிரெண்டு	doce
செனான்	xenón
முறையீடு	apelar
முறையீடு	llamamiento
முறையீடு	apelaciones
முறையீடு	atractivo
முறையீடு	apelación
அதிகாரமும்	autoridad
பெட்ரோலியம்	petróleo
பெட்ரோலியம்	petroleo
நெஞ்சு	tórax
நெஞ்சு	cofre
நெஞ்சு	pecho
பிணையம்	red
மாமன்	tío
மாமன்	tio
போட	poner
போட	ponga
போட	pon
சிதைந்த	corruptos
சிதைந்த	corrupto
சிதைந்த	corrompido
நுண்கணிதம்	cálculo
வரையறுக்க	defina
வரையறுக்க	definir
மாநாட்டு	conferencia
சேவல்	gallo
சேவல்	verga
சேவல்	gallito
சேவல்	vergas
சேவல்	polla
தன்னிச்சையான	espontáneo
தன்னிச்சையான	espontáneos
தன்னிச்சையான	espontáneas
தன்னிச்சையான	espontánea
எறும்பு	hormiga
எறும்பு	hormigas
அல்லாஹ்	dios
அல்லாஹ்	alá
ஒப்லாஸ்து	óblast
ஜேசன்	jasón
செபம்	liturgia
திருப்தி	satisfechos
திருப்தி	satisfecho
திருப்தி	satisfacer
திருப்தி	satisfecha
இமாம்	imán
பாம்	palma
பாம்	palmera
பட்டறைகள்	talleres
இறங்கும்	aterrizar
இறங்கும்	desembarco
இறங்கும்	aterrizaje
இறங்கும்	desembarque
இறங்கும்	aterrizando
இணக்கம்	conformidad
இணக்கம்	observancia
இணக்கம்	cumplimiento
நிரந்தரமான	eterno
நிரந்தரமான	eterna
வருகிறேன்	adios
வருகிறேன்	adiós
மரணத்தை	fallecimiento
மரணத்தை	defunción
மரணத்தை	muerte
பயிற்சியை	entrenando
பயிற்சியை	formación
பயிற்சியை	entrenamiento
பயிற்சியை	capacitación
பயிற்சியை	adiestramiento
மாயை	delirio
மாயை	ilusión
விற்பனையாளர்கள்	vendedores
அமைப்பாளர்	organizadora
அமைப்பாளர்	organizador
அமைப்பாளர்	compositor
அமைப்பாளர்	compositora
கண்களை	ojos
கண்களை	ojitos
செர்பியா	serbio
வேண்டுதல்	petición
வேண்டுதல்	solicite
வேண்டுதல்	solicitud
வேண்டுதல்	solicitar
ஓய்வுபெற்ற	jubilados
ஓய்வுபெற்ற	retirada
ஓய்வுபெற்ற	retirados
ஓய்வுபெற்ற	jubilado
ஓய்வுபெற்ற	retirado
நம்ப	creer
தட்டை	plano
தட்டை	piso
தட்டை	plana
வெல்லும்	vitela
மறுசுழற்சி	reciclar
மறுசுழற்சி	reciclado
மறுசுழற்சி	reciclados
மறுசுழற்சி	reciclaje
கலந்துரையாடல்	discusiones
கலந்துரையாடல்	discusión
கலந்துரையாடல்	debate
விரிவுரை	cátedra
விரிவுரை	conferencia
பாதுகாப்பில்	custodia
சங்கீதம்	salmo
சங்கீதம்	salmos
ஹிந்து	hindúes
ஹிந்து	hindú
உறவுமுறை	parentesco
உறவுமுறை	relaciones
உறவுமுறை	relación
உறவுமுறை	relacion
சேர்க்கப்பட்டார்	añadida
சேர்க்கப்பட்டார்	añadido
சேர்க்கப்பட்டார்	agregó
சேர்க்கப்பட்டார்	añadió
சேர்க்கப்பட்டார்	agregado
சேர்க்கப்பட்டார்	agregados
அரக்கன்	monstruos
அரக்கன்	monstruo
சமுத்திரம்	oceano
சமுத்திரம்	mar
சமுத்திரம்	océano
முக்கோணங்கள்	triángulos
பாராட்டு	aplausos
பாராட்டு	aprecio
பாராட்டு	apreciación
பாராட்டு	aplauso
பாராட்டு	agradecimiento
அச்சிட்டு	imprime
அச்சிட்டு	huellas
அச்சிட்டு	grabados
அச்சிட்டு	impresiones
துத்தநாகம்	galvanizado
பின்பும்	después
பின்பும்	tras
பின்பும்	despues
தோழர்	compañero
தோழர்	compañera
தோழர்	camarada
தோழர்	acompañante
போராடும்	combates
போராடும்	peleas
போராடும்	lucha
போராடும்	luchando
விலகல்	desviación
விலகல்	desviaciones
விலகல்	desvío
அர்ஜென்டினா	argentina
அர்ஜென்டினா	argentino
அர்ஜென்டினா	argentinos
ரத்தம்	sangre
வெடி	estallido
வெடி	explosiones
வெடி	explosión
பழமொழி	proverbio
உறிஞ்சி	mamón
கற்பனைக்	fantasías
கற்பனைக்	fantasia
கற்பனைக்	fantasía
கம்	encías
கம்	goma
கம்	chicles
கம்	chicle
மெசியா	mesías
குட்டை	cortos
குட்டை	corto
குட்டை	breve
குட்டை	corta
காதலர்	enamorado
காதலர்	amante
மீறல்	violación
மீறல்	infracción
மாணவன்	estudiantes
மாணவன்	alumno
மாணவன்	estudiante
மாணவன்	alumna
கனரக	pesado
கனரக	pesados
கனரக	pesadas
கனரக	pesada
சந்தா	suscribir
சந்தா	suscribirse
சந்தா	suscripciones
சந்தா	abono
சந்தா	suscripción
தொங்கும்	colgado
தொங்கும்	ahorcamiento
தொங்கும்	colgando
ஒருமை	singulares
கொண்டாடுகின்றனர்	celebrando
கொண்டாடுகின்றனர்	festejando
வாங்குதல்	comprando
வாங்குதல்	compra
வாங்குதல்	adquisición
வாங்குதல்	comprar
வாங்குதல்	compras
வாங்குதல்	adquirir
நதிகள்	ríos
நதிகள்	rios
ஊடுருவல்	transparente
ஊடுருவல்	transparencia
ஊடுருவல்	transparentes
தவளை	rana
தவளை	sapo
பிரடெரிக்	federico
வேலைவாய்ப்பின்மை	desempleo
வேலைவாய்ப்பின்மை	paro
இரண்டரை	eliminando
ஹார்மோன்	hormonales
