من	출신
الثقوب	구멍이
الثقوب	구멍
درج	서랍
التحفيز	동기부여
التحفيز	동기
التحفيز	자극
شيفيلد	셰필드
الجوار	부근
الجوار	근방
الجوار	동네
مبروك	축하합니다
مبروك	축하드립니다
مبروك	축하해
بود	버드
المنحدرات	절벽
مؤمن	보험
مؤمن	신자
يبني	빌드
مخابرات	지능
فيسبوك	페이스북
خبرات	경험
خبرات	체험
تعاونية	협동조합
الجثث	시체
الجنون	광기
الفاخرة	럭셔리
الفاخرة	명품
الفاخرة	호화
شجاعة	용감한
شجاعة	용기
ايران	이란
الطلاء	페인팅
الطلاء	페인트
المبارزة	펜싱
المبارزة	결투
قارات	대륙
المقابلات	인터뷰
توريس	토레스
ميلتون	밀튼
ميلتون	밀턴
الربو	천식
كاشف	탐지기
الوافدين	도착
تذكرة	항공권
تذكرة	티켓
السخرية	풍자
صريح	명시적
صريح	명시
مشروب	음료
مشروب	음료수
حاوية	컨테이너
حاوية	용기
القميص	셔츠
غامبيا	감비아
الاتهام	기소
الاتهام	고소
امراض	질병
بكسل	픽셀
سبت	토요일
عنصرية	인종차별
استمرارية	연속
استمرارية	연속성
هيلينا	헬레나
عراق	이라크
المضغوط	압축
المقعد	자리
المقعد	좌석
المقعد	벤치
التعلق	첨부
دوسلدورف	뒤셀도르프
التصحيح	교정
التصحيح	보정
الصدفة	껍질
الصدفة	우연
التعريفات	관세
التعريفات	정의
سوائل	수분
سوائل	액체
استقبل	받음
استقبل	받았습니다
استقبل	받은
توصيات	추천
المضمون	내용
المضمون	컨텐츠
المضمون	콘텐츠
الديزل	디젤
جثث	시체
مستديرة	라운드
السبل	방법
الاستقالة	사직
الاستقالة	사임
ضمير	양심
ضمير	양심적
المطعم	식당
المطعم	음식점
المطعم	레스토랑
ميكي	미키
الضحك	웃음
اللهب	불꽃
فالكون	팰컨
فالكون	팰콘
الريشة	깃털
مقدس	거룩한
مقدس	거룩
الخارجة	발신
الخارجة	송신
السجاد	카펫
السجاد	융단
الجمهوريات	공화국
الدفعة	지불
الدفعة	결제
الدفعة	일괄
الدفعة	배치
الدفعة	송금
الاخوة	브라더스
الاخوة	형제들
الاخوة	브라더후드
الاخوة	형제단
الاخوة	형제
بالاو	팔라우
الاستغلال	착취
مندوب	대표
غوغنهايم	구겐하임
نبتون	넵튠
نبتون	해왕성
رودريغيز	로드리게즈
رودريغيز	로드리게스
التحية	인사
التحية	인사말
مقدمي	발표자
مقدمي	스폰서
مقدمي	공급자
مقدمي	후원
الحلوى	캔디
الحلوى	후식
الحلوى	사탕
الحلوى	디저트
كوستا	코스타
سلوكيات	행동
تبرع	기부금
تبرع	기증
تبرع	기부
واسعا	넓은
واسعا	넓이
واسعا	와이드
بيرسي	퍼시
بساتين	과수원
المقصورة	객실
المقصورة	오두막
اصطدام	충돌
جاكي	재키
الضفدع	두꺼비
الضفدع	개구리목
الضفدع	개구리
واتسون	왓슨
الميكروبات	미생물
ليسوتو	레소토
المخزن	매장
المخزن	저장소
المخزن	저장
المخزن	스토어
المخزن	상점
المخزن	가게
المخزن	스토리지
المخزن	창고
المخزن	웨어하우스
التعبئة	포장
عمودية	세로
عمودية	수직
عمودية	세로로
لوسيا	루시아
الخليط	반죽
الخليط	혼합
الخليط	혼합물
الشرير	악당
يوان	위안
الحذاء	구두
الحذاء	신발
كات	고양이
البنغال	벵골
مكرر	복사
مكرر	복제
مكرر	중복
قضبان	레일
البنت	소녀
البنت	딸이
المورد	리소스
المورد	공급자
المورد	자원
ميتشل	미첼
دخان	연기
دخان	담배
اصطناعي	인공
اصطناعي	합성
اصطناعي	인조
الدولار	달러
غلاسكو	글래스고
غبار	먼지
قميص	셔츠
المراعي	목장
المراعي	초원
اللوائح	규정
مكلف	비싼
مكلف	비싸다
والاس	월리스
المرج	잔디
المرج	프레리
المرج	초원
التسليم	배송
التسليم	배달
التسليم	게재
توري	토리
الاستشعار	센서
مؤخرة	엉덩이
الطليعة	뱅가드
ادخال	입력하기
ادخال	입력합니다
ادخال	입력
ادخال	입력기
ادخال	입출력
العش	둥지
مدارات	궤도
التطهير	정화
اشهر	개월
حجز	예매
حجز	예약
كيفين	케빈
مقترح	추천
مقترح	제안
غسيل	세척
غسيل	씻기
غسيل	빨래
غسيل	세탁소
غسيل	세탁
استضاف	호스팅
استضاف	주최
استضاف	호스트
مزج	혼합
وليامز	윌리엄스
وليامز	윌리암스
بالهند	인디아
بالهند	인도
الممرضة	간호
الممرضة	간호사
كوبي	쿠바
كوبي	고베
رمال	모래시계
رمال	모래
يوكوهاما	요코하마
التعاليم	가르침
زيارات	방문
زيارات	방문자
ترابط	상관관계
ترابط	상관
ظرف	봉투
التنافسية	경쟁력
التنافسية	경쟁
تعريفات	관세
تعريفات	정의
محارب	워리어
محارب	전사
تسلا	테슬라
زوار	방문자
زوار	방문객
الازدهار	번영
الاخير	마지막
الاخير	라스트
تطير	비행
تطير	날아라
تطير	플라잉
زفاف	웨딩
زفاف	결혼식
صامت	침묵
عادلة	공정
عادلة	페어
عادلة	박람회
لعنة	저주
حمامات	욕실
تكييف	적응
تكييف	조건화
دومينيكا	도미니카
الصمامات	밸브
طوق	쇄골
طوق	칼라
المجوهرات	보석
المجوهرات	쥬얼리
المصرفي	은행원
الغاء	취소
تجنيد	모집
تجنيد	징병제
تجنيد	징병
تجنيد	채용
المخيمات	캠프
فعلية	실제
بنجامين	벤자민
بنجامين	벤저민
ماكاو	마카오
افتراضي	기본값
افتراضي	기본
الزبائن	고객
ثقوب	구멍이
ثقوب	구멍
الحرص	근면
متاجر	매장
متاجر	상점
متاجر	스토어
متاجر	가게
حليف	앨리
ثلاثون	서른
ثلاثون	삼십
دمار	파괴
الصرع	간질
التعويض	보상
التثبيت	설치
التثبيت	설치하기
المواطنون	시민들
المواطنون	시민
جويل	조엘
التضحية	희생
التعايش	공존
التعايش	동거
نهار	하루
نهار	데이
فارغ	비어
العجلة	바퀴
حلويات	사탕
هيلاري	힐러리
حلفاء	연합군
حلفاء	연합국
يونيون	연맹
يونيون	동맹
يونيون	연합
يونيون	유니언
بوني	보니
بالنيابة	연기
المحافل	포럼
المناقشات	논의
المناقشات	토론
المناقشات	논쟁
العواصم	캐피털
كيلوجرام	킬로그램
كيلوجرام	킬로미터
طلاء	페인팅
طلاء	페인트
اعوام	수년
مهني	전문가
مهني	프로
مهني	전문
مهني	프로페셔널
دودة	벌레
الجاليات	공동체
الجاليات	커뮤니티
المدعي	원고
تشينغ	칭칭
جادة	심각하게
جادة	심각한
جادة	심각하다
جادة	심각해
ناعمة	부드러워
ناعمة	청량
ناعمة	부드럽게
ناعمة	소프트
ناعمة	부드러운
النظافة	위생
بصمة	인쇄
بصمة	프린트
مواطنين	시민들
مواطنين	시민
البطارية	배터리
البطارية	전지
البطارية	전지현
مخلوق	생명체
مخلوق	생물
هاردي	하디
مصادرة	몰수
استراحة	휴식
استراحة	쉬어
استراحة	브레이크
بوتين	푸틴
ريتا	리타
المتاجر	매장
المتاجر	상점
المتاجر	스토어
المتاجر	가게
حسم	해결
الفيروسي	바이러스성
اسلوب	스타일
اسلوب	방법
اسلوب	메서드
اسلوب	수단
اسلوب	메소드
ولاء	충성
ولاء	멤버십
الحواس	감각
مضغوط	압축
مهاجر	이민자
مهاجر	이민
مهاجر	난민
هنتر	사냥꾼
هنتر	헌터
ماجلان	마젤란
الجنازة	장례식장
الجنازة	장례식
الجنازة	장례
لافتة	현수
لافتة	배너
فوري	즉시
فوري	인스턴트
فوري	즉각
فوري	즉석
الترشيحات	후보
بائع	제조사
بائع	판매자
بائع	벤더
حاجات	필요
تفضيل	선호
المنتصف	중심
المنتصف	센터
المنتصف	중앙
المنتصف	중간
المنتصف	가운데
كشافة	스카우트
لبن	요구르트
لبن	우유
لبن	밀크
منتجعات	리조트
التحسينات	개선
التحسينات	향상
سادس	여섯번째
ركب	무릎
الدرب	경로
زهور	꽃이
الضبط	튜닝
بارت	바트
نسر	이글
نسر	독수리
اعلام	플래그
اعلام	깃발
اعلام	미디어
البائع	제조사
البائع	판매자
البائع	벤더
اسحاق	이삭
صبي	소년
صبي	보이
صبي	남자아이
الغروب	선셋
الغروب	석양
الغروب	일몰
باني	토끼
الشهود	목격자
الشهود	증인
التعيين	모집
التعيين	약속
التعيين	예약
الخبير	전문가
نام	수면
المبادرات	이니셔티브
فيض	오버플로우
فيض	오버플로
جيسون	제이슨
الملوثة	오염
مرارا	반복적으로
طوارئ	응급
طوارئ	비상사태
ليندا	린다
استراتيجيات	전략
سميك	두껍게
سميك	두꺼운
النقض	거부권
اللوم	비난
شوكة	포크
المعجبين	팬들
ترجمات	부제
ترجمات	번역
نموذجي	전형적
نموذجي	전형
نموذجي	전형적인
الممثلون	배우
المختصر	두문자어
الناقلة	탱커
خيمة	천막
خيمة	텐트
دجاج	닭고기
دجاج	치킨
الاعراض	증세
الاعراض	증상
السلعة	물품
روكي	록키
روكي	로키
النيكل	니켈
المحادثات	회담
المحادثات	대화
الاعضاء	멤버
الاعضاء	구성원
الاعضاء	멤버들
الاعضاء	장기
التحويلات	전환
التحويلات	전송
رمادية	회색
رمادية	그레이
ميانمار	미얀마
ميانمار	미얀마어
العريس	신랑
العريس	신랑이
التطعيم	접종
التطعيم	예방접종
جوردان	조르당
جوردان	조던
غور	고어
الاستكشاف	탐색
الاستكشاف	둘러보기
الاستكشاف	탐사
الاستكشاف	탐험
التنظيف	클리닝
التنظيف	청소
البوصلة	나침반
الحشرة	곤충
البيرو	페루
عسل	허니
عسل	여보
اللوفر	루브르
غموض	미스테리
غموض	미스터리
كتيب	소책자
كتيب	도움말
كتيب	안내서
كتيب	팜플렛
مراسلة	메시지
مراسلة	메시징
البن	커피
هاملتون	해밀턴
ليف	리브
الرضيع	영아
تري	트레이
العتاد	톱니바퀴
العتاد	하드웨어
العتاد	기어
الاستشارات	컨설팅
الاستشارات	컨설턴트
اب	아버지
العصيان	불복종
فاصلة	쉼표
كوكس	콕스
سترة	스웨터
سترة	자켓
سترة	재킷
الضلع	갈비뼈
الضلع	갈비
كلاي	클레이
تناقش	논의
تناقش	토론하기
استنتاج	결론
بيزا	피사
الملاريا	말라리아
سيمبسون	심슨
وارن	워렌
مبكرا	초기
مبكرا	일찍
بيرم	파마
تنتظر	기다림
الحمولة	화물
التدفئة	난방
حسنا	좋아요
حسنا	알겠습니다
العوائل	가족
دموي	블러디
العبر	레슨
العبر	수업
العبر	강습
اللاسلكي	무선
يتدفق	흐르는
مهتم	관심사
مهتم	관심
شفافة	투명
شفافة	투명한
الغراب	까마귀
الغراب	레이븐
السمة	테마
خالص	순수
خالص	성실
خالص	순수한
المشيمة	태반
ليا	레아
ليا	리아
ننسى	잊어
راندي	랜디
اتبع	팔로우
مستقبلا	미래
مستقبلا	퓨처
ميني	미니
موديل	모형
موديل	모델
لورينزو	로렌조
الدموع	눈물이
الدموع	눈물
مواعيد	날짜
مواعيد	데이트
انتحار	자살
العاملون	노동자들
العاملون	노동자
العاملون	직원들
العاملون	직원
العاملون	근로자
الكذب	거짓말
محصول	자르기
محصول	잘라내기
محصول	농작물
انفجارات	폭발
الشياطين	악마
الشياطين	데블스
الشياطين	사탄
بينيت	베넷
حاضر	예스
التحولات	변환
المقاهي	카페
تايلر	타일러
جذري	급진주의
فرساي	베르사이유
فرساي	베르사유
يمشي	걷고
يمشي	걷기
يمشي	걷는다
يمشي	워킹
السائقين	운전사
السائقين	드라이버
السائقين	운전자
الكثبان	사구
الثمينة	소중한
تفشي	확산
السلافية	슬라브어
مرفق	팔꿈치
مرفق	첨부
مرفق	시설
النقط	물방울
دوافع	동기
طشقند	타슈켄트
الشرج	항문
سيلفيا	실비아
البيضة	계란
البيضة	달걀
ساموراي	사무라이
تعذيب	고문
تعذيب	고문의
كرو	까마귀
الكاميرات	카메라
الحوامل	임신
كاسر	브레이커
طفولة	어린시절
طفولة	어릴적
نسبي	상대
نسبي	친척
نسبي	상대적
مهر	포니
القافلة	캐러밴
الغزلان	사슴
النطاقات	범위
النطاقات	도메인
كلاين	클라인
المضيفة	승무원
المضيفة	주최
المضيفة	호스트
لاو	라오스
المستند	문서
المستند	문서로
مقسم	나눈
اليونانيون	그리스인
رعاة	후원자
فيديوهات	비디오
فيديوهات	동영상
سومطرة	수마트라
مرنة	융통성
الاسلامي	이슬람
تجزئة	소매
تجزئة	분할
تجزئة	단편화
تجزئة	파티션
الغنم	양양
ميز	미즈
رؤيا	시각
رؤيا	시력
رؤيا	비전
ثقيل	무거운
ثقيل	무거움
ثقيل	무겁게
ثقيل	무거워
جسدية	물리적
جسدية	물리
بياض	비어
عجلات	바퀴
تشريع	입법
تشريع	법률
شنايدر	슈나이더
متوازية	평행
متوازية	병렬
البدلة	수트
البدلة	양복
البدلة	슈트
متواصلة	연속
متواصلة	지속
كاش	현금
كاش	캐시
النمور	호랑이
النمور	타이거즈
النمور	타이거스
حاسة	센스
حاسة	감각
امتيازات	권한
مذنب	유죄
تفكيك	해체
تفكيك	분해
صلصة	소스
صدفة	껍질
صدفة	우연
رواسب	예금
جمجمة	두개골
جمجمة	해골
مقرر	의사결정
مقرر	결정
النبيل	노블
النبيل	귀족
المهاجر	이민자
المهاجر	이민
المهاجر	난민
الافراد	개인
رقائق	칩스
الضجيج	과장
الضجيج	소음
الضجيج	잡음
تسريع	가속도
تسريع	가속화
تسريع	가속
الساقين	다리
اعتداء	공격
اعتداء	폭행
اسباب	원인
اسباب	이유
اقرب	가까워
الفراش	침구
الفراش	매트리스
الفراش	침대
مدين	신세
مدين	채무자
المصابيح	램프
المصابيح	등불
السمعة	명성
السمعة	평판
مارجريت	마거릿
مارجريت	마르그리트
السكرتير	비서
جيولوجي	지질학자
جيولوجي	지질학
تناقص	감소
دمى	인형
السوفييتية	소련
اسماعيل	이스마엘
اقتراحات	추천
اقتراحات	제안
البرك	연못
صريحة	명시적
صريحة	명시
جنسيا	성적
سماوي	천구
اسيا	아시아
اخبار	소식
اخبار	뉴스
ديدان	지렁이
ديدان	보름스
ديدان	보름
بيولوجية	생물학
موظفين	직원들
موظفين	직원
العقبات	장애물
اتمنى	소원
مظلمة	어두운
مظلمة	어둡게
مظلمة	어둠
مظلمة	다크
تحسينات	개선
تحسينات	향상
المبشرين	선교사
مقتطفات	발췌
تدريجي	진보주의
تدريجي	프로그레시브
الاصلي	오리지널
الاصلي	원본
ريا	레아
خطابات	연설
الشريحة	슬라이드
الشريحة	조각
الشريحة	세그먼트
الشريحة	슬라이스
صمت	침묵
صمت	사일런스
الكرواتي	크로아티아어
الكرواتي	크로아티아인
الكرواتي	크로아티아
ثوب	드레스
عش	둥지
عش	라이브
عش	생방송
خداع	속임수
سيول	서울
الاهلية	자격
كينيث	케네스
الحلال	할랄
شلبي	셸비
النوبات	발작
الحجج	인수
الحجج	인자
الواحة	오아시스
علة	버그
علة	벌레
جذرية	급진주의
الجوهرة	보석
الرقعة	패치
الضيافة	대접
تايلند	타이
تايلند	태국어
تايلند	태국
المرموقة	명문
الاسد	사자
الاسد	라이온
ملء	채워
ملء	채우기
المقاوم	저항기
الكرواتية	크로아티아어
الكرواتية	크로아티아인
الكرواتية	크로아티아
اقدم	장수
كلوي	클로이
كلوي	클로
عشبة	허브
ارسل	보내기
ارسل	전송
ارسل	보냅니다
ارسل	보냄
ارسل	송금
الاسنان	치아
الاسنان	이빨
اسماء	이름
وحوش	괴물
وحوش	몬스터즈
وحوش	몬스터
الجلسات	청문회
الجلسات	미팅
الجلسات	회의
الجلسات	세션
ناتالي	나탈리
الحواف	가장자리
الحواف	모서리
يشرب	마시기
يشرب	음주
روبية	루피
محام	변호사
بريمن	브레멘
الكنوز	보물
تمتع	즐겨라
تمتع	즐길
السجائر	담배
موزع	딜러
المتلقي	수신자
الشارة	배지
الشارة	위젯
الشارة	명함
الشارة	뱃지
الضوضاء	소음
الضوضاء	잡음
مستعد	준비
المنتهية	발신
المنتهية	송신
سجين	포로
انبعاث	방출
انبعاث	배출
انقرضت	사멸
انقرضت	멸종
نظارة	안경
التوائم	트윈스
التوائم	쌍둥이
اعتناق	포옹
الرمان	석류
يستضيف	주최
يستضيف	호스트
الطوابع	스탬프
الطوابع	우표
ببغاء	앵무새
طومسون	톰프슨
ووكر	워커
حوزة	부동산
بروفيسور	교수
بروفيسور	교수님
الرئيسيات	영장류
المزيج	혼합
المزيج	섞어
المزيج	믹스
المستعمل	사용자
مارتينيز	마르티네스
مارتينيز	마르티네즈
مارش	습지
مارش	마시
الخاتم	소환
الخاتم	반지
الخاتم	링링
خيل	말들
الوشم	문신
الوشم	타투
الغواصة	잠수함
الغواصة	서브
المدعومة	지원합니다
المدعومة	지원함
المدعومة	지원
الذنب	죄책감
البروتستانتي	개신교
الحضر	도시
التحف	앤티크
التحف	골동품
السرير	침대
موازنة	균형
بيجو	푸조
مورو	모로
مرن	융통성
وصفات	레시피
وصفات	조리법
مكسيكية	멕시코
مكسيكية	멕시코인
المستعار	별칭
المستعار	별명
المافيا	마피아
مناقشات	논의
مناقشات	토론
مناقشات	논쟁
اجمالي	총액
اجمالي	전체
قناع	마스크
فصيل	소대
الدولارات	달러
الخيزران	대나무
تناقض	역설
تناقض	모순
الفيتامينات	비타민
الطاعة	순종
واو	우와
واو	와우
مانيلا	마닐라
هدسون	허드슨
التجهيز	처리
التجهيز	프로세싱
سبيكة	합금
يبيع	판매
الطفرة	돌연변이
شرطي	캅카스
شرطي	경찰
البيسبول	야구
البيسبول	베이스볼
المخازن	매장
المخازن	스토어
المخازن	상점
المخازن	가게
المخازن	창고
المخازن	웨어하우스
الاخ	오빠
الاخ	아우
السفارات	대사관
الفراغات	빈칸
السعال	기침
ساندرا	산드라
ساندرا	샌드라
الوصي	수호
الوصي	가디언
الوصي	보호자
الدمى	인형
خراب	파멸
خراب	폐허
الحاخام	랍비
اساس	기저
اساس	근거
اساس	기초
تكملة	보완
انجازات	달성
انجازات	성취
انجازات	업적
انجازات	기록
ميسوري	미주리
المصالحة	화해
طي	접어
طي	접힘
كرامة	품위
كرامة	존엄
كرامة	위엄
قادم	출시
اسطوانات	cd
مزمن	만성적인
مزمن	만성
الرعاة	스폰서
الرعاة	후원
الرعاة	양치기
عتيق	빈티지
عتيق	골동품
المراقبين	옵서버
المراقبين	관찰자
المراقبين	관측자
غزل	빙글빙글
العناكب	거미
ندوات	세미나
مارون	마룬
اللحظات	순간
العشري	십진수
العشري	십진법
العشري	소수점
قذائف	미사일
الكوليسترول	콜레스테롤
تنفس	호흡
متجه	벡터
واجبات	의무
طير	조류
نظافة	위생
متنوع	기타
معقولة	합리적
التناظر	대칭
منافس	경쟁자
منافس	라이벌
منافس	경쟁사
الرواق	복도
رصيف	부두
رصيف	도로
رصيف	보도
الصبغة	염색
الشمع	왁스
توزيعات	배포판
توزيعات	분포
بلورة	크리스털
بلورة	크리스탈
اكتمل	완료
اكتمل	완료되었습니다
اكتمل	완성
الخواتم	고리
الخواتم	반지
المخلوق	생명체
المخلوق	생물
نهب	전리품
هوايات	취미
الحبال	로프
الحبال	밧줄
المنشطات	스테로이드
جوا	고아
ريتشي	리치
كشمير	카슈미르
المتقدمين	지원자
السواد	어둠
المقاصد	목적지
المقاصد	목적
مارين	마린
هونج	홍대
توب	인기
كسور	골절
الاستوديو	스튜디오
الحافلة	버스
يونان	그리스
ناش	내시
الامتيازات	권한
حمية	다이어트
الانصهار	핵융합
الانصهار	융합
الانصهار	퓨전
حصاد	수확
ملحقات	악세사리
ملحقات	액세서리
ملحقات	플러그인
ملحقات	첨부
فكتوريا	빅토리아
محقق	형사
محقق	탐정
الاصلية	오리지널
الاصلية	원본
تيرنر	터너
هافانا	아바나
حمار	엉덩이
حمار	당나귀
بس	근데
بس	그러나
بس	하지만
بس	그런데
عبدة	노예
عبدة	노예제
التايمز	타임즈
التايمز	타임스
التايمز	템스
كبد	간간
كبد	간디
تهريب	밀수
الامراض	질병
الامراض	질환
المخاطي	점막
غاليسيا	갈리시아
غاليسيا	갈리시아어
المرشحة	후보자
المرشحة	후보
القردة	몽키스
القردة	원숭이
جيلبرت	길버트
اللصوص	도둑놈
اللصوص	도둑들
اللصوص	도둑
تجدد	갱신
الملامح	기능
الملامح	특징
حطام	잔해
حطام	먼지
الصناديق	상자
الصناديق	박스
مصابيح	램프
مصابيح	등불
حلا	솔루션
حلا	해결책
الحاجات	필요
الفورية	즉시
الفورية	인스턴트
الفورية	즉석
عابر	지나가다가
عابر	지나가
عابر	지나가는
عابر	지나가다
هيلتون	힐턴
هيلتون	힐튼
مدام	부인
مدام	사모님
بالمر	팔머
بالمر	파머
ايلول	구월
تجهيزات	설비
الكوبية	쿠바
ميغا	메가
فكره	아이디어
تسوق	쇼핑
تسوق	상점
تسوق	가게
الظهران	다란
قداس	대량
قداس	미사
قداس	매스
قداس	질량
المعلن	광고주
الحاوية	컨테이너
الحاوية	용기
المذبحة	학살
معجزة	기적
مصل	혈청
الشرائح	슬라이드
الشرائح	세그먼트
الشرائح	슬라이스
هجين	하이브리드
انشئت	설립
انحناء	곡률
اليورو	유로
اليورو	유로로
المرايا	미러
المرايا	거울
بوليفار	볼리바르
الديكور	장식
المشغل	연산자
المشغل	작용소
المشغل	운영자
كراتشي	카라치
الدوافع	동기
سارية	유효한
سارية	유효합니다
سارية	유효
بروم	빗자루
بروم	브룸
فولتير	볼테르
دموع	눈물이
دموع	눈물
الفراء	모피
نيكي	니키
عارية	누드
نظيف	깨끗한
نظيف	깨끗하다
نظيف	청소
سمرقند	사마르칸트
نافورة	분수
المنستير	모나스티르
هارفي	하비
اللياقة	피트니스
شرسة	사나운
مدنيين	민간인
المباركة	축복
المباركة	축복받은
ودي	친근한
الشوكولاتة	초콜릿
الشوكولاتة	초콜렛
ساخن	뜨거운
ساخن	뜨겁다
ساخن	덥다
انهاء	끝내기
انهاء	엔딩
انهاء	마무리
انهاء	완료
انهاء	마침
التسميات	레이블
التسميات	라벨
التسميات	명명법
المسكن	기숙사
الاتراك	터키인
ابدا	절대로
ابدا	절대
الاغتصاب	강간
فراشة	나비
الدرج	계단
الدرج	서랍
سلع	물품
سلع	상품
اطفال	키즈
اطفال	아이들
اطفال	어린이들
اطفال	자녀
اطفال	어린이
اطفال	애들
اطفال	아동
كولا	콜라
الامة	네이션
الامة	국민
تاثير	임팩트
تاثير	영향
تاثير	효과
تاثير	영향력
وردية	분홍색
وردية	핑크
وردية	분홍
ستورم	스톰
ستورم	폭풍
ستورم	폭풍우
ويكيليكس	위키리크스
العائدات	반환
العائدات	리턴
مادونا	성모
مادونا	마돈나
صداع	두통
ضوابط	컨트롤
ضوابط	제어
ضوابط	통제
كراش	추락사고
كراش	충돌
كراش	추락
جراحي	외과
كليمنت	클레멘트
كليمنت	클레멘스
النفي	망명
المحرقة	홀로코스트
قطرة	떨어뜨리기
قطرة	드롭
قطرة	방울
يشتغل	작동
يشتغل	웍스
يشتغل	작품
تكبير	확대
تكبير	축소
الواجبات	의무
باتي	패티
عشاق	연인들
عشاق	연인
الديمقراطيين	민주당
الجري	런닝
الجري	달리기
الجار	이웃
الجار	이웃집
فيليبي	펠리페
الرامي	투수
الحيض	월경
المهارة	솜씨
المهارة	스킬
المهارة	능력
المهارة	기술
المهارة	실력
محلل	분석가
تمارين	운동
كارمن	카르멘
بالتيمور	볼티모어
بلوتو	명왕성
تشتت	분산
القنفذ	고슴도치
الصينيون	중국어
الصينيون	중국인
الاب	아버지
الراقصة	댄서
احتجاج	시위
احتجاج	항의
بياتريس	베아트리스
هرمان	헤르만
الكاكاو	코코아
كنوز	보물
رؤى	인사이트
الهندوس	힌두교
باريت	배럿
افريقيا	아프리카
القمامة	휴지통
القمامة	쓰레기통
القمامة	쓰레기
المستكشف	패스파인더
القرد	몽키
القرد	원숭이
ليختنشتاين	리히텐슈타인
رايان	라이언
راين	라이언
نيومان	뉴먼
مؤهل	자격
كرس	크리스
البطاطس	감자
كولومبي	콜롬비아
المروحيات	헬리콥터
الكوليرا	콜레라
الحصري	독점
الحصري	단독
الكساد	침체
الكساد	우울증
المصادقة	검증
المصادقة	인증
الفينيقية	페니키아
كمين	매복
اللوثرية	루터교
المريضة	환자
المقاتل	파이터
المقاتل	전투기
حزن	슬프다
حزن	슬픈
حزن	슬픔
تسلل	오프사이드
البنود	항목
البنود	아이템
البنود	상품
البنود	품목
المدونات	블로그
تجسس	스파이
صلوات	기도
الاردن	조르당
الاردن	조던
الكراهية	미움
الكراهية	혐오
الكراهية	증오
لاهور	라호르
كريغ	크레이그
التعب	피로
المنازعات	분쟁
المنازعات	갈등
فوكلاند	포클랜드
الثناء	찬양
الثناء	칭찬
الثناء	찬미
باقة	꽃다발
القارب	보트
الندى	이슬이
الندى	이슬
خنزير	돼지
وريث	상속인
وريث	상속
وريث	상속자
جليد	빙빙
جليد	얼음
جليد	아이스
رصيد	균형
رصيد	잔액
رصيد	신용카드
رصيد	밸런스
رصيد	신용
رصيد	크레딧
تهديدات	위협
تهديدات	협박
البلاستيكية	플라스틱
البلاستيكية	비닐
البلاستيكية	성형
اعراض	증세
اعراض	증상
مبادرات	이니셔티브
تفصيل	자세히
تفصيل	세부사항
تفصيل	상세
الطعن	호소
الطعن	항소
محاصرة	갇혀있는
محاصرة	갇힌
محاصرة	갇혀
كارديف	카디프
القرب	근접
مواهب	탤런트
مواهب	재능
الطاقات	에너지
بيفرلي	비벌리
بيفرلي	베벌리
الجمباز	체조
التمتع	즐거움
التمتع	쾌락
الفردوس	낙원
الفردوس	천국
الفردوس	파라다이스
هوبكنز	홉킨스
بالبرتغالية	포르투갈어
بالبرتغالية	포르투갈령
التدوين	블로그
ينكر	부정
ينكر	거부
التنجيم	점성술
عدالة	정의
كراهية	미움
كراهية	혐오
كراهية	증오
ميليشيات	민병대
فولدمورت	볼드모트
تصميمات	설계
تصميمات	디자인
غولد	황금
غولد	골드
المربعات	제곱수
ميدي	미디
انشقاق	망명
الجدري	천연두
سادة	신사
اجتياح	침공
اجتياح	침략
الشكوى	불만
بليد	블레이드
سيرجيو	세르지오
تخيل	상상
اغتصاب	강간
فقير	불쌍한
الميليشيات	민병대
جريس	그레이스
جريس	은혜
نقي	순수
نقي	순수한
خطا	실수
خطا	잘못된
خطا	오류
شاحب	창백한
الركود	침체
القفص	케이지
القفص	새장
الانتهاكات	위반
نقلا	인용
نقلا	인용된
العواطف	감정
العواطف	정서
الطحال	비장
المعلمة	매개변수
المعلمة	파라미터
اسطوانة	실린더
هدد	위협
الصم	청각
جانيت	자넷
جانيت	재닛
مستند	문서
مستند	문서로
عدسات	렌즈
الزبون	클라이언트
الزبون	고객
الفيضان	대홍수
الفيضان	홍수
دلالات	의미론
صمامات	밸브
المكعب	정육면체
المكعب	큐브
الحضانة	구류
الحضانة	양육
ترويج	홍보하기
ترويج	홍보
ترويج	프로모션
ترويج	승진
التناقض	역설
التناقض	모순
حديدي	철쭉
معجبين	팬들
باتل	배틀
باتل	전투
ضلع	갈비뼈
ضلع	갈비
ساحر	매력적인
ساحر	매력
نانو	나노
الغيتار	기타
ساخر	아이러니
فتيان	소년
فتيان	소년들
فتيان	보이즈
فتيان	보이스
المنحدر	절벽
المنحدر	클리프
المنحدر	경사
الاسمنت	시멘트
الاسمنت	콘크리트
مكاسب	이득
مكاسب	이득이
اشجار	나무들
اشجار	나무
اشجار	트리
بخير	미세먼지
بخير	좋다
روحية	정신적
المنافسين	경쟁자
المنافسين	경쟁사
فانواتو	바누아투
عجوز	늙은
عجوز	오래된
شرفة	테라스
شرفة	발코니
منحدر	절벽
منحدر	클리프
منحدر	경사
وقائية	예방
الانضباط	규율
نوادي	클럽
وقواق	뻐꾸기
طوني	토니
ادعاء	주장
ادعاء	혐의
الصقور	호크스
ساند	모래시계
ساند	모래
البنادق	총기
سوية	함께
سوية	같이
