ve	en
bileşeni	onderdeel
bileşeni	bestanddeel
birşey	iets
kocaman	enorme
kocaman	groot
kocaman	gigantisch
kocaman	grote
kocaman	reusachtig
kocaman	enorm
feodal	feodale
açıklayıcı	beschrijvende
formatı	opmaak
formatı	formatteren
formatı	indeling
formatı	formaat
tapu	akte
tapu	daad
mobilya	meubilair
mobilya	meubels
mobilya	meubelen
mobilya	inboedel
bilerek	bewust
bilerek	doelbewust
bilerek	expres
bilerek	opzettelijk
haritalar	kaarten
haritalar	kaart
şunlar	deze
karşılaştırmalı	vergelijkend
karşılaştırmalı	vergelijkende
diz	knie
diz	knieën
değişimler	wijzigingen
değişimler	veranderingen
kilikya	cilicië
yassı	plat
kulübe	kajuit
kulübe	blokhut
kulübe	hut
kulübe	cabine
bohemya	bohemen
komiser	luitenant
komiser	commissaris
usul	procedureel
usul	procedurele
kumanda	controle
kumanda	afstandsbediening
kumanda	afgelegen
kumanda	controleur
çalınan	gestolen
yükselmiş	verhoogd
yükselmiş	verhoogde
yükselmiş	opgestegen
yükselmiş	verheven
tadı	smaken
tadı	proefde
tadı	smaakte
tadı	proeven
tadı	geproefd
tadı	smaakt
tadı	proef
tadı	smaak
tadı	proeft
termodinamik	thermodynamica
mesajları	berichten
mesajları	boodschappen
reddedildi	afkeuren
reddedildi	afgekeurd
reddedildi	ontkend
reddedildi	verworpen
reddedildi	geweigerd
reddedildi	afgewezen
etkilidir	doeltreffend
etkilidir	effectief
etkilidir	effectieve
iman	vertrouwen
iman	geloof
iman	geloven
arkadaşım	vriendin
arkadaşım	vriend
yatakları	bedden
tat	smaken
tat	proeven
tat	proef
tat	smaak
tat	proeft
farklılıkları	verschillen
sera	serre
sera	broeikas
sera	kas
yukarda	boven
yukarda	hierboven
mani	manie
gelişi	aankomst
pratikte	praktisch
maceraları	avonturen
özü	uittreksel
özü	essentie
ücretli	betaalde
ücretli	betaald
fonksiyonel	functionele
fonksiyonel	functioneel
anten	antennes
anten	antenne
figür	figuur
taraflar	kanten
taraflar	zijkanten
taraflar	zijden
taraflar	entiteiten
engelleyen	remmende
kanarya	kanaries
kanarya	kanarie
baskılar	uitgave
baskılar	edities
neşeli	vrolijk
neşeli	vrolijke
neşeli	opgewekt
turları	rondreizen
turları	excursie
nota	briefje
nota	opmerking
nota	noot
nota	notitie
kurbağa	pad
kurbağa	kikker
kurbağa	kikkers
üçlemesi	trilogie
karayipler	caribische
karayipler	caraïben
ördek	eend
ördek	eendje
ördek	bukken
ördek	eenden
kaybolur	verdwijnt
yargıç	magistraat
yargıç	rechter
yargıç	oordelen
kayma	glijden
kayma	glippen
sınırsız	eindeloos
sınırsız	onbeperkt
sınırsız	onbegrensd
sınırsız	onbeperkte
sınırsız	grenzeloos
sınırsız	oneindig
sınırsız	eindeloze
sıfat	adjectief
dikenli	netelige
dikenli	stekelige
müstakil	losgemaakt
müstakil	vrijstaande
müstakil	losgekoppeld
müstakil	vrijstaand
değiştirilebilir	verwisselbaar
değiştirilebilir	verwisselbare
değiştirilebilir	veranderlijk
değiştirilebilir	vervangbaar
kalıntısı	overblijfsel
tutma	behoud
kamboçya	cambodjaanse
kamboçya	cambodja
yıldızlı	ster
tescil	inschrijving
tescil	inschrijven
tescil	registratie
gayret	inspanning
akrabası	relatief
akrabası	relatieve
tamamiyle	compleet
tamamiyle	volledig
çimen	gazon
çimen	grasveld
çimen	gras
nesneleri	voorwerpen
nesneleri	objecten
derisi	huid
grev	staking
grev	stakingen
kumar	gokken
kumar	gokje
kumar	gok
tavan	maxima
tavan	plafond
tavan	plafonds
alın	voorhoofd
alın	nemen
alın	krijg
alın	krijgen
alın	neem
mezarları	graven
boşanma	scheiding
boşanma	scheidingen
boşanma	echtscheidingen
boşanma	echtscheiding
boşanma	scheiden
kızgın	kwaad
kızgın	pissig
kızgın	boos
karışıklık	verwarring
karışıklık	puinhoop
karışıklık	verwardheid
karışıklık	rotzooi
ergen	puber
ergen	tiener
ergen	adolescente
alfabetik	alfabetisch
alfabetik	alfabetische
ayrica	ook
gündem	populair
bileşen	onderdeel
bileşen	bestanddeel
bileşen	onderdelen
bileşen	componenten
havuz	zwembad
minyatür	miniaturen
minyatür	miniatuur
rüşvet	omkoping
rüşvet	omkopen
rüşvet	steekpenningen
rüşvet	smeergeld
vitamin	vitamines
vitamin	vitaminen
memeliler	zoogdieren
çiçekli	bloeiende
çiçekli	bloei
zihin	geest
önlem	voorzorg
önlem	voorzorgsmaatregel
kayısı	abrikoos
kayısı	abrikozen
kürk	vacht
kürk	bont
bacak	been
bacak	poten
bacak	poot
bacak	beentjes
bacak	benen
sıradışı	ongebruikelijk
sıradışı	ongebruikelijke
sıradışı	ongewone
sıradışı	buitengewone
sıradışı	buitengewoon
sıradışı	ongewoon
sıradışı	uitzonderlijk
verim	doeltreffendheid
verim	doelmatigheid
verim	efficiëntie
yayılır	verspreidt
manevra	manoeuvreren
manevra	manoeuvre
belirtilmiş	gespecificeerde
belirtilmiş	opgegeven
belirtilmiş	gespecificeerd
ayçiçeği	zonnebloem
annem	mama
annem	mam
annem	moeder
annem	ma
muhafazakâr	conservatief
muhafazakâr	conservatieve
minare	minaretten
algılama	perceptie
algılama	opsporing
algılama	detectie
algılama	waarneming
antropoloji	antropologie
sıradaki	volgend
sıradaki	volgende
yetmezliği	insufficiëntie
çalışanlar	medewerkers
çalışanlar	personeel
çalışanlar	werknemers
oto	automaat
oto	automatisch
tasfiye	liquidatie
tasfiye	zuivering
tasfiye	vereffening
tasfiye	zuiveren
mozaik	mozaïek
teknikler	technieken
avro	euro
yaratılmış	aangemaakt
yaratılmış	gemaakt
yaratılmış	geschapen
yaratılmış	gecreëerd
nazlı	broos
nazlı	fragiel
nazlı	breekbaar
nazlı	kwetsbaar
çapa	ankers
çapa	verankeren
çapa	anker
kurtuldu	gered
kurtuldu	bewaard
kurtuldu	opgeslagen
akıcı	vloeiend
kolaylık	gemak
mekanize	gemechaniseerde
seçenekleri	mogelijkheden
seçenekleri	opties
itham	beschuldigingen
itham	beschuldiging
itham	beschuldig
itham	beschuldigen
teller	draden
süreçleri	processen
ant	gelofte
ant	eed
ant	ede
öznel	subjectieve
öznel	subjectief
parçacıkları	deeltjes
parçacıkları	fragmenten
hangisi	welke
kesik	incisie
dipnotlar	voetnoten
sentetik	synthetische
sentetik	synthetisch
amca	oom
amca	nonkel
komşusu	buurvrouw
komşusu	buurland
komşusu	buurman
komşusu	buur
alttaki	bodem
alttaki	onderkant
yırtıcı	roofzuchtige
yırtıcı	roofdier
entelektüel	intellectueel
entelektüel	intellectuele
etkilendi	beïnvloed
etkilendi	getroffen
irtifa	hoogte
gösterge	indicatoren
gösterge	indicatie
dinle	luister
dinle	luisteren
yürek	hartje
yürek	hart
başkaları	overigen
başkaları	anderen
başkaları	overige
başkaları	andere
kafes	kooi
kafes	kooien
aleyhinde	tegen
berber	kapster
berber	kappers
berber	kapper
berber	kapsalon
kuğu	zwaan
kuğu	zwanen
eğitimli	getrainde
eğitimli	getraind
eğitimli	geschoold
eğitimli	opgeleid
eğitimli	onderwezen
samimi	openhartig
samimi	gezellige
samimi	oprecht
samimi	oprechte
samimi	intieme
samimi	intiem
samimi	gezellig
akrep	schorpioenen
akrep	schorpioen
heyecan	opwindend
heyecan	kick
heyecan	spanning
heyecan	spannend
heyecan	opwinding
heyecan	sensatie
çal	speel
çal	spelen
çal	stelen
çal	steel
çal	afspelen
fuar	eerlijke
fuar	expositie
fuar	beurzen
fuar	eerlijk
fuar	redelijk
fuar	tentoonstelling
kaset	bandje
kaset	plakband
varlıklar	entiteiten
varlıklar	activa
seçer	selecteert
seçer	kiest
bağlanma	binding
bayramlar	vakanties
bayramlar	feestdagen
bayramlar	vakantie
mesajlar	teksten
mesajlar	berichten
mesajlar	boodschappen
söyleşi	sollicitatie
söyleşi	sollicitatiegesprek
söyleşi	interviewen
kutbu	paal
kutbu	hengel
kutbu	pool
aristo	aristoteles
tanır	herkent
doğruluk	waarheid
doğruluk	juistheid
doğruluk	nauwkeurigheid
doğruluk	correctheid
destan	epische
destan	episch
fren	remmen
fren	rem
dahili	inwendig
dahili	intern
dahili	uitbreiding
dahili	verlenging
dahili	extensie
emlak	landgoed
emlak	eigendom
emlak	eigendommen
emlak	vastgoed
emlak	eigenschap
emlak	eigenschappen
alim	geleerde
halkalı	geringd
tepeler	heuvels
tepeler	pieken
senelik	jaarlijks
yavrular	kuikens
yavrular	pups
yavrular	katjes
yavrular	meiden
yavrular	welpen
dağıtıcı	distributeur
dağıtıcı	verdeler
dağıtıcı	handelaar
boksör	bokser
karşılaştırma	vergelijken
karşılaştırma	vergelijk
karşılaştırma	vergelijking
karşılaştırma	vergelijkingen
promosyon	promotionele
promosyon	bevordering
promosyon	promotie
promosyon	promoten
eşek	ezel
eşek	ezels
karakterize	karakteriseren
istenmeyen	ongewenste
istenmeyen	ongewenst
nüfuz	invloed
nüfuz	beïnvloeding
nüfuz	beïnvloeden
durdu	gestopt
durdu	stopte
ayar	aanpassing
ayar	afstemmen
ayar	afstelling
ayar	afstellen
dağıtılan	verdeeld
dağıtılan	gedistribueerd
dağıtılan	uitgedeeld
dağıtılan	verspreid
şifre	wetboek
şifre	paswoord
şifre	wachtwoord
materyal	materiaal
yengeç	krab
yengeç	krabben
yengeç	kanker
imparatoriçe	keizerin
adımı	stapje
adımı	stap
terzi	kleermaker
terzi	kleermakers
terzi	naaister
sebepleri	redenen
sebepleri	motieven
adaylığını	kandidatuur
işaretler	signalen
işaretler	seinen
işaretler	merktekens
işaretler	marken
işaretler	tekenen
işaretler	bordjes
işaretler	tekens
işaretler	borden
düşünme	denken
düşünme	denkend
düşünme	nadenken
iner	afdalen
kapatılması	sluiting
kapatılması	afsluiting
ağlar	netten
ağlar	netwerken
ağlar	huilt
ağlar	kreten
moral	moreel
moral	moraal
besleme	voeden
besleme	voederen
besleme	voeder
tereyağı	boter
elçilik	ambassade
özerklik	autonomie
özerklik	zelfstandigheid
kola	cokes
kola	cola
evlenmek	trouwen
evlenmek	trouw
çarpıcı	prachtig
çarpıcı	prachtige
çarpıcı	verbluffend
çarpıcı	verbluffende
tutucu	conservatieve
tutucu	conservatief
tutucu	houder
ekin	gewassen
ekin	oogst
ekin	gewas
adliye	gerechtsgebouw
adliye	rechtbank
ebe	vroedvrouw
ebe	verloskundige
şüphesiz	ongetwijfeld
persler	perzen
sıkıştırma	comprimeren
sıkıştırma	compressie
arkadaşlık	vriendschap
üreticileri	fabrikanten
şarj	lader
şarj	opgeladen
şarj	opladen
şarj	aangeklaagd
şarj	geladen
şarj	geheven
zekeriya	zacharias
dolaşan	circulerende
arnavutça	albanees
arnavutça	albanese
azaltır	vermindert
azaltır	verwerkingscapaciteit
azaltır	reduceert
ünlüler	beroemdheden
ünlüler	bekendheid
ünlüler	beroemdheid
intikamını	wreken
furkan	criterium
sunum	presentatie
burs	studiebeurzen
burs	studiebeurs
burs	beurzen
burs	beurs
moleküller	moleculen
teoriler	theorieën
halefi	opvolger
sırplar	serven
sırplar	serviërs
ihtimal	mogelijkheid
fındıklı	hazelnoten
fındıklı	hazelnoot
uysal	temmen
uysal	tamme
uysal	tem
uysal	volgzaam
çağırdı	ontboden
çağırdı	geroepen
çağırdı	opgeroepen
ölüler	dood
ölüler	doods
pil	batterij
pil	accu
pil	batterijen
eklemeler	aanvullingen
eklemeler	toevoegingen
ilerlemesi	progressie
ilerlemesi	voortgang
değiştirmiş	verwisseld
değiştirmiş	overgeschakeld
aitti	behoord
aitti	behoorde
müfettiş	hoofdinspecteur
müfettiş	accountant
müfettiş	hoofdagent
müfettiş	auditeur
müfettiş	controleur
müfettiş	inspecteur
şöhret	beroemdheden
şöhret	bekendheid
şöhret	reputatie
şöhret	faam
şöhret	beroemdheid
şöhret	roem
çeşitliliği	variatie
çeşitliliği	variëteit
çeşitliliği	verscheidenheid
çeşitliliği	diversiteit
güneşli	zonnige
güneşli	zonnig
değişmiş	gewijzigd
değişmiş	veranderde
değişmiş	veranderd
burjuva	burgerlijk
paylaşmak	delen
şelalesi	watervallen
şelalesi	waterval
şelalesi	valt
şelalesi	vallen
kararsız	instabiel
kararsız	onzekere
kararsız	onstabiel
kararsız	onbeslist
kararsız	onstabiele
kararsız	onzeker
kararsız	instabiele
kararsız	labiel
kararsız	besluiteloos
iskelet	skelet
iskelet	geraamte
iskelet	skeletten
arayüz	raakvlak
oyunculuğu	acteren
oyunculuğu	acteer
oyunculuğu	waarnemend
meteoroloji	meteorologie
meteoroloji	meteorologische
ermiş	kluizenaar
aritmetik	rekenkundig
aritmetik	rekenen
aritmetik	rekenkundige
doğruluğu	juistheid
doğruluğu	nauwkeurigheid
doğruluğu	correctheid
tasarlandı	ontworpen
çiğ	rauwe
çiğ	rauw
çiğ	ruw
çiğ	ruwe
gürültü	ruis
gürültü	lawaai
gürültü	geluidshinder
gürültü	geluid
onayladı	goedgekeurde
onayladı	goedgekeurd
diploma	graad
birleşti	samengevoegde
birleşti	samengevoegd
parçalı	gefragmenteerd
parçalı	versplinterd
parçalı	gefragmenteerde
parçalı	versnipperde
yakınlık	verwantschap
yakınlık	affiniteit
yakınlık	intimiteit
yakınlık	nabijheid
vurdu	neergeschoten
vurdu	schot
istatistikler	inzichten
istatistikler	statistieken
istatistikler	statistiek
omuz	schouder
heykeller	standbeelden
heykeller	sculpturen
taşıyor	dragend
sonbaharda	najaar
sonbaharda	herfst
topları	ballen
topları	balletjes
şairler	dichters
kuruş	centen
kuruş	stuiver
bozulmuş	corrupt
bozulmuş	bedorven
bozulmuş	beschadigd
mahkum	gedetineerde
mahkum	veroordeeld
mahkum	gevangene
mahkum	veroordeelde
santral	exploitant
santral	telefoniste
istisna	uitzondering
istisna	uitzonderingen
rövanş	herkansing
rövanş	revanche
tanıklık	getuigenis
tanıklık	getuigen
tanıklık	getuigenissen
nakli	transplantatie
merkür	kwik
merkür	mercurius
safir	saffier
seçici	kiezer
seçici	selectief
seçici	kieskeurig
seçici	selectieve
mucit	uitvinder
çare	remedie
çare	verhelpen
mekanizma	mechanisme
mekanizma	mechanismen
lahey	haagse
lahey	haags
lahey	haag
önleme	voorkoming
önleme	preventie
bilgilendirme	gegevens
bilgilendirme	informeren
bilgilendirme	informatief
bilgilendirme	informatie
tasarruf	sparen
tasarruf	spaargeld
tasarruf	opslaan
tasarruf	besparing
tasarruf	besparingen
tasarruf	soberheid
tasarruf	redden
tasarruf	bezuinigingen
bolşevikler	bolsjewieken
turna	kraan
turna	kranen
cümleleri	zinnen
cümleleri	vonnissen
maaş	loon
maaş	lonen
maaş	salaris
maaş	salarissen
sonuçlara	conclusies
traktör	trekker
traktör	trekkers
traktör	tractoren
bae	vae
hayranı	aanbidder
hayranı	bewonderaar
rehin	gijzelaar
rehin	gegijzeld
rehin	verpanden
rehin	verpand
rehin	gegijzelde
rehin	pion
dük	hertog
gedik	inbreuk
gedik	schending
gedik	bres
çadır	tenten
çözümler	oplossingen
ithalat	importen
ithalat	import
ithalat	invoer
ithalat	importeren
burma	birmese
burma	birmaanse
tasarımları	ontwerpen
sevimli	schattig
sevimli	heerlijk
iflas	faillissementen
iflas	faillissement
iflas	bankroet
iflas	failliet
seçmek	kies
seçmek	kiezen
bez	doek
bez	luiers
bez	luier
duvarlar	muren
duvarlar	wanden
adapte	aangepast
eşzamanlı	gelijktijdige
eşzamanlı	gelijktijdig
birileri	iemand
melekler	engelen
melekler	engeltjes
odalar	kamers
gazeteler	kranten
gazeteler	dagbladen
efekt	gevolgen
efekt	uitwerkingen
efekt	effecten
duyguları	emoties
kiliseler	kerken
kiliseler	kapellen
soruları	vragen
şenlikleri	feestdagen
şenlikleri	festiviteiten
kayın	beuk
kayın	beuken
kahramanlar	helden
antrenman	oefening
antrenman	opleiding
antrenman	oefenen
antrenman	sparren
antrenman	trainen
antrenman	praktijk
antrenman	training
antrenman	beoefenen
kafatası	schedel
kafatası	schedels
yargılama	arrest
yargılama	oordeel
felç	verlamd
felç	beroerte
felç	verlamde
felç	verlamming
felç	slag
kokusu	reuk
kokusu	ruiken
kokusu	geur
kokusu	ruik
içeride	binnenkant
içeride	binnen
hakemler	scheidsrechters
hakemler	rechters
hakemler	magistraten
çöp	prullenbak
çöp	rommel
çöp	afval
çöp	vuilnis
çöp	troep
içsel	innerlijke
içsel	innerlijk
içsel	binnenste
açıklamaları	uitleg
açıklamaları	beschrijvingen
açıklamaları	omschrijvingen
açıklamaları	toelichtingen
rehberlik	begeleiding
rehberlik	leidende
rehberlik	leidraad
rehberlik	gids
rehberlik	oriëntatie
rehberlik	handleiding
rehberlik	leidend
anlaşmazlıklar	meningsverschillen
anlaşmazlıklar	geschillen
derinden	diep
derinden	diepe
fizyolojik	fysiologisch
fizyolojik	fysiologische
kuleleri	torens
torunları	kleinzonen
torunları	kleinkinderen
yorumda	commentaar
yorumda	opmerking
yorumda	reactie
yönetmek	managen
yönetmek	beheren
gsyih	bnp
gsyih	bbp
şov	tonen
şov	toon
şov	weergeven
iplik	draad
iplik	vezels
iplik	draden
iplik	discussies
iplik	garen
iplik	garens
iplik	vezel
etkileşimi	wisselwerking
etkileşimi	interactiviteit
etkileşimi	interactie
değerlendirmek	evalueren
eğik	schuine
eğik	gekanteld
eğik	kantelen
eğik	krom
eğik	gebogen
eğik	schuin
titan	titanen
otoyolu	autosnelweg
otoyolu	autoweg
otoyolu	snelweg
hasat	oogst
hasat	oogsten
çeçen	tsjetsjeense
çavdar	rogge
ihtiyar	oude
ihtiyar	ouwe
ihtiyar	oud
bereket	zegen
bereket	zegeningen
saka	grap
saka	mop
saka	grapje
gidiş	vertrekken
gidiş	vertrek
işıklar	verlichting
işıklar	lampen
işıklar	licht
işıklar	lichten
işıklar	lichtjes
avantajı	voordeel
kervan	karavaan
kervan	woonwagen
yıkılan	gesloopt
yıkılan	afgebroken
kronolojik	chronologisch
kaldırılmış	verwijderd
kaldırılmış	verwijderde
öğleden	middag
öğleden	namiddag
akbaba	buizerd
akbaba	gier
girerken	binnenvaren
yakalamak	vangen
yakalamak	vastleggen
karaçay	karatsjaj
hayranları	ventilatoren
yaratma	creatie
yaratma	schepping
yaratma	creëren
unutmayın	onthoud
iyilik	vriendelijkheid
iyilik	gunst
iyilik	goedheid
iyilik	gunsten
donatılmış	uitgerust
sürtünme	wrijving
kavun	meloen
kavun	meloenen
karikatürist	karikaturist
karikatürist	striptekenaar
geliş	aankomst
geliş	aankomsten
uyar	waarschuw
uyar	waarschuwen
doğrulama	bevestiging
doğrulama	keuring
doğrulama	valideren
doğrulama	authenticatie
doğrulama	verifiëren
doğrulama	verificatie
doğrulama	validatie
bacakları	beentjes
bacakları	poten
bacakları	benen
taşınmış	verplaatst
taşınmış	bewogen
taşınmış	bewoog
taşınmış	verhuisd
ağırlığında	weging
ağırlığında	weegt
numaraları	aantallen
numaraları	getallen
numaraları	nummers
kendim	mijzelf
kendim	ikzelf
kendim	mezelf
kendim	zelf
eğilim	tendens
eğilim	tendensen
eğilim	neiging
rota	koers
rota	cursus
kiliseye	kerk
gizem	mysterie
muaf	vrijgesteld
muaf	vrijgestelde
aydınlar	intellectuelen
değişmeyen	ongewijzigd
değişmeyen	onveranderd
değişmeyen	ongewijzigde
değişmeyen	onveranderlijk
sistemli	methodisch
sistemli	systematische
sistemli	systematisch
akşamları	avonden
tahrik	provocaties
tahrik	uitgelokt
tahrik	provoceren
tahrik	provocatie
görünüş	verschijningen
görünüş	verschijning
görünüş	uiterlijk
görünüş	schijn
durduruldu	gestopt
durduruldu	stopte
mat	ondoorzichtig
mat	mat
mat	ondoorzichtige
okumalar	lezingen
kaçmış	vluchtte
kaçmış	ontsnapte
kaçmış	ontsnapt
kaçmış	gevlucht
kaçmış	ontvlucht
uzaylı	vreemdelingen
referandum	referenda
beyzbol	honkbal
bölündü	verdeelde
bölündü	verdeeld
vites	tandwielen
vites	versnelling
vites	uitrusting
vites	versnellingsbak
vites	versnellingen
vites	vistuig
askıya	schorsen
askıya	opgeschort
askıya	onderbroken
askıya	opschorten
askıya	geschorst
lenf	lymfatische
lenf	lymfe
kronoloji	chronologie
parklar	parken
kaydedilmiş	genoteerd
kaydedilmiş	geregistreerd
kaydedilmiş	opgenomen
kaydedilmiş	opgeslagen
kaydedilmiş	gered
kaydedilmiş	bewaard
savunucusu	verdediger
firmalar	bedrijven
konuşmaya	praten
konuşmaya	pratende
diliyorum	wensen
diliyorum	wens
hareketsiz	onbeweeglijk
reformlar	hervormingen
reformlar	hervorming
şarkıcılar	zangers
torun	kleinzoon
torun	kleindochter
torun	kleinkinderen
torun	kleinkind
firavun	farao
istendi	aangevraagd
istendi	gevraagde
istendi	opgevraagd
istendi	aangevraagde
istendi	verzocht
istendi	gevraagd
seçmeler	auditie
seçmeler	selecties
seçmeler	audities
şenlik	kampvuur
şenlik	vreugdevuur
vurur	treffers
ölçüleri	metingen
iblis	duivel
iblis	demoon
tablet	tabletten
tablet	tafelen
sürat	snelheid
sürat	toerental
klipleri	fragmenten
metafizik	metafysische
metafizik	metafysica
mezarlar	graven
şahane	heerlijk
şahane	fantastische
şahane	gaaf
şahane	fantastisch
şahane	prachtig
şahane	schitterend
şahane	geweldig
stres	benadrukt
stres	gestrest
kul	as
kul	assen
suçları	misdaden
suçları	misdrijven
fırın	bakkerij
fırın	fornuis
fırın	bakker
fırın	kachel
martı	zeemeeuw
laf	woord
yaratılış	creatie
yaratılış	schepping
heykelleri	standbeelden
voltaj	spanning
rütbeli	ranglijst
rütbeli	rangschikking
rütbeli	rangschikken
lif	vezels
lif	vezel
sonuncusu	laatste
istemci	opdrachtgever
istemci	klant
istemci	cliënt
hedefler	doelpunten
hedefler	doelwitten
hedefler	doelstellingen
hedefler	doelen
yapımcılar	producenten
subaylar	agenten
subaylar	officieren
subaylar	officiers
konuşmak	praten
konuşmak	praat
konuşmak	pratende
yetiştirme	verbouw
yetiştirme	teelt
klarnet	klarinet
alacakaranlık	schemering
onaylandı	bevestigde
onaylandı	gecontroleerd
onaylandı	goedgekeurd
onaylandı	geverifieerde
onaylandı	goedgekeurde
onaylandı	bevestigd
onaylandı	geverifieerd
nahçıvan	nachitsjevan
tanıdı	herkende
tanıdı	erkend
tanıdı	herkend
tanıdı	erkende
sure	soera
yüzlü	dodecaëder
koru	behouden
koru	bewaren
koru	omslag
koru	bescherm
koru	dekken
koru	beschermen
koru	dekking
üstel	exponentieel
üstel	exponentiële
kastilya	castilië
tırnak	spijkers
tırnak	notering
tırnak	nagel
tırnak	offerte
tırnak	citaten
tırnak	aanhalingstekens
tırnak	citaat
tırnak	spijker
tırnak	nagels
sehir	stad
düşünmek	denken
düşünmek	denkend
düşünmek	nadenken
işlevleri	functies
gelgit	vloed
gelgit	getij
gelgit	tij
gelgit	getijden
asılı	hangen
asılı	ophanging
asılı	ophangen
asılı	rondhangen
dönemler	periodes
dönemler	perioden
dönemler	tijdvakken
toptan	groothandel
sürüş	rijdend
sürüş	rijden
sürüş	autorijden
çivi	nagels
çivi	spijkers
çivi	spijker
çivi	nagel
lirik	lyrische
gazlar	gassen
yoruma	vertolking
yoruma	reactie
yoruma	opmerking
yoruma	commentaar
yoruma	uitlegging
yoruma	interpretatie
fiyatları	prijzen
boyalı	geverfd
boyalı	geschilderd
boyalı	beschilderd
işın	balk
işın	straal
imkânsız	onmogelijk
imkânsız	onmogelijke
hristiyanlar	christenen
işitme	gehoor
işitme	hoorzitting
öldürülmüş	vermoorde
öldürülmüş	vermoord
öldürülmüş	gedood
doğaüstü	bovennatuurlijk
doğaüstü	bovennatuurlijke
kötülük	kwaad
kötülük	onheil
kötülük	slechtheid
sakat	gehandicapten
sakat	uitgeschakeld
sakat	invalide
sakat	gehandicapt
sakat	lamme
sakat	stom
sakat	gehandicapte
sakat	kreupel
sakat	kreupele
insansız	onbemande
insansız	onbemand
bülbül	buulbuul
bülbül	nachtegaal
köpekler	honden
yarışmacı	concurrent
yarışmacı	deelnemer
otoyol	snelwegen
otoyol	autosnelweg
otoyol	autowegen
otoyol	snelweg
otoyol	autoweg
gülü	roos
psikiyatri	psychiatrisch
psikiyatri	psychiatrische
psikiyatri	psychiatrie
bursu	beurs
bursu	studiebeurs
anlaşılabilir	begrijpelijke
anlaşılabilir	begrijpelijk
iskele	steigers
iskele	haven
iskele	poort
iskele	dok
iskele	schavot
iskele	steiger
iskele	bakboord
itme	stuwkracht
içerikler	inhoudsopgave
içerikler	inhoud
kapandı	gesloten
kapandı	afgesloten
kal	blijven
kal	blijf
kasıtlı	weloverwogen
kasıtlı	opzettelijke
kasıtlı	opzettelijk
koordinasyon	coördineren
koordinasyon	coördinerend
koordinasyon	coördinatie
düşünüyor	denkt
düşünüyor	waant
maske	maskers
maske	masker
dene	probeer
dene	proberen
tüy	veren
tüy	veertje
tüy	veer
mağaza	winkel
mağaza	bewaren
bahane	smoesjes
bahane	uitvluchten
bahane	voorwendsel
bahane	excuus
karakolu	buitenpost
nazik	zacht
nazik	soort
nazik	zachtaardig
nazik	beleefde
nazik	beleefd
aşamalı	gefaseerde
aşamalı	geleidelijke
aşamalı	geleidelijk
kökten	radicaal
kökten	radicale
kalibre	gekalibreerd
kalibre	kalibers
kalibre	kalibreren
kalibre	kaliber
uygarlık	beschaving
dengeli	evenwichtige
dengeli	uitgebalanceerde
dengeli	evenwichtig
dengeli	uitgebalanceerd
ihtisas	residentie
dilbilim	taalkunde
etkilenmiş	indrukwekkend
etkilenmiş	indruk
etkilenmiş	beïnvloed
etkilenmiş	getroffen
motosiklet	fiets
motosiklet	motorrijwielen
motosiklet	motorfietsen
motosiklet	motorfiets
motosiklet	motor
ölçülen	afgemeten
ölçülen	gemeten
hükümdarları	vorsten
tesisler	installaties
tesisler	faciliteiten
buluştu	ontmoette
buluştu	ontmoet
testere	zagen
testere	zag
testere	zaagt
testere	kettingzaag
testere	zaag
yarışmalar	wedstrijden
yarışmalar	competities
gebelik	bevruchting
gebelik	zwangerschap
gebelik	conceptie
gebelik	dracht
dilbilgisi	grammatica
raf	plank
raf	planken
raf	schappen
raf	rekken
uzmanları	experten
uzmanları	kenners
uzmanları	deskundigen
yoksulluk	armoede
yılbaşı	kerstfeest
yılbaşı	kerstmis
yılbaşı	kerst
masalları	verhalen
avlu	binnenplaats
kalınlığı	dikte
yenilikler	innovaties
yenilikler	innoveren
yenilikler	vernieuwingen
yenilikler	innovatie
yenilikler	nieuwigheden
yenilikler	vernieuwing
ruhlar	geesten
ruhlar	zielen
ölmek	sterven
ölmek	stervend
ölmek	stervende
ölmek	doodgaan
videolar	filmpjes
ayrıntılar	bijzonderheden
liderler	leiders
değerlendirmesi	schatting
değerlendirmesi	inschatting
değerlendirmesi	raming
yakalama	vangen
yakalama	vangst
yakalama	vastleggen
yakalama	gevangenneming
cenova	genève
cenova	genua
cenova	geneve
gerçekçilik	realisme
bilgili	geïnformeerd
inkar	ontkenning
inkar	ontkend
inkar	ontkent
inkar	ontkennen
inkar	ongelovig
inkar	geweigerd
inkar	afgewezen
inkar	ontken
ikizler	tweelingen
ikizler	tweeling
itibar	waardigheid
itibar	reputatie
diyabet	diabetische
diyabet	suikerziekte
diyabet	diabetici
taşıt	vervoer
varlıkları	activa
menajer	bedrijfsleider
koordinatlar	coördinaten
kavramsal	conceptuele
kavramsal	conceptueel
dişleri	tandjes
dişleri	gebit
dişleri	tanden
şık	sjiek
şık	stijlvol
şık	stijlvolle
şık	chique
mikrodalga	microgolven
mikrodalga	magnetron
feragat	vrijwaring
feragat	ontheffing
feragat	abdicatie
kıyıya	wal
kıyıya	oever
bitmiş	afgewerkte
bitmiş	afgewerkt
bitmiş	voltooid
bitmiş	klaar
suni	kunstmatige
suni	kunstmatig
muhabir	journaliste
muhabir	journalisten
muhabir	verslaggever
muhabir	journalist
