மற்றும்	그리고
தடிமன்	굵게
தடிமன்	대담
திருமணங்கள்	결혼
திருமணங்கள்	결혼식
உடல்நிலை	아프다
உடல்நிலை	아파
உடல்நிலை	아픈
குழம்பு	카레
குழம்பு	커리
புரவன்	주최
புரவன்	호스트
சிறைச்சாலை	교도소
சிறைச்சாலை	감옥
ஞாயிற்றுக்கிழமை	일요일
மசோதா	윌리엄
இனப்படுகொலை	집단살해
கத்தார்	카타르
எழுதவும்	글쓰기
எழுதவும்	쓰기
உயர்த்த	올리기
ஊற்றி	부어
வாக்காளர்கள்	유권자
நேர்த்தியான	우아
முகவர்	대리인
முகவர்	에이전트
முகவர்	요원
அமோனியா	암모니아
அய்யா	선생님
அல்பிரட்	앨프레드
அல்பிரட்	앨프리드
அல்பிரட்	알프레드
உயரும்	상승
நிர்ணய	설립
இரைப்பை	위장
கோபேன்	코베인
மூடப்பட்டது	닫힌
மூடப்பட்டது	비공개
ஈஸ்டர்	부활절
உணர்வுகளை	감정
வெளியேறு	꺼내기
வெளியேறு	끝내기
வெளியேறு	나가기
வெளியேறு	종료
வெளியேறு	출구
வெளியேறு	떠나
வெளியேறு	떠나기
பிரேசிலிய	브라질
தக்காளி	토마토
குடை	우산
போல்ட்	볼트
கிரான்ட்	그랜트
தொப்புள்	배꼽
துரிதமாக	빠르게
பழம்பெரும்	전설
பதினோரு	일레븐
வெடிகுண்டு	폭탄
கிளைவ்	클라이브
கட்டடக்கலை	아키텍처
கட்டடக்கலை	건축학
கட்டடக்கலை	건축
அளக்க	측도
அளக்க	측정
உதவியாளர்	보조
உதவியாளர்	조수
உதவியாளர்	도우미
உதவியாளர்	구원자
உதவியாளர்	조교
வல்லுனர்	전문가
சுவாசம்	호흡
வறட்சி	가뭄
மக்களே	사람
மக்களே	사람들
மக்களே	명인
மக்களே	국민
சிறுபான்மையினர்	소수
எமிலி	에밀리
இருமல்	기침
மேசை	탁자
மேசை	식탁
மேசை	데스크탑
மேசை	테이블
மேசை	데스크톱
லூதர்	루터
கருங்கல்	화강암
கூட்டுத்தொகை	정렬
கம்பளி	양모
கம்பளி	양털
காரணத்தை	이유
மார்க்சியம்	마르크스주의
டென்	덴덴
சொற்பொழிவு	음성
சொற்பொழிவு	강연
சொற்பொழிவு	강의
சொற்பொழிவு	연설
எளிது	아쉬운
எளிது	쉽게
எளிது	쉬워
எளிது	쉬운
மோசே	모세스
மோசே	모스
மோசே	모세
வாய்ப்புகளை	기회
வளையங்கள்	루프
வளையங்கள்	고리
வளையங்கள்	반지
பொடி	가루
பொடி	파우더
தாரை	제트
தாரை	제트기
போர்னியோ	보르네오
ஸ்டார்க்	스타크
நரி	폭스
நரி	여우
ஜானி	쟈니
ஜானி	조니
ஜானி	자니
கண்ணாடிகள்	안경
மகாராணி	여왕
கடமைகள்	의무
லாவோஸ்	라오스
மால்	쇼핑몰
மால்கம்	맬컴
மால்கம்	말콤
நார்	섬유
சுன்னி	수니파
புதிர்	미스테리
புதிர்	미스터리
புதிர்	퍼즐
பிராந்தியம்	지방
பிராந்தியம்	지역
சந்திரா	찬드라
ரகசியம்	시크릿
ரகசியம்	비밀
பெர்னார்ட்	베르나르드
பெர்னார்ட்	버나드
பெர்னார்ட்	베르나르
மேகம்	구름
மேகம்	클라우드
கெல்வின்	켈빈
பேக்கர்	베이커
அபராதம்	건널
அபராதம்	건너
அபராதம்	건널목
அளவியல்	측정
இல்ல	집에
இல்ல	고향
இல்ல	집으로
இல்ல	가정
சம்பா	삼바
மன்ஹாட்டன்	맨해튼
றோயல்	로얄
றோயல்	로열
நபியின்	예언자
லிசா	리사
சைகை	몸짓
சைகை	신호
சைகை	시그널
சைகை	신호기
சைகை	제스처
தாழ்வு	낮음
தாழ்வு	낮은
மொரிசியசு	모리셔스
மொழிபெயர்ப்பாளர்	번역기
மொழிபெயர்ப்பாளர்	번역
மொழிபெயர்ப்பாளர்	번역자
விற்கப்பட்டது	판매
விற்கப்பட்டது	팔렸다
ஹில்டன்	힐턴
ஹில்டன்	힐튼
சீசியம்	세슘
உடலுறவு	성별
உடலுறவு	성교
உடலுறவு	섹스
உடலுறவு	성관계
நேர்மையான	솔직한
நேர்மையான	정직
நேர்மையான	정직하게
நேர்மையான	성실
நேர்மையான	정직한
முறையீடு	호소
முறையீடு	항소
அதிகாரமும்	권위
நெஞ்சு	가슴
நெஞ்சு	가슴이
நெஞ்சு	흉부
பிணையம்	네트워크
மாமன்	삼촌
மாமன்	아저씨
வரையறுக்க	정의
வரையறுக்க	정의하기
மாநாட்டு	콘퍼런스
மாநாட்டு	회담
மாநாட்டு	회의
சேவல்	수탉
யூன்	윤서
யூன்	윤아
எறும்பு	개미
அல்லாஹ்	하느님
அல்லாஹ்	하나님
ஜேசன்	제이슨
செபம்	전례
திருப்தி	만족
பாம்	손바닥
பட்டறைகள்	워크샵
பட்டறைகள்	워크숍
இறங்கும்	랜딩
இறங்கும்	착륙
இணக்கம்	준수
ஹதீஸ்	하디드
மரணத்தை	사망
மரணத்தை	데스
மரணத்தை	죽음
பயிற்சியை	훈련
பயிற்சியை	트레이닝
மாயை	망상
மாயை	착각
மாயை	환상
விற்பனையாளர்கள்	셀러
விற்பனையாளர்கள்	판매자
அமைப்பாளர்	작곡가
கண்களை	눈빛
செர்பியா	세르비아
வேண்டுதல்	요청
வேண்டுதல்	요청하기
ஓய்வுபெற்ற	퇴직
ஓய்வுபெற்ற	은퇴
நம்ப	믿기
பியானோ	피아노
தட்டை	평평한
தட்டை	플랫
மறுசுழற்சி	재활용
கலந்துரையாடல்	논의
கலந்துரையாடல்	토론
விரிவுரை	강연
விரிவுரை	강의
பாதுகாப்பில்	구류
பாதுகாப்பில்	양육
சங்கீதம்	시편
ஹிந்து	힌두교
உறவுமுறை	연애
உறவுமுறை	관계
சேர்க்கப்பட்டார்	추가되었습니다
சேர்க்கப்பட்டார்	추가됨
அரக்கன்	괴물
அரக்கன்	괴물이
அரக்கன்	몬스터
சமுத்திரம்	바다
சமுத்திரம்	오션
முக்கோணங்கள்	삼각형
சொந்தமானது	소유
பாராட்டு	박수
தோழர்	동지
தோழர்	동무
தோழர்	동반자
தோழர்	동행자
போராடும்	파이팅
விலகல்	편차
அர்ஜென்டினா	아르헨티나인
அர்ஜென்டினா	아르헨티나
ரத்தம்	피피
ரத்தம்	혈액
ரத்தம்	블러드
வெடி	폭발
பழமொழி	속담
கற்பனைக்	판타지
கற்பனைக்	환상
கம்	잇몸
மெசியா	메시아
ஹெப்பர்ன்	헵번식
ஹெப்பர்ன்	헵번
குட்டை	짧은
குட்டை	쇼트
குட்டை	짧게
காதலர்	애인
காதலர்	연인
மீறல்	위반
மாணவன்	학생
டானியல்	다니엘
டானியல்	대니얼
கனரக	무거운
கனரக	무거움
கனரக	무겁게
கனரக	무거워
சந்தா	구독
ஒருமை	특이
வாங்குதல்	구매
வாங்குதல்	구입
வாங்குதல்	구매하기
ஊடுருவல்	투명도
ஊடுருவல்	투명
ஊடுருவல்	투명성
ஊடுருவல்	투명한
ஏர்பஸ்	에어버스
தவளை	개구리목
தவளை	개구리
பிரடெரிக்	프레더릭
பிரடெரிக்	프리드리히
வேலைவாய்ப்பின்மை	실업
டில்லி	델리
நான்சி	낸시
ஹார்மோன்	호르몬
ஆறுதல்	위안부
ஆறுதல்	위안
பலவீனமான	약해
பலவீனமான	약한
வலியை	통증이
வலியை	통증
வலியை	고통
விதிமுறைகளை	용어
விதிமுறைகளை	약관
தாள்கள்	시트
கல்வியாளர்கள்	교육자
கிரீஸ்	그리스
உதயம்	일출
கரீபியன்	캐리비안
கரீபியன்	카리브
ஹோலி	홀리
சண்டைகள்	파이트
பானம்	음료
பானம்	음료수
நித்திய	영원
நித்திய	영원한
மடத்தில்	수도원
மண்டை	두개골
மண்டை	해골
டைலர்	타일러
பேபி	아기
பேபி	베이비
புகழை	명성
புகழை	평판
குயின்ஸ்லாந்து	퀸즐랜드
சீக்ரெட்	시크릿
சீக்ரெட்	비밀
ஓட்டோமான்	오스만
தொப்பி	모자
ஈதர்	에테르
சிக்மா	시그마
துப்பறியும்	형사
துப்பறியும்	탐정
கம்பிகள்	와이어
உபகரணம்	장비
வண்ணங்கள்	색상
வண்ணங்கள்	색깔
கடினமானது	어려워
கடினமானது	어려움
கடினமானது	어려운
படவில்லை	슬라이드
பெண்ணுக்கு	소녀
கதாநாயகன்	히어로
கதாநாயகன்	영웅
பீரங்கிகள்	탱크
பீரங்கிகள்	전차
காஸ்ட்ரோ	카스트로
பருந்து	연이
உறவுகளை	연애
உறவுகளை	관계
கட்டளைகள்	명령
கட்டளைகள்	명령어
பெருக்க	이득
மேம்படுத்தவும்	업그레이드
கசிவு	누출
பிளாஸ்மா	플라스마
பிளாஸ்மா	플라즈마
முதலாளி	보스
முதலாளி	사장님
வடிவமைப்புகள்	형식
வடிவமைப்புகள்	포맷
லாபம்	이익
ஆடைகளை	옷이
பட்டாம்பூச்சி	나비
ஆடுகள்	염소
நாட்களை	데이즈
நியாயம்	공정
நியாயம்	페어
நியாயம்	정의
நியாயம்	박람회
இடவியல்	위상수학
பிறப்பிடம்	네이티브
குளுக்கோஸ்	포도당
குளுக்கோஸ்	혈당
எரிக்சன்	에릭슨
காதில்	속삭임
நகர்த்த	감동
ஹாங்	홍대
சிறப்பை	우수
மறுமொழி	응답
மறுமொழி	답변
மறுமொழி	답장
மறுமொழி	답글
கின்	친족
அன்பே	애인
அன்பே	연인
சிமெண்ட்	시멘트
மின்சுற்று	회로
மின்சுற்று	서킷
உடைமை	자산
உடைமை	재산
உடைமை	속성
உடைமை	재산권
பில்போர்ட்	간판
பில்போர்ட்	빌보드
மாடி	바닥
கர்னல்	대령
கன்னித்	버진
கன்னித்	처녀
வௌவால்	박쥐
பல்லி	도마뱀
பல்லி	도마뱀과
டயர்	타이어
மோட்டார்ஸ்	모터스
நைக்	나이키
ஆங்	아웅
கிணறுகள்	웰스
வாசகர்கள்	리더
வாசகர்கள்	독자
அப்பாஸ்	아바스
அப்பாஸ்	압바스
விரல்கள்	손가락
கனவுகள்	드림
பிரையன்	브라이언
பாலஸ்தீன	팔레스타인인
பாலஸ்தீன	팔레스타인
கப்பம்	협박
காணவில்லை	누락
காணவில்லை	실종
ஜோஸ்	조제
ஜோஸ்	조스
நேரான	스트레이트
நேரான	선형
நேரான	똑바로
நேரான	직선형
பிலிப்பைன்	필리핀
பிரார்த்தனை	기도
பொருத்தி	마운트
கார்பனேட்டு	탄산염
கார்பனேட்டு	탄산
தொழிலாளி	노동자
தொழிலாளி	근로자
ஆன்ம	정신적
ருபீடியம்	루비듐
யுத்த	배틀
யுத்த	전투
விலா	갈비뼈
விலா	갈비
கனமான	무거운
கனமான	무거움
கனமான	무겁게
கனமான	무거워
வியாழக்கிழமை	목요일
எரிசக்தி	칼로리
எரிசக்தி	에너지
எரிசக்தி	연료
பிரித்தல்	분리
புத்தி	스마트
மடியில்	무릎
தட்டில்	접시
சலுகைகள்	쿠폰
ஹாக்கி	하키
நைஜீரியா	나이지리아
திசைமாற்றி	스티어링
திசைமாற்றி	핸들링
வரைதல்	추첨
வரைதல்	그리기
கொண்டாட்டங்கள்	축하
காமன்வெல்த்	연방
அணுகும்	접근
அணுகும்	액세스
அணுகும்	접속
மதிப்பெண்கள்	점수
மதிப்பெண்கள்	득점
அவதூறு	명예훼손
அவதூறு	욕설
அதிகாரிகளின்	장교
மொழிபெயர்ப்புகள்	번역
முதலீடுகள்	투자
முன்னோர்கள்	조상
மனிதனுக்கு	남성
மனிதனுக்கு	사람
மனிதனுக்கு	남자
பதில்கள்	답장
பதில்கள்	답변
பதில்கள்	답글
பதில்கள்	응답
பதில்கள்	대답
பதில்கள்	공감
வெனிஸ்	베니스
வெனிஸ்	베네치아
தலைகள்	원수
கண்காணிப்பாளர்	감시
கண்காணிப்பாளர்	감시자
அஹ்மத்	아메드
அஹ்மத்	아흐메드
அஹ்மத்	아흐마드
அரிசோனா	애리조나
கூட்டத்தை	군중
கறி	카레
கறி	커리
கறி	양고기
ஈராக்கிய	이라크
ஜெஃப்	제프
வர்ஜீனியா	버지니아
சுழி	제로
உணர்ச்சிகள்	공감
போர்டு	이사회
போர்டு	게시판
போர்டு	보드
இருப்பை	존재
மாடலிங்	모델링
பித்தளை	브라스
பிடிப்பு	캡쳐
பிடிப்பு	캡처
நகைகள்	보석
நகைகள்	쥬얼리
நாற்கரம்	사각형
டச்	네덜란드
டச்	네덜란드어
டச்	네덜란드인
டச்	네덜란드령
டச்	터치
பெரும	은하
நெல்லி	넬리
கோரிக்கைகள்	요청
இடி	천둥
இடி	썬더
இடி	선더
மிசிசிப்பி	미시시피
தியாகி	순교자
தியாகி	순교
யாரையும்	누구나
யாரையும்	아무나
ஆல்கஹால்	알코올
ரன்கள்	러닝
ரன்கள்	달리기
கொசு	모기
பெரியவர்கள்	성인
பெரியவர்கள்	어른
புளோரின்	플루오린
மிலன்	밀라노
மிலன்	밀란
திருப்பம்	트위스트
உருளைக்கிழங்கு	감자
தெரிந்தது	알려진
சொர்க்கம்	하늘
சொர்க்கம்	낙원
சொர்க்கம்	파라다이스
சொர்க்கம்	천국
வேடிக்கை	재미
எதிர்பார்த்த	예상
வடிகட்டி	필터링
வடிகட்டி	필터
நுட்பங்களை	기법
நுட்பங்களை	테크닉
சூத்திரங்கள்	수식
புனல்	깔때기
துவங்குகிறது	시작
தீவிரவாதி	테러리스트
பிளாக்பெர்ரி	블랙베리
தந்தைக்கு	아버지
மதியம்	오후
மதியம்	정오
வலைப்பூ	블로그
பெங்காலி	벵골어
பெங்காலி	벵골
அத்தி	무화과
காற்றியக்கவியல்	공기역학
படகில்	페리
சுரங்கங்கள்	터널
அழுத்தி	압축기
அழுத்தி	컴프레서
பழுது	수리
அறுகோண	육각형
ஊஞ்சல்	스윙
ஊஞ்சல்	스윙스
பைபிள்	성경
தோற்றங்கள்	그림
தோற்றங்கள்	이미지
புன்னகை	미소
புன்னகை	스마일
புன்னகை	웃어
சைரஸ்	사이러스
கால்களை	다리
பரிமாணம்	차원
இவான்	이반
அரபிக்	아라비아
அரபிக்	아라비아어
லில்லி	릴리
வார்த்தைகளை	단어
முன்பதிவு	예매
முன்பதிவு	예약
குறிப்பிடவில்லை	지정
குறிப்பிடவில்லை	지정됨
எடையை	몸무게가
எடையை	무게
எடையை	몸무게
எடையை	체중
கியூரி	퀴리
பிரெட்	프레드
பிரெட்	브렛
அவளின்	그녀의
அவளின்	그녀
சுறா	상어
அகராதிகள்	사전
அணிய	착용
உருகுவே	우루과이
சோப்ரா	초프라
நிபந்தனை	조건
அச்சுப்பொறிகள்	프린터
பின்னம்	분수
மீட்டரில்	챌린저
டேல்	데일
எஸ்டேட்	부동산
ஓடை	스트리밍
ஓடை	스트림
ஓடை	흐름
எந்திர	가공
ஊற்று	분수
விளையாடுபவர்	플레이어스
விளையாடுபவர்	플레이어
விளையாடுபவர்	선수
விளையாடுபவர்	재생기
விமானத்தை	비행기
விமானத்தை	평면
வெங்காயம்	양파
விசைகள்	열쇠
விசைகள்	트리거
விசைகள்	키키
நுண்ணுயிரியல்	미생물학
அன்றாடம்	데일리
அன்றாடம்	일상
அன்றாடம்	일간
அன்றாடம்	일일
சக்கரங்கள்	바퀴
நாடா	테이프
குறைந்துள்ளது	줄이기
குறைந்துள்ளது	감소
தீர்ப்பை	심판
தீர்ப்பை	판단
முகவரியை	주소
பைன்	파인
பைன்	소나무
வாரன்	워렌
நிறுவுதல்	설치
டவர்	타워
தனியுரிமை	프라이버시
அணிவகுப்பு	퍼레이드
அணிவகுப்பு	행진
ஆன்டர்சன்	앤더슨
கேமரா	사진기
கேமரா	카메라
இறுதியான	기말고사
இறுதியான	파이널
இறுதியான	결승전
இறுதியான	얼티밋
போக்குகள்	트렌드
போக்குகள்	경향
உணரப்பட்டது	실현
சாலமன்	솔로몬
மட்டை	박쥐
வெளியேற்றி	꺼내기
கார்ட்டூன்	카툰
கார்ட்டூன்	만화
சிகரெட்	담배
காரம்	매운
வெண்ணெய்	버터
முயற்சிக்கும்	시도
சிங்கர்	싱어
சிங்கர்	가수
நிழல்கள்	섀도
நிழல்கள்	그림자
கலவரங்கள்	폭동
ஆர்சனல்	아스널
ஆர்சனல்	아스날
வின்ஸ்டன்	윈스턴
புதுப்பிக்கப்பட்டது	업데이트
அனிமேஷன்	애니메이션
தேரை	두꺼비
மூவி	영화
கொள்வனவு	쇼핑
பேரிடர்	재난
எறும்புகள்	개미
தட்டி	누르기
தட்டி	누르면
தட்டி	누르세요
உபயோகம்	사용량
உபயோகம்	사용법
உபயோகம்	사용
உபயோகம்	유틸리티
மெழுகு	왁스
வெளிப்புறம்	외부
ஹாக்	호크
காய்ந்த	드라이
காய்ந்த	건조
கீற்று	연승
பயங்கரவாத	공포
பயங்கரவாத	테러
பயங்கரவாத	테러리즘
செயற்பட	함수형
பட்டர்	버터
அனுபவத்தை	경험
அனுபவத்தை	체험
ஆசான்	멘토
குறைந்தளவு	보수
குறைந்தளவு	보수주의
ரொனால்டோ	호날두
செய்தாலும்	무엇이든지
செய்தாலும்	무엇이든
சக்திவாய்ந்த	강력한
சக்திவாய்ந்த	강력
சக்திவாய்ந்த	강력하다
திங்கட்கிழமை	월요일부터
திங்கட்கிழமை	월요일
திங்கட்கிழமை	먼데이
திங்கட்கிழமை	월요
தனிநபர்கள்	개인
ஆண்குறி	성기
ஆண்குறி	음경
டெர்ரி	테리
படைத்தவர்	제작자
படைத்தவர்	작성자
படைத்தவர்	창조주
மண்டேலா	만델라
கொள்கலன்	컨텐츠
கொள்கலன்	콘텐츠
கொள்கலன்	용기
கொள்கலன்	내용
கொள்கலன்	컨테이너
இப்ராகிம்	이브라힘
இப்ராகிம்	아브라함
கூந்தல்	머리카락
கூந்தல்	머리
கூந்தல்	머리카락이
மறையும்	숨기기
அருமை	환상적
அருமை	판타스틱
அருமை	나이스
மகனே	아들
தலையீடு	간섭
தலையீடு	개입
கரிய	어두운
கரிய	어둡게
குழப்பங்கள்	분쟁
குழப்பங்கள்	충돌
குழப்பங்கள்	갈등이
குழப்பங்கள்	갈등
விருப்பப்படி	맞춤
விருப்பப்படி	커스텀
உள்ளடக்கங்கள்	목차
உள்ளடக்கங்கள்	내용
உள்ளடக்கங்கள்	콘텐츠
இரக்கம்	연민
இரக்கம்	동정
வானவில்	레인보우
வானவில்	무지개
ஓசியானியா	오세아니아
எட்வார்ட்	에드워드
நகை	보석
நகை	쥬얼리
கமிஷன்	위원회
ஆலோசனைகள்	추천
ஆலோசனைகள்	제안
சொந்தம்	소유
ஆரோக்கியம்	건강
ஆரோக்கியம்	체력
ஆரோக்கியம்	헬스
ஆரோக்கியம்	보건
மாறிகள்	변광성
மாறிகள்	변수
நுண்ணோக்கி	현미경
ஐசக்	이삭
வாழ்வது	생활
மேலாளராக	매니저
மேலாளராக	관리자
சலுகை	쿠폰
ரசாயன	화학
ரசாயன	화학물질
ஸ்வீடன்	스웨덴
லாக்	잠금
லாக்	로그
லாக்	자물쇠
கரோலினா	캐롤라이나
கரோலினா	카롤리나
பார்பரா	바바라
செலுத்தப்பட்டது	유료
அந்தோனியார்	안토니우스
அந்தோனியார்	앤서니
ஸ்டாக்ஹோம்	스톡홀름
புரூணை	브루나이
பள்ளிக்கூடம்	학원
பள்ளிக்கூடம்	학교는
பள்ளிக்கூடம்	스쿨
பள்ளிக்கூடம்	학교
ரோஜாக்கள்	장미
மாட்	매트
சொத்துகள்	자산
சக்	투척
சக்	척척
டிரைவ்	드라이브
பேட்ரிக்	파트리크
பேட்ரிக்	패트릭
பாடுகிறார்	노래
போயர்	보어인
போயர்	보어
பிரிக்ஸ்	브릭스
ஒப்பனை	화장품
ஒப்பனை	화장
ஒப்பனை	메이크업
தாமிரம்	구리
கவனத்திற்கு	주의
கவனத்திற்கு	관심
கவனத்திற்கு	시선
ஆந்தை	부엉이
ஆந்தை	올빼미
ஜூலியா	율리아
ஜூலியா	줄리아
ஜூலியா	쥘리아
நிணநீர்	림프
குச்சி	스틱
குச்சி	막대기
டாமன்	데이먼
கிரியோல்	크리올
காளான்	버섯
போதைப்பொருள்	의약품
போதைப்பொருள்	약물
போதைப்பொருள்	마약
துணிகள்	직물
மதங்கள்	종교
ஓடுகள்	타일
ஃபோர்ப்ஸ்	포브스
இயக்கிகள்	운전사
இயக்கிகள்	드라이버
இயக்கிகள்	운전자
பிலடெல்பியா	필라델피아
இரங்கல்	애도
கடிகாரங்கள்	시계
ராஸ்	로스
எலுமிச்சை	레몬
எலுமிச்சை	라임
மனிதனும்	소울
மனிதனும்	영혼
பதக்கங்களை	메달
ரீட்	리드
ஆனந்தம்	조이
ஆனந்தம்	기쁨
ஆனந்தம்	기쁨이
மார்க்கம்	종교
காய்கறி	야채
காய்கறி	채소
முதிர்ச்சி	성숙
முதிர்ச்சி	성숙도
ஷேன்	셰인
குறும்படம்	아이콘
குறும்படம்	썸네일
சோனியா	소니아
இலைகளை	나뭇잎
இலைகளை	잎새
அசுரன்	괴물
அசுரன்	괴물이
அசுரன்	몬스터
கிளாரா	클라라
மறுமணம்	재혼
நிழலில்	그늘
செயல்படுத்துகிறது	처리
செயல்படுத்துகிறது	프로세싱
சளி	감기
சளி	추위
சளி	춥다
சளி	차가운
கொடூரமான	잔인한
கொடூரமான	잔혹한
தூதுவர்	대사
செக்ஸ்	성별
செக்ஸ்	성교
செக்ஸ்	섹스
செக்ஸ்	성관계
பாலினம்	성별
குணப்படுத்தும்	힐링
கைபேசி	세포
கைபேசி	모바일
கைபேசி	셀프
முரணாக	아이러니
காலாண்டு	쿼터
காலாண்டு	분기
பபெட்	버핏
புலங்கள்	필드
அன்னிய	외국인
ஏறு	오르기
மரபை	레거시
எண்ணங்களை	생각
மடிப்பு	포장
அளவுகோல்	축척
அளவுகோல்	척도
அளவுகோல்	스케일
அளவுகோல்	규모
நகர்வுகள்	움직임
ஹெக்டர்	헥토르
ஹெக்டர்	헥터
வெண்கல	청동기
வெண்கல	청동
குணப்படுத்த	치료
ஆல்பங்கள்	음반
ஆல்பங்கள்	앨범
கெல்லி	켈리
முதுகெலும்பு	척추
பாக்கியம்	축복
பாக்கியம்	축복받은
சிறகு	날개
சிறகு	윙스
பட்டாணி	완두콩
சர்ச்சில்	처칠
அங்கீகரிக்கப்பட்டது	승인
ஆற்றலும்	에너지
கூட்டுக்	결합
கூட்டுக்	복합
ஆக்கி	프로세서
கடற்படையினர்	해병대
நிபுணத்துவம்	전문성
கற்பு	순결
ஈடன்	이든
ஈடன்	에덴
அதிகபட்சம்	최대
அதிகபட்சம்	맥스
அதிகபட்சம்	막스
சுருங்கி	축소
கிட்	키트
செய்தியாளர்	누르기
செய்தியாளர்	기자
செய்தியாளர்	리포터
செய்தியாளர்	프레스
மறியல்	피켓
புக்கர்	부커
கேளிக்கை	오락
கேளிக்கை	레크리에이션
கேளிக்கை	엔터테인먼트
சமோவா	사모아
பருவங்கள்	시즌
பருவங்கள்	계절
குடியேற்றவாத	식민지화
வாத	공포
வாத	테러
வாத	테러리즘
யுனிக்ஸ்	유닉스
விஸ்டா	비스타
வாசம்	호흡
கோளம்	스피어
திரையரங்கு	연극
திரையரங்கு	극장
பின்புலம்	배경색
பின்புலம்	배경
பின்னோக்கி	뒤로
லம்போர்கினி	람보르기니
ஆலோசனைக்	협의
ஆலோசனைக்	상담
தனிமையில்	외로운
தனிமையில்	외로움
தனிமையில்	외로워
தனிமையில்	혼자
தனிமையில்	홀로
வழிகாட்டல்	복음
பார்வைகள்	견해
பார்வைகள்	방문
பார்வைகள்	방문자
பார்வைகள்	조회
பார்வைகள்	조회수
பளிங்கு	대리석
மனிதர்களும்	인간들
மனிதர்களும்	인간
வாக்கியம்	구문
வாக்கியம்	문장
வாக்கியம்	어구
சொற்பொருள்	시맨틱
அனுப்புகிறது	전송
அனுப்புகிறது	보내기
பூனைகள்	고양이
வார்சா	바르샤바
புள்ளிவிவரம்	통계학
புள்ளிவிவரம்	통계
புள்ளிவிவரம்	인사이트
பாஸ்கல்	파스칼
மார்க்கெட்	마켓
மார்க்கெட்	시장
கணங்கள்	순간
சோமாலியா	소말리아
படத்தொகுப்பு	콜라주
மீனவர்	어부
இருக்கவும்	숙박
இருக்கவும்	머무르지
இருக்கவும்	머무르고
இருக்கவும்	머물러
துல்லியம்	정밀도
துல்லியம்	정밀
தொழிற்சாலையில்	공장
தொழிற்சாலையில்	팩토리
ராக்கெட்	로켓
ஆல்ப்ஸ்	알프스
இயல்பை	자연
வித்து	시드
வித்து	씨앗
பானங்கள்	음료
பானங்கள்	음료수
நினைக்கும்	생각하기
நினைக்கும்	생각
பெயர்ச்சி	대체
பெயர்ச்சி	교체
பெயர்ச்சி	바꾸기
தற்செயலாக	우연히
சமத்துவம்	중립성
சமத்துவம்	평등주의
சமத்துவம்	평등
சமத்துவம்	중립
நடப்பில்	진행중
நடனங்கள்	댄스
நிபந்தனைகள்	조건
விடு	떨어뜨리기
விடு	드롭
விடு	방울
விடு	떠나
விடு	떠나기
அலபாமா	앨라배마
அன்ட்ரூ	안드레아
அன்ட்ரூ	앤드류
அன்ட்ரூ	앤드루
ரேகை	경도
பாலைவனத்தில்	사막
லூசியானா	루이지애나
எறிந்து	캐스팅
எறிந்து	캐스트
எறிந்து	깁스
தந்திரம்	트릭
தந்திரம்	속임수
அறிவார்ந்த	지능형
மதிப்பாய்வு	검수
மதிப்பாய்வு	리뷰
மதிப்பாய்வு	검토하기
மதிப்பாய்வு	검토
நேர்மை	정직
நேர்மை	성실
பொறாமை	질투
அவுட்லுக்	아웃룩
அவுட்லுக்	전망
சூசன்	수잔
காமெடி	희극
காமெடி	코미디
காமெடி	코메디
நையாண்டி	풍자
கமிட்டி	위원회
தீராத	만성적인
தீராத	만성
இப்ராஹிம்	이브라힘
இப்ராஹிம்	아브라함
முத்துக்கள்	진주
ஆமைகள்	거북이
ஆமைகள்	거북
அலெக்சாந்திரியா	알렉산드리아
புள்ளிவிவர	통계학
ஜூலியஸ்	줄리어스
ஈஸ்ட்	효모
பரிணாமம்	에볼루션
பரிணாமம்	진화
பரிணாமம்	진화론
பங்கேற்பு	참여
பங்கேற்பு	참석
பங்கேற்பு	참가
பங்கேற்பு	참석하기
சோலார்	태양
சோலார்	태양광
மேகங்கள்	구름
கேம்ஸ்	게임
பூத	물리적
பூத	물리
நெரிசல்	혼잡
வாய்க்கால்	운하
இறைவனிடம்	주님
கொலராடோ	콜로라도
வளாகங்கள்	캠퍼스
முதலீட்டாளர்	투자자
முதலீட்டாளர்	투자가
உணரிகள்	센서
சோர்வு	피곤한
சோர்வு	피로
எவரெஸ்ட்	에베레스트
திறக்க	열기
திறக்க	오픈
வானியற்பியல்	천체물리학
இடைவெளிகள்	공간
இடைவெளிகள்	공백
இரவும்	나이트
இரவும்	밤에
அத்தியாவசிய	필수
ஏதுமில்லை	없음
முன்னோக்கி	전달
முன்னோக்கி	전진
முன்னோக்கி	앞으로
பயன்முறை	모드
பெர்க்சையர்	버크셔
கவர்ச்சியான	섹시
கவர்ச்சியான	섹시한
பேழை	카세트
தெருக்கள்	길거리
தெருக்கள்	거리
ஆர்ச்சர்	아처
கீரை	시금치
சன்னி	화창한
சன்னி	맑음
சன்னி	써니
பாதுகாக்கவும்	보호
பாதுகாக்கவும்	보호하기
மோட்சம்	헌신
பயிற்சியாளர்கள்	코치
பேசுகிறது	말하기
ஈடுபட்டுள்ள	약혼
ஏழ்மை	빈곤
ஏழ்மை	가난
பயங்கர	끔찍한
மேலாளர்கள்	매니저
மீதம்	균형
மீதம்	잔액
மீதம்	좌파
மீதம்	왼쪽
மீதம்	밸런스
மீதம்	남음
பீச்	피치
பீச்	복숭아
லுட்விக்	루트비히
லுட்விக்	루드비히
