در	கதவு
خالق	உருவாக்கி
خالق	படைத்தவர்
نیوتن	நியூட்டன்
بنجامین	பெஞ்சமின்
همیلتون	ஹாமில்டன்
گرانشی	புவிஈர்ப்பு
آنری	ஹென்றி
دوش	குளிக்க
دوش	சாரல்
قیر	தார்
قیر	டார்
مزیت	ஆதலால்
خرگوش	முயல்
خرگوش	முயல்கள்
طالب	இவ்வுலகின்
طالب	ஆசையை
طالب	ஆசை
فردیناند	பேர்டினண்ட்
تد	டெட்
لیون	லியோன்
رایش	ரெய்க்
سلولهای	செல்கள்
حوضه	படுகை
اسکان	தீர்ப்பு
اسکان	குடியேற்றவாத
تایپ	வகை
تایپ	தட்டச்சு
بخارا	புகாரா
صلاح	சலா
صلاح	தொழுகை
قریه	ஊர்
قریه	டவுன்
قریه	ஊருக்கு
نوشیدنی	பானங்கள்
ارتقای	விளம்பரம்
ارتقای	விளம்பரப்படுத்துதல்
سازندگان	உற்பத்தியாளர்கள்
فیبر	நார்
فیبر	இழை
کارناتاکا	கர்நாடகா
کارناتاکا	கர்நாடக
کارناتاکا	கர்நாடகம்
حیدرآباد	ஐதராபாத்
حیدرآباد	ஹைதராபாத்
جذاب	அழகு
جذاب	கவர்ச்சிகரமான
پارتی	கட்சி
پارتی	கொண்டாட்டம்
پارتی	பார்ட்டி
پارتی	விருந்து
جولای	நெசவாளர்கள்
جولای	ஜூலை
مداخله	தலையீடு
مداخله	குறுக்கீடு
مداخله	தலையிட
صحرا	சஹாரா
صحرا	பாலைவனம்
صحرا	பாலைவனத்தில்
مولداوی	மால்டோவா
واکر	வாக்கர்
کمپ	முகாம்
سوری	சூரி
سوری	சர்ரே
سوری	சிரிய
مجروح	காயமடைந்த
مجروح	காயமடைந்தனர்
مجروح	படுகாயம்
سربازی	சிப்பாய்
جهش	ஜம்ப்
جهش	தாவல்கள்
جهش	தாவு
زید	சயிட்
پایتون	பைத்தான்
پیشرو	முற்போக்கு
مان	மன்
ماشینی	இயந்திரத்தில்
ماشینی	இயந்திரம்
ماشینی	பொறி
ماشینی	எந்திரம்
تبریک	வாழ்த்துகள்
تبریک	மனமார்ந்த
تبریک	வாழ்த்துக்கள்
بروکسل	பிரசல்ஸ்
کوزوو	கொசோவோ
رشید	ரசீட்
لب	உதட்டு
لب	உதடுகள்
لب	லிப்
لب	உதடு
حج	ஹஜ்
رونالد	ரொனால்ட்
تصوف	சூபித்துவம்
برزیلی	பிரேசிலிய
ابزارها	டோகோ
ابزارها	கருவிகள்
کشاورزان	விவசாயிகள்
بتمن	பேட்மேன்
جد	மூதாதை
متیل	மீத்தைல்
تعلیق	இடைநீக்கம்
مبادله	பரிமாற்றம்
غارهای	குகைகள்
سواری	சவாரி
ترنس	டெரன்ஸ்
ترنس	மயக்கம்
دوشیزه	செல்வி
موتوری	மோட்டார்
بنین	பெனின்
بازیهای	விளையாட்டுக்கள்
بازیهای	கேம்ஸ்
بازیهای	விளையாட்டுகள்
بازیهای	கேம்கள்
دودویی	இருநிலை
دیابت	நீரிழிவு
صاحبان	உரிமையாளர்கள்
معرفت	அறிவு
معرفت	அறிவும்
علنی	பொதுவான
علنی	பொது
علنی	பொதுவானது
شانه	தோள்பட்டை
شانه	தோள்
شانه	சீப்பு
انداخته	தவறிய
انداخته	கைவிடப்பட்டது
نجوم	வானியல்
چندگانه	பெருக்கல்
چندگانه	பல
انها	சார்ஜ்
آرشیو	காப்பகம்
ممنوعیت	மதுவிலக்கு
علف	பேதை
علف	புல்லை
علف	களை
علف	புல்
ناپل	நாபொலி
فرناندو	பெர்னான்டோ
لشکرکشی	பிரச்சாரம்
کاوش	அறிக
کاوش	கண்டறியவும்
زایمان	தொழிலாளர்
زایمان	வாடா
زایمان	டெலிவரி
زایمان	வழங்கல்
زایمان	பிரசவ
چاد	சாட்
چاد	சாத்
اشک	கண்ணீர்
اشک	கிழித்து
اشک	கண்ணீரை
شیء	பொருள்
خشمگین	கோபம்
خشمگین	பியூரியஸ்
خشمگین	கோபமாக
براین	பிரியன்
براین	பிரையன்
براین	பிரயன்
لوکس	லக்ஸ்
مواضع	பதவிகள்
موجودی	இருப்பு
سوادکوه	ஈரான்
اوساکا	ஒசாகா
دانمارکی	டேனிஷ்
دانمارکی	டானிஷ்
شاد	மகிழ்வான
شاد	இனிய
شاد	சந்தோஷமாக
شاد	மகிழ்ச்சி
رستوران	உணவகம்
لرزش	ஷேக்
لرزش	அதிர்வு
مانوئل	மானுவல்
سواد	படிப்பறிவில்லாத
سواد	எழுத்தறிவு
تنه	ட்ரங்க்
مبهم	தம்முடைய
عینی	குறிக்கோள்
عینی	நோக்கம்
نگرش	மனோபாவம்
نگرش	மனப்பான்மை
دیپلماتیک	ராஜதந்திர
رزم	யுத்த
رزم	போரில்
رزم	சண்டை
رزم	போர்க்களம்
قوام	எண்ணம்
روشنی	பிரகாசம்
روشنی	வெளிச்சம்
روشنی	ஒளிர்வு
یادآور	நினைவூட்டல்
سعادت	பேரின்பம்
مارگارت	மார்கரெட்
بهایی	கட்டணம்
بهایی	விலை
کشش	பதற்றம்
نبی	நபி
نگارخانه	கேலரி
بنفش	ஊதா
دریانوردی	கடல்சார்
دریانوردی	படகோட்டம்
فیشر	ஃபிஷர்
فیشر	பிஷர்
متیو	மத்தேயு
پخته	சுட்ட
پخته	சமைத்த
اساساً	அடிப்படையில்
متخصصان	நிபுணர்கள்
الهه	தெய்வம்
الهه	இறைவி
الهه	மியூஸ்
حفره	ஓட்டை
حفره	துளை
دوچرخه	சைக்கிள்
دوچرخه	மிதிவண்டி
دوچرخه	பைக்
دوچرخه	சைக்கிள்கள்
یگانه	ஒன்று
یگانه	ஒன்றை
یگانه	ஒரு
استر	எஸ்தர்
مظفر	முசாபர்
شل	இழப்பு
شل	ஓடு
هفده	பதினேழு
یوری	யூரி
ریشتر	ரிக்டர்
ملبورن	மெல்போர்ன்
بوم	கப்பம்
بوم	பூம்புகார்
بوم	பூம்
چو	சு
چو	சோ
نساجی	நெசவு
فیلیپس	ஃபிலிப்ஸ்
فیلیپس	பிலிப்ஸ்
ورق	கார்டு
ورق	ஏடு
ورق	கார்டுகள்
ورق	டெட்
ورق	எடு
ورق	அட்டை
ورق	அட்டைகள்
ورق	சீட்டு
درشت	பெரிய
درشت	மேக்ரோ
درشت	பெரியது
درشت	மிகப்பெரிய
برتون	பர்ட்டன்
زنبور	பீ
زنبور	தேனீ
آریایی	ஆரியன்
آریایی	ஆரிய
آریایی	ஆரியர்
کاسه	கிண்ணத்தில்
کاسه	கிண்ணம்
کاسه	கிண்ணங்கள்
استحکام	வலிமை
استحکام	பலம்
دایی	சித்தப்பா
دایی	மாமா
دایی	மாமன்
پیاز	வெங்காயம்
کمیت	அளவு
رام	ராம்
رام	உறுப்புக்களின்
رام	ரோம்
رام	வசப்படுத்திக்
دود	புகை
مشرف	முஷாரஃப்
کبود	சிராய்ப்பு
کبود	நீலம்
کبود	நீல
ویدیو	காணொளி
ویدیو	வீடியோவை
ویدیو	வீடியோக்கள்
ویدیو	வீடியோவில்
ویدیو	காணொளிகள்
ویدیو	வீடியோ
تخصیص	ஒதுக்கீடு
دیجیتالی	டிஜிட்டல்
تصاحب	கைய
رودی	ரூடி
دمکراتیک	ஜனநாயக
بلا	பெல்லா
اعتصاب	வேலைநிறுத்தம்
آبشاری	அடுக்கடுக்கான
تداخل	குறுக்கீடு
دفاتر	அலுவலகங்கள்
طولی	நீளவாக்கில்
جفری	ஜெப்ரி
شین	ஷேன்
مشورت	ஆலோசனை
مشورت	ஆலோசனைக்
یی	யீ
نورمن	நார்மன்
بیدار	விழி
بیمارستانی	மருத்துவமனை
نادری	அரிதான
نادری	அரிய
گراهام	கிரகாம்
تهاجمی	அதிகளவு
تهاجمی	தாக்குதல்
جهنم	நரகம்
خوشحال	மகிழ்வான
خوشحال	இனிய
خوشحال	சந்தோஷமாக
خوشحال	மகிழ்ச்சி
سرشار	முழு
سرشار	முழுமை
سرشار	முழுவதும்
سرشار	நிறைந்த
دانستن	இருக்கின்றான்
فیض	பாயிஸ்
تطابق	பொருத்துதல்
تطابق	போட்டி
تطابق	பொருத்தம்
تطابق	ஆட்டம்
تطابق	பொருந்தும்
پرستش	வணங்கும்
پرستش	வணங்குகிறோம்
پرستش	வழிபாடு
توباگو	டொபாகோ
پارلمانی	பாராளுமன்ற
پارلمانی	நாடாளுமன்ற
سنجی	சஞ்சய்
حسنی	ஓசுனி
دلتا	டெல்டா
پروازهای	விமானங்கள்
روبروی	எதிர்கொள்ளும்
مسطح	தட்டை
مسطح	தட்டையான
مملکت	நாடு
مملکت	நாட்டின்
مامور	ஏஜென்ட்
مامور	முகவர்
مختص	பிரத்யேகமாக
تکذیب	மறு
بدر	பதர்
اعلان	தூண்டி
اعلان	தூண்டல்
اعلان	அறிவிப்பு
اعلان	அறிவிப்புகள்
اعلان	அறிவுறுத்தல்கள்
اعلان	பிரகடனம்
بوداپست	புடாபெஸ்ட்
تاجر	வணிகர்
غیررسمی	அதிகாரப்பூர்வமற்ற
تیز	கூர்மையான
تیز	கூர்மை
رومن	ருமேனியா
جویی	ஜோய்
روبرت	இராபர்ட்
روبرت	ராபர்ட்
ویژگیهای	தன்மைகள்
ویژگیهای	பண்புகள்
ویژگیهای	அம்சங்கள்
فریم	சட்டங்கள்
فریم	சட்டம்
فریم	ஃபிரேம்
بده	கொடுப்பான்
بده	கொடுக்க
بده	கொடுங்கள்
بده	கொடு
خفاش	மட்டை
خفاش	வௌவால்
اعتراضی	போராட்டம்
سازمانهای	அமைப்புகள்
سازمانهای	நிறுவனங்கள்
گوتیک	கோதிக்
اجاره	குத்தகை
اجاره	வாடகை
شفاهی	வாய்வழி
کارول	கரோல்
پریش	பரிஸ்
نلسون	நெல்சன்
لئوناردو	லியோனார்டோ
گئورگ	ஜார்ஜ்
بعید	விருப்பமில்லை
پلان	திட்டம்
پلان	பிளான்
اتهامات	கட்டணங்கள்
آلبرتو	ஆல்பர்டோ
برپایی	அமைப்பு
برپایی	அமைவு
برپایی	அமை
فرآیند	செயல்முறை
موشکی	ஏவுகணை
پولیتزر	புலிட்சர்
لک	இலகு
مینی	மினி
مینی	மின்னி
زره	கவசங்கள்
روحانیت	ஆன்மிகம்
نجیب	நஜிப்
نجیب	சுமாராக
نجیب	ஒழுக்கமான
نجیب	நோபல்
موسس	நிறுவனர்
برکه	குளம்
بوک	புக்
راکت	ராக்கெட்
خواهرش	சகோதரி
الکترومغناطیسی	மின்காந்த
تناسب	விகிதாச்சாரத்தில்
تناسب	பொருத்தம்
ملوان	மாலுமி
ملوان	மாலுமிகள்
فولکلور	நாட்டாரியல்
تعجب	அதிசயம்
دیواری	சுவர்
رومئو	ரோமியோ
مکزیکی	மெக்சிகன்
دستمزد	கூலியை
دستمزد	கட்டணம்
قاچاق	ஆசன
قاچاق	கடத்தல்
ریش	தாடி
ریش	கிளட்ச்
کارلو	கார்லோ
دیک	டிக்
تکلیف	பணி
گزینش	தேர்வுகள்
گزینش	தேர்வு
ژول	ஜூல்ஸ்
حماسه	சாகா
حماسه	புராண
حماسه	காவியம்
همیشگی	நிரந்தரம்
همیشگی	நிரந்தரமானது
فلج	முடங்கி
ورمانت	வெர்மான்ட்
مینا	மீனா
جعلی	போலி
جعلی	போலியான
جعلی	பொய்யான
عضله	தசை
خشت	வைரங்கள்
خشت	அடோப்
کشمیر	காஷ்மீர்
بت	பெத்
پنجه	பாவ்
افتادن	விழுந்து
افتادن	விழும்
افتادن	ஃபால்
افتادن	வீழ்ச்சி
افتادن	விழுதல்
پاراگراف	பத்தி
اردک	வாத்து
اردک	டக்ஸ்
پنیر	சீஸ்
دزدی	கொள்ளை
دزدی	திருடி
دزدی	திருட்டு
داوطلب	தன்னார்வ
داوطلب	தன்னார்வலர்கள்
داوطلب	தொண்டர்கள்
خبرنگاران	நிருபர்கள்
خبرنگاران	பத்திரிக்கையாளர்கள்
خبرنگاران	பத்திரிகையாளர்கள்
کلاغ	காகம்
کلاغ	ரேவன்
شرکتهای	நிறுவனங்கள்
تسهیل	அம்சங்களுக்கும்
ترمیم	மறுசீரமைப்பு
زیرساخت	உள்கட்டமைப்பு
شتر	ஒட்டகம்
صور	கொம்பு
صور	எக்காளம்
نیکل	நிக்கோல்
نیکل	நிக்கல்
اختیاری	விருப்பத்தேர்வு
اختیاری	விரும்பினால்
دنا	டானா
دنا	தனா
زیمبابوه	ஜிம்பாப்வே
فرستادن	அனுப்புதல்
فرستادن	அனுப்புகிறது
رن	ரேன்
رن	ரென்
تحمیل	திணிக்கப்பட்ட
دستاوردهای	சாதனை
دستاوردهای	சாதனைகள்
پلاستیک	பிளாஸ்டிக்
آرد	மாவு
کیهانی	பிரபஞ்ச
فاتح	பதே
نوح	நூஹ்
نوح	நோவா
مموریال	நினைவிடம்
مموریال	நினைவகம்
صوفی	மிஸ்டிக்
صوفی	சுஃபி
ارزان	மலிவான
پنبه	காட்டன்
پنبه	பஞ்சு
پنبه	பருத்தி
جادوگر	சூனிய
جادوگر	வழிகாட்டி
جلالی	ஜலாலி
سونگ	பாடிய
لنگ	லாங்
لنگ	நொண்டி
جادو	மாய
جادو	மேஜிக்
جادو	மாயம்
جادو	சூனியம்
سنگینی	கனமாக
سنگینی	கனமான
سنگینی	கனரக
سنگینی	கடும்
شرف	கௌரவம்
دکمه	பட்டன்
دکمه	பொத்தான்கள்
دکمه	பொத்தான்
کام	காம்
کریستی	கிறிஸ்டி
سفری	பயணத்தில்
سفری	பயணத்தை
سفری	பயணம்
ناراحت	வருத்தம்
کت	கேட்
کت	கோட்
بوتسوانا	போட்ஸ்வானா
سیکل	சுழற்சி
غبار	தூசி
کرت	குர்ட்
سون	சூரியன்
سون	சன்
سون	ஸ்வென்
سون	ஞாயிறு
انعکاس	மிரர்
انعکاس	பிரதிபலிப்பு
انعکاس	கண்ணாடி
وفادار	நம்பிக்கையாக
وفادار	விசுவாசமாக
وفادار	விசுவாசம்
وفادار	நம்பிக்கை
وفادار	ஈமான்
وفادار	விசுவாசமான
چشمان	கண்களால்
چشمان	கண்களை
چشمان	கண்களும்
چشمان	கண்கள்
چشمان	கண்களின்
فریب	வஞ்சகம்
فریب	மாயை
فریب	ஏமாற்றி
سیاتل	சியாட்டில்
گوارش	செரிமானத்தை
مناظر	காட்சியமைப்பு
ناتو	நேட்டோ
ترش	திராசு
ترش	புளிப்பு
اتو	ஓட்டோ
توپخانه	பீரங்கி
میهن	தாய்நாடு
دارن	டேரன்
فولادی	எஃகு
فولادی	ஸ்டீல்
کاش	ஆசை
تگ	குறியிடு
تگ	அடையாளம்
تگ	டேக்
تگ	தத்தல்
تخلف	மீறல்
بیابانی	பாலைவனம்
بیابانی	பாலைவனத்தில்
کمونیستی	கம்யூனிஸ்ட்
معلق	இடைநீக்கம்
معلق	விலக்கு
تجدیدپذیر	புதுப்பிக்கத்தக்க
آمونیوم	அமோனியம்
لورن	லாரன்
سیف	சைப்
تمایلات	ஆர்வமும்
تطبیقی	ஒப்பீட்டு
نمایشگر	காட்டி
نمایشگر	நோட்டம்
غم	வருத்தமளிக்கிறது
غم	வருத்தத்தை
غم	சோகத்தை
غم	சோகம்
غم	துயரம்
لائوس	லாவோ
لائوس	லாவோஸ்
پرنس	இளவரசன்
پرنس	பிரின்ஸ்
پرنس	இளவரசர்
فصول	பருவங்கள்
چال	சல்
محرمانه	ரகசியமாக
محرمانه	ரகசியம்
محرمانه	ரகசிய
محرمانه	நம்பகமான
محرمانه	இரகசியம்
محرمانه	சீக்ரெட்
لان	லான்
آنکارا	அங்காரா
رولینگ	ரௌலிங்
حیوانی	விலங்கு
ایدئولوژی	சித்தாந்தம்
ایدئولوژی	கருத்தியல்
پین	பின்
نمره	ஸ்கோர்
نمره	மதிப்பெண்கள்
نمره	மதிப்பெண்
نمره	தரம்
نمره	புள்ளிகள்
ماجراجویی	சாகசம்
امثال	பழமொழிகள்
اسقف	பிஷப்
بنفشه	வயோலா
بنفشه	ஊதா
مصور	காமிக்
قیمتی	கட்டணம்
قیمتی	விலை
گوگرد	கந்தக
یاخته	அறை
یاخته	செல்
یاخته	கைபேசி
واردات	இறக்குமதி
واردات	உள்வாங்கு
ویدیویی	காணொளி
ویدیویی	வீடியோவில்
ویدیویی	வீடியோவை
ویدیویی	வீடியோ
جرایم	குற்றம்
جرایم	குற்றங்களில்
جرایم	குற்றங்கள்
جرایم	குற்றங்களை
دانا	டானா
دانا	தனா
ژوراسیک	ஜுராசிக்
کلینتون	கிளின்டன்
کلینتون	கிளிண்டன்
فرستنده	அனுப்புனர்
فرستنده	வெளியீட்டாளர்
فرستنده	அனுப்புநர்
وود	மரம்
متمم	திருத்தம்
متمم	திருத்த
هارت	ஹார்ட்
اوبلاست	ஒப்லாஸ்து
گارسیا	கார்சியா
جولیا	ஜூலியா
فرگشت	பரிணாமம்
ترمودینامیک	வெப்பவியக்கவியல்
هما	ஹோமம்
دوبار	இருமுறை
رکود	ஆளாகின்றனர்
زئوس	ஜீயஸ்
نانسی	நான்சி
گرینلند	கிரீன்லாந்து
صدف	சிப்பி
رندی	ராண்டி
کو	கூ
روبرتو	ராபர்டோ
مالاوی	மலாவி
ژرمن	ஜெர்மைன்
برهنه	நிர்வாணமாக
برهنه	நிர்வாண
لوکاس	லூகாஸ்
خاطره	நினைவுகளை
خاطره	நினைவகம்
خاطره	நினைவாற்றல்
خاطره	நினைவுகளைப்
خاطره	நினைவுகள்
خاطره	நினைவு
خاطره	நினைவுகளில்
خاطره	நினைவைப்
داوید	டேவிட்
داوید	டேர்டெவில்ஸ்
وجودی	இருத்தலியல்
یوزف	ஜோசப்
یوزف	யோசேப்பு
مولد	உருவாக்கி
مولد	இயற்றி
پنالتی	வேதனை
پنالتی	தண்டனை
رحمت	கருணை
رحمت	ரஹ்மத்
رحمت	ஜாதி
رحمت	சாதி
مجرای	கால்வாய்
مجرای	வாய்க்கால்
مجرای	தடங்கள்
مجرای	அலைவரிசை
مجرای	வழிமுறை
مجرای	சேனல்
اورتون	எவர்டன்
سولفات	சல்பேட்டு
نامنظم	வழக்கத்தில்
قوت	வலிமை
قوت	பலம்
مجالس	பாஸ்
ابری	மேகம்
ابری	மேக
ابری	மேகங்கள்
ابری	முகில்
تایم	நேரம்
تایم	காலம்
سومی	மூன்றாவது
کوپر	கூப்பர்
جولی	ஜூலி
ساختگی	போலி
ساختگی	ஒப்பு
شارلوت	சார்லோட்
اتوماتیک	தானியங்கி
اتوماتیک	தன்னியக்கமாக
اتوماتیک	தானியங்கு
اتوماتیک	தன்னியக்கம்
اتوماتیک	தன்னியக்க
لوید	லாயிட்
گاندی	காந்தி
گریه	அழும்
گریه	அழ
گریه	அழுகை
گریه	அழுது
واگن	வேகன்
لئونارد	லியோனார்ட்
راد	ராட்
راد	கம்பியை
هفتگی	வாராந்திர
هفتگی	வாரந்தோறும்
هفتگی	வாரத்திற்கு
مستمر	தொடர்ச்சி
مستمر	தொடர்ச்சியான
درامز	டிரம்ஸ்
تدریجی	படிப்படியாக
مستندات	ஆவணங்கள்
میلیمتر	மாறுபடுகின்றது
شاعری	கவிஞன்
شاعری	கவிஞர்
سیارات	கிரகங்கள்
سیارات	கோள்கள்
مخالفم	மறுக்கிறேன்
مخالفم	ஏற்கவில்லை
روشنفکران	அறிவியலாளர்கள்
غلات	தானியம்
پاسکال	பாஸ்கல்
عطر	வாசனை
هجده	பதினெட்டு
عنکبوت	சிலந்தி
قیاس	ஒப்புமை
بازیافت	மறுசுழற்சி
موس	மூஸ்
دیگو	டியாகோ
کریستینا	கிறிஸ்டினா
تجربیات	அனுபவங்கள்
ریاضیدان	கணிதவியலாளர்
کافه	கபே
کافه	கஃபே
کافه	அருந்தகம்
لیل	லில்
لیل	லீல்
دستان	கரங்கள்
دستان	கைகள்
فروشی	ஷாப்
فروشی	கடை
فروشی	கடையை
دریک	டிரேக்
مراسمی	சடங்குகள்
مراسمی	விழா
گشتی	ரோந்து
مرجان	பவளம்
مرجان	பவள
مرجان	கோரல்
پلاسما	பிளாஸ்மா
سقراط	சாக்கிரட்டீசு
بوتان	பூட்டான்
بوتان	பொத்தான்
باردار	கர்ப்பிணி
باردار	கர்ப்பிணிகள்
باردار	கர்ப்பமான
مالیاتی	வரிகள்
مالیاتی	வரி
بره	மேஷம்
دیوارها	சுவர்களில்
دیوارها	சுவர்கள்
افراطی	அதீத
فرشتگان	மலக்குகள்
فرشتگان	தேவதைகள்
جیوه	புதன்
فاضلاب	சாக்கடை
وادی	வாடி
لیاقت	மெரிட்
لیاقت	தகுதி
جودی	ஜூடி
حفر	தோண்டி
حفر	தோண்ட
شعله	சுடர்
کوچولو	சிறிய
کوچولو	குட்டி
فک	தாடை
زعفران	காவி
زعفران	குங்குமப்பூ
دامن	பாவாடை
مفصلی	மூட்டு
گوینده	பேசுபவர்கள்
حرام	தடுக்கப்பட்டு
محراب	பீடம்
محراب	சரணாலயம்
اقیانوسی	பெருங்கடல்
اقیانوسی	கடல்
اقیانوسی	சமுத்திரம்
گیتی	பிரபஞ்சம்
گیتی	அண்டம்
گیتی	பிரபஞ்சத்தில்
رید	ரெய்ட்
رید	ரீட்
عموی	சித்தப்பா
عموی	மாமா
عموی	மாமன்
مسائلی	பிரச்சனைகள்
مسائلی	சர்ச்சைகள்
مسائلی	பிரச்சினைகள்
بالاتری	உயர்வாக
تامیل	தமிழ்
کورت	குர்ட்
خطبه	பிரசங்கம்
نزاع	தர்க்கம்
نزاع	தகராறு
نزاع	புகாரை
نزاع	முரண்பாடு
نزاع	குழப்பங்கள்
نزاع	குழப்பம்
داروین	டார்வின்
غواصی	டைவ்
غواصی	டைவிங்
بلوط	கபில
اسراییل	இஸ்ரேல்
اسراییل	இஸ்ரேலிய
اشباع	நிறைவுற்ற
پلاتین	பிளாட்டினம்
پشتیبان	ஆதரவு
پشتیبان	காப்பு
پشتیبان	துணை
اسکندریه	அலெக்சாந்திரியா
مرکوری	புதன்
پخت	சமையல்
موری	முர்ரே
خزانه	கருவூல
شهروندی	குடியுரிமை
شهروندی	சிட்டிசன்
شهروندی	குடிமகன்
فین	ஃபின்
زانو	முட்டி
زانو	முழங்கால்
آرنا	அரங்கில்
فلش	பிளாஷ்
فلش	ஃபிளாஷ்
ناتمام	முடிவற்ற
ناتمام	முடிக்கப்படாத
ناتمام	முழுமையற்ற
ورنر	வெர்னர்
تنبیه	வேதனை
تنبیه	தண்டனை
تنبیه	வேதனையை
اشتباهات	தவறுகள்
ویدئوی	காணொளி
ویدئوی	வீடியோவில்
ویدئوی	வீடியோவை
ویدئوی	வீடியோ
مناره	மினார்
تقلب	ஏமாற்றுதல்
تقلب	ஏமாற்று
تقلب	ஏமாற்ற
تقلب	ஏமாற்றும்
تقلب	மோசடி
تقلب	ஏமாற்றி
موزامبیک	மொசாம்பிக்
ایرویز	ஏர்வேஸ்
حقایق	உண்மைகள்
رواندا	ருவாண்டா
تامسون	தாம்சன்
پاور	பவர்
پاور	சக்தியை
پاور	சக்தி
پاور	அதிகாரம்
جنجال	சர்ச்சை
جنجال	சர்ச்சைகள்
تبت	திபெத்திய
تبت	திபெத்
میتسوبیشی	மிட்சுபிஷி
اهلی	உள்நாட்டு
خاکستر	ஆஷ்
میانجی	ஒழுங்கமைவு
میانجی	இடைநிலை
استریت	தெரு
استریت	வீதி
استریت	தெருவில்
گوجه	தக்காளி
زرهی	கவச
خروس	சேவல்
آگهی	விளம்பரம்
آگهی	விளம்பரப்படுத்துதல்
آگهی	விளம்பரப்படுத்தல்
واکسن	தடுப்பூசிகள்
واکسن	தடுப்பூசி
نیجر	நிகர்
تامی	டாமி
وارن	வாரன்
سیلندر	சிலிண்டர்
حشره	பூச்சி
بیوگرافی	சுயசரிதை
امانوئل	இமானுவேல்
امانوئل	இம்மானுவேல்
جبری	இயற்கணித
شورشی	கிளர்ச்சியாளர்களின்
شورشی	போராளி
شکوفایی	மலர
کنش	செயல்களை
کنش	ஆக்ஷன்
کنش	அதிரடி
کنش	செயல்
کنش	செயல்கள்
کنش	நடவடிக்கை
کنش	செயலை
پاهای	கால்களும்
پاهای	பாதங்களை
پاهای	அடி
پاهای	பாதங்கள்
پاهای	பாதம்
آرون	ஆரோன்
تنظیمات	அமைப்புகள்
تنظیمات	விருப்பத்தேர்வுகள்
تنظیمات	அமைப்புகளில்
تنظیمات	முன்னுரிமைகள்
تنظیمات	விருப்பங்கள்
آمیخته	கலவை
گیلانی	கிலானி
لیسبون	லிஸ்பன்
دانیال	டானியல்
دانیال	டேனியல்
خوانی	வாசிப்பு
حماس	ஹமாஸ்
دوز	மருந்தளவு
دوز	டோஸ்
فرانکو	பிராங்கோ
تحقیقی	உதவித்தொகை
فمینیسم	பெண்ணியம்
حلب	அலெப்போ
سکولار	மதச்சார்பற்ற
تأخیر	தாமதம்
آشوب	குழப்பமான
آشوب	குழப்பம்
بالقوه	சாத்தியமான
ادموند	எட்மன்ட்
زینتی	அலங்காரத்
زینتی	ஆபரணம்
زینتی	அணிகலன்
سقط	கருக்கலைப்பு
سقط	கருச்சிதைவு
دیزل	டீசல்
محفل	சபை
محفل	கூட்டங்களில்
تماشای	பார்த்துக்
تماشای	பார்த்து
تماشای	பார்க்கிறேன்
تماشای	காண்கிறார்
دوبلین	டப்லின்
یاهو	யாஹூ
درآمدی	வருவாய்
درآمدی	வருமானம்
قطره	விடு
قطره	துளி
باطل	பொய்
باطل	தவறு
باطل	பொய்யான
نیرومند	சக்திவாய்ந்த
خداحافظی	குட்பை
جونگ	ஜங்
جونگ	ஜாங்
رون	ரான்
اصابت	தாக்கத்தை
اصابت	தாக்கம்
عاطفی	உணர்ச்சி
اسکن	ஸ்கேன்
اسکن	வருடு
مایعات	திரவங்களை
وات	வாட்
عدسی	லென்ஸ்
الجزیره	அல்ஜியர்ஸ்
مخفیانه	இரகசியமாக
مخفیانه	ரகசியமாக
کریستیان	கிறிஸ்துவ
کریستیان	கிறித்தவர்
صدیق	சித்திக்
مستطیل	நீள்சதுரம்
کرنل	கார்னெல்
کاج	சைன்
کاج	பைன்
بایت	பைட்டு
بایت	பைட்
بایت	பைட்டுகள்
باروک	பரோக்
تبخیر	ஆவியாதல்
تبخیر	ரோட்டரி
کاتالونیا	காத்தலோனியா
برفی	பனி
مهربان	மிக்க
مهربان	கனிவான
سوالات	கேள்விகள்
سوالات	வினாக்கள்
راکی	ராக்கி
نوسازی	சீரமைப்பு
ریموند	ரேமாண்ட்
شوک	அதிர்ச்சி
ابتکار	முனைப்பு
ورد	வர்டி
امیلی	எமிலி
بور	பர்
بور	போரான்
اسپورت	விளையாட்டு
اسپورت	விளையாட்டுக்கள்
اسپورت	விளையாட்டுகள்
آرت	சித்திரம்
آرت	கலை
آرت	ஆர்ட்
موانع	தடைகள்
تاخیر	தாமதம்
ناتوانی	இயலாமை
تاکسی	கேப்
تاکسی	டாக்ஸி
تاکسی	டாக்சி
زشت	அசிங்கமான
زشت	அசிங்கமாக
ماهر	மேகர்
پایانه	முனையம்
توس	பிர்ச்
عجایب	அற்புதங்கள்
عجایب	அதிசயங்கள்
زراعت	பயிர்
زراعت	பயிர்கள்
واجب	கட்டாய
راستش	உண்மையில்
بدتر	மோசமாக
لوی	லெவி
لوی	லேவி
سبزیجات	காய்கறிகள்
سبزیجات	காய்கறி
کارخانجات	தொழிற்சாலைகள்
شگفت	ஆச்சரியமான
داس	அரிவாள்
داس	தாஸ்
قرائت	உச்சாடனம்
نیا	நியா
آناتومی	உடற்கூறு
سوق	டிரைவ்
سوق	இயக்கி
وفاداری	விசுவாசம்
بارانی	குளிக்க
بارانی	மழை
بیچ	கடற்கரை
بیچ	பீச்
کیفری	கிரிமினல்
کیفری	குற்றவியல்
آرزو	ஆசை
آرزو	வாழ்த்துகிறேன்
