மற்றும்	وال
மொத்தத்தில்	اجمالا
பிரதேசங்கள்	اقاليم
பிரதேசங்கள்	الاراضي
பிரதேசங்கள்	الاقاليم
தந்தி	برقية
தந்தி	تريك
தந்தி	البرقية
குயில்	وقواق
வினோத்	فينود
மெட்ராஸ்	مدراس
இசைக்கருவி	الة
இசைக்கருவி	الصك
இசைக்கருவி	صك
விமர்சகர்	ناقد
ராகுல்	راهول
உபகரணங்கள்	معدات
உபகரணங்கள்	الاجهزة
உபகரணங்கள்	المعدات
ரயில்கள்	قطارات
ரயில்கள்	القطارات
கிதார்	الجيتار
கிதார்	جيتار
கிதார்	الغيتار
வெளிச்சம்	نور
வெளிச்சம்	فاتح
வெளிச்சம்	خفيف
வெளிச்சம்	ضوء
வெளிச்சம்	السطوع
வெளிச்சம்	الخفيفة
வெளிச்சம்	النور
ஆன்மிக	باطني
புஷ்	ادفع
புஷ்	دفع
சாம்பியன்	بطل
சாம்பியன்	البطل
சந்தைப்படுத்தல்	التسويق
சந்தைப்படுத்தல்	تسويق
சுனாமி	التسونامي
சுனாமி	تسونامي
குகைகள்	الكهوف
கவுன்சில்	مجلس
கவுன்சில்	المجلس
ஃபோர்ட்	فورد
புரிதல்	التفهم
புரிதல்	الفهم
புரிதல்	التفاهم
புரிதல்	فهم
புரிதல்	تفاهم
லாரன்ஸ்	لورنس
லாரன்ஸ்	لورانس
ஹீரோ	بطل
ஹீரோ	البطل
கிண்ணம்	فنجان
கிண்ணம்	وعاء
கிண்ணம்	كوب
கிண்ணம்	الكوب
கிண்ணம்	الكاس
கிண்ணம்	كاس
இதோ	هنا
போட்டியாளர்கள்	لاعبين
போட்டியாளர்கள்	اللاعبون
போட்டியாளர்கள்	اللاعبين
போட்டியாளர்கள்	المنافسين
பார்வையாளர்	الجمهور
பார்வையாளர்	جمهور
படைகளும்	تستضيف
படைகளும்	يستضيف
தளபதிகள்	قادة
தளபதிகள்	القادة
தளபதிகள்	الجنرالات
கிறிஸ்	كريس
கிறிஸ்	كرس
சொல்கிறது	يقول
சொல்கிறது	تقول
படகுகள்	المراكب
படகுகள்	القوارب
படகுகள்	قوارب
ஈடுபட	اشراك
கணிமை	الحوسبة
கருதுகோள்	الفرضية
கருதுகோள்	فرضية
ஏற்பு	القبول
ஏற்பு	قبول
பிரகாசமான	المشرق
பிரகாசமான	ساطع
பிரகாசமான	لامع
பிரகாசமான	مشرق
ஆக்கிரமிப்பு	المهنة
ஆக்கிரமிப்பு	الاحتلال
ஆக்கிரமிப்பு	احتلال
அழகாக	جميل
அழகாக	جميله
அழகாக	جميلة
பாரம்பரியம்	تقليدي
பாரம்பரியம்	التقليدي
பாரம்பரியம்	التقليدية
பாரம்பரியம்	تقليد
பாரம்பரியம்	ثقافية
பாரம்பரியம்	التقاليد
பாரம்பரியம்	تقاليد
பாரம்பரியம்	ثقافي
பாரம்பரியம்	تقليدية
பாரம்பரியம்	الثقافية
பாரம்பரியம்	الثقافي
பாரம்பரியம்	التقليد
நீதித்துறை	القضاء
வயல்	ميدان
வயல்	حقل
வயல்	الميدان
வயல்	الحقل
காயங்கள்	الاصابات
காயங்கள்	اصابات
காயங்கள்	جروح
காயங்கள்	الجروح
சித்தாந்தம்	ايديولوجية
சித்தாந்தம்	الايديولوجية
கீதம்	النشيد
கீதம்	نشيد
மீதி	توازن
மீதி	الميزان
மீதி	رصيد
மீதி	التوازن
மீதி	الرصيد
அமீர்	امير
ஹோண்டா	هوندا
உத்தரவு	القيادة
உத்தரவு	قيادة
உத்தரவு	امر
வண்டு	الخنفساء
தைராய்டு	الدرقية
தைராய்டு	الخرشوف
விரிந்த	عريض
விரிந்த	واسعة
விரிந்த	واسع
விரிந்த	واسعا
இன்சுலின்	الانسولين
சீட்டு	البطاقة
சீட்டு	بطاقة
சீட்டு	كارت
சீட்டு	كارد
கணக்கிடப்படுகிறது	محسوب
கணக்கிடப்படுகிறது	محسوبة
பசி	جوع
பசி	جائع
பசி	الجوع
மூலையில்	زاوية
மூலையில்	الزاوية
மூலையில்	ركن
மூலையில்	الركن
லினக்சு	لينكس
அவளுக்கு	هي
அவளுக்கு	انها
ஆனி	انى
ஆனி	اني
வேலைவாய்ப்பு	التوظيف
வேலைவாய்ப்பு	عمالة
வேலைவாய்ப்பு	العمالة
பாடலைப்	سونغ
பாடலைப்	الاغنيه
பாடலைப்	الاغنية
பாடலைப்	اغنيه
பாடலைப்	اغنية
ஊக்கம்	دافع
ஊக்கம்	الحافز
ஊக்கம்	حافز
ஊக்கம்	التحفيز
ஊக்கம்	الدافع
கிகி	كيكي
லங்கா	نكا
லங்கா	لانكا
தெய்வீக	الالهي
தெய்வீக	الالهية
நிச்சயமாக	متاكد
நிச்சயமாக	طبعا
நிச்சயமாக	اكيد
நிற்க	الوقوف
மாமா	عمو
மாமா	العم
மாமா	عم
மாமா	عمي
பாட்டி	جدتي
பாட்டி	جدة
பாட்டி	الجدة
பருமன்	السمنة
பருமன்	المتقاعدين
தாம்சன்	تومسون
தாம்சன்	طومسون
தாம்சன்	ثومبسون
தாம்சன்	تومسن
எதிர்கொள்ள	واجهت
வெற்றியாளர்கள்	الفائزون
வெற்றியாளர்கள்	الفائزين
புறா	دوف
புறா	حمامة
புறா	زاجل
ரோசா	روزا
பைங்குடில்	الدفيئة
துர்க்கை	دورغا
குத்துச்சண்டை	ملاكمة
குத்துச்சண்டை	المصارعة
குத்துச்சண்டை	مصارعة
குத்துச்சண்டை	الملاكمة
நாரை	اللقلق
நாரை	لقلق
பயம்	خوف
பயம்	خاف
பயம்	الخوف
பயம்	الرعب
பயம்	رعب
பயம்	خائفة
பயம்	خو
பயம்	خائف
கையாள	مقبض
பகுத்தறிவு	العقلانية
ராபின்	روبين
ராபின்	روبن
மிதக்கும்	عائمة
மிதக்கும்	يطفو
மிதக்கும்	تطفو
நோவா	نوح
நோவா	نواه
நோவா	نوا
உரோம	مشعر
மூலிகை	عشبة
மூலிகை	هيرب
பாஸ்டன்	بوسطن
கடத்தி	الموصل
கடத்தி	موصل
நீர்வீழ்ச்சி	الشلالات
நீர்வீழ்ச்சி	الشلال
நீர்வீழ்ச்சி	شلالات
தடுப்பூசி	اللقاحات
தடுப்பூசி	اللقاح
தடுப்பூசி	لقاح
பனாமா	بنما
பனாமா	لبنما
பனாமா	باناما
பாதிக்கிறது	يؤثر
பருப்பு	بندق
பருப்பு	العدس
தொடு	لمس
தொடு	تلمس
தொடு	المس
தொடு	لمسة
தொடு	اللمس
ஆர்சனிக்	الزرنيخ
துறவிகள்	الرهبان
சொல்கிறார்	يقول
சொல்கிறார்	تقول
குளியல்	باث
குளியல்	الحمام
குளியல்	حمام
ஊர்வலம்	التجمع
ஊர்வலம்	تجمع
ஊர்வலம்	الموكب
ஊர்வலம்	موكب
கேபிள்	الكابل
கேபிள்	كابل
கேபிள்	كيبل
வடிவமைப்பாளர்	المصمم
வடிவமைப்பாளர்	مصممة
வடிவமைப்பாளர்	مصمم
வலியுறுத்தினார்	اصر
வலியுறுத்தினார்	اصرت
ஒமேகா	اوميغا
இளஞ்சிவப்பு	وردي
இளஞ்சிவப்பு	وردية
இளஞ்சிவப்பு	الوردي
சுத்தமான	نظيف
சுத்தமான	النظيفة
சுத்தமான	نظيفة
பயணத்தில்	السفر
பயணத்தில்	رحلة
பயணத்தில்	سفر
பயணத்தில்	مسافر
பயணத்தில்	الرحلة
ஆடம்	ادم
ஆடம்	ادام
பாதிக்கப்பட்டு	يتاثر
பாதிக்கப்பட்டு	المتضررة
லோகன்	لوجان
லோகன்	لوغان
நீக்கப்பட்டது	ازيلت
நீக்கப்பட்டது	محذوف
நீக்கப்பட்டது	حذفت
நீக்கப்பட்டது	ازال
சந்தேகம்	اشك
சந்தேகம்	الشك
சந்தேகம்	شك
அன்புடன்	تحياتي
வித்தியாசம்	الاختلاف
வித்தியாசம்	اختلاف
வித்தியாசம்	الفرق
வித்தியாசம்	التباين
வித்தியாசம்	الاختلافات
வித்தியாசம்	فرق
வித்தியாசம்	اختلافات
வித்தியாசம்	تباين
வாய்வழி	شفوية
வாய்வழி	الشفوي
வாய்வழி	الشفوية
வாய்வழி	شفوي
மேக்	ماك
பெண்ணியம்	النسوية
சியோல்	سيول
சியோல்	سول
சியோல்	سيؤل
ரகசிய	سري
ரகசிய	سر
ரகசிய	السر
ரகசிய	سرية
விவாகரத்து	مطلقة
விவாகரத்து	طلاق
விவாகரத்து	الطلاق
விவாகரத்து	مطلق
தனித்தன்மை	البعد
தனித்தன்மை	مسافة
தனித்தன்மை	المسافة
வைரம்	الماس
வைரம்	الماسة
வைரம்	ماسة
வைரம்	دايموند
துளசி	باسل
துளசி	بازل
கிரே	جراي
கிரே	الرمادي
கிரே	رمادية
கிரே	رمادي
பேக்	حزمة
விலைகள்	الاسعار
விலைகள்	معدلات
விலைகள்	اسعار
விலைகள்	المعدلات
முதலை	التمساح
முதலை	تمساح
திருத்தப்பட்ட	المنقح
திருத்தப்பட்ட	منقحة
நெட்	صافي
நெட்	الشبكة
நெட்	الصافي
வெள்ளிக்கிழமை	الجمعة
வெள்ளிக்கிழமை	جمعة
வெள்ளிக்கிழமை	الجمعه
யான்	يان
புரூஸ்	بروس
உங்களை	نفسك
உங்களை	بنفسك
சாய்	ساي
சாய்	تشاي
எச்சம்	البقايا
எச்சம்	بقايا
அமைதியாக	صامتة
அமைதியாக	ساكت
அமைதியாக	صامت
அமைதியாக	الصامت
ஐயா	سير
ஐயா	سيدى
ஐயா	سيدي
மிகையான	مفرط
மிகையான	فرط
மிகையான	الافراط
அதிகரித்துள்ளது	الزيادة
அதிகரித்துள்ளது	زاد
அதிகரித்துள்ளது	زيادة
ஸ்பானிஷ்	اسباني
ஸ்பானிஷ்	الاسبانية
ஸ்பானிஷ்	اسبانيا
ஸ்பானிஷ்	اسبانية
அஞ்சி	الخوف
அஞ்சி	خوف
அஞ்சி	خو
இருண்ட	الظلام
இருண்ட	مظلمة
இருண்ட	مظلم
இருண்ட	ظلام
ஜேன்	جين
ஜேன்	جاين
ஆகி	غائب
ஆகி	غياب
ஆகி	غائبة
ஆகி	غائبا
பாடங்கள்	العبر
பாடங்கள்	دروس
பாடங்கள்	الدروس
நோக்கங்கள்	الاهداف
நோக்கங்கள்	المقاصد
நோக்கங்கள்	اهداف
வாடகை	ايجار
வாடகை	استئجار
சிரிய	السوري
சிரிய	السورية
சிரிய	سوريا
சிரிய	سوري
சிரிய	سورية
பூண்டு	ثوم
பூண்டு	الثوم
கவர்ந்து	اجتذبت
கவர்ந்து	جذبت
கேள்விக்கு	السؤال
கேள்விக்கு	سؤال
டொமைன்	المجال
டொமைன்	مجال
டொமைன்	النطاق
வால்டர்	والتر
இராபர்ட்	روبرت
இராபர்ட்	روبيرت
பெரேரா	بيريرا
ஆய்	ادرس
ஆய்	دراسة
ஆய்	الدراسة
காமம்	الجنس
காமம்	كاما
காமம்	جنس
வல்லுனர்கள்	محترفون
வல்லுனர்கள்	المهنيين
வல்லுனர்கள்	محترفين
வல்லுனர்கள்	المحترفين
காதலன்	حبيب
காதலன்	الخليل
காதலன்	عاشق
காதலன்	العاشق
காதலன்	خليل
காதலன்	الصديق
காதலன்	الحبيب
காதலன்	عاشقة
எல்லாமே	كلهم
எல்லாமே	كله
எல்லாமே	الكل
எல்லாமே	جميع
எல்லாமே	كل
செல்வி	مشتاق
ஆஸ்திரிய	نمساوية
ஆஸ்திரிய	النمساوي
ஆஸ்திரிய	نمساوي
ஆஸ்திரிய	النمساوية
வடிவமைக்கப்பட்டுள்ளது	صمم
வடிவமைக்கப்பட்டுள்ளது	صممت
சம்பவங்கள்	الحوادث
சம்பவங்கள்	حوادث
ஆசாத்	ازاد
டெல்டா	دلتا
குட்	خير
குட்	طيب
குட்	الخير
குட்	جيد
குட்	بخير
இயற்றியவர்	الكاتب
இயற்றியவர்	المؤلف
இயற்றியவர்	كاتب
இயற்றியவர்	مؤلف
ஒருங்கிணைக்கப்பட்ட	موحد
ஒருங்கிணைக்கப்பட்ட	موحدة
சாரம்	السقالات
சாரம்	الجوهر
சாரம்	جوهر
கடலோர	ساحلية
கடலோர	الساحل
கடலோர	كوست
கடலோர	الساحلي
கடலோர	الساحلية
கடலோர	ساحل
பெய்ஜிங்	بيجين
பெய்ஜிங்	بكين
திறன்கள்	مهارات
திறன்கள்	المهارات
ராணுவம்	العسكري
ராணுவம்	عسكرية
ராணுவம்	عسكري
ராணுவம்	جيش
ராணுவம்	الجيش
அதீத	المتطرف
அதீத	المدقع
அதீத	متطرف
அதீத	متطرفة
கெப்லர்	كيبلر
திருத்தங்கள்	التعديلات
திருத்தங்கள்	تعديلات
மாய	سحر
மாய	السحر
பார்த்தார்	شاف
பார்த்தார்	راى
பார்த்தார்	شاهدت
பார்த்தார்	رايت
பார்த்தார்	شفت
வின்சென்ட்	فينسينت
வின்சென்ட்	فنسنت
வின்சென்ட்	فينسنت
டிரம்ப்	ترامب
புளோரிடா	فلوريدا
கரி	الفحم
கரி	فحم
அணிகலன்கள்	ملحقات
அணிகலன்கள்	الملحقات
கட்டு	الحزمة
கட்டு	حزمة
போபால்	بوبال
பரிவர்த்தனை	المعاملات
பரிவர்த்தனை	المعاملة
பரிவர்த்தனை	معاملات
பரிவர்த்தனை	معاملة
பிளாஸ்டிக்	بلاستيك
பிளாஸ்டிக்	البلاستيكية
பிளாஸ்டிக்	البلاستيك
ஆன்மா	روحي
ஆன்மா	روح
ஆன்மா	الروح
தாகூர்	طاغور
குண்டுகள்	القنابل
குண்டுகள்	قنابل
டெக்சாஸ்	تكساس
முழுமை	كامل
முழுமை	الكامل
முழுமை	اكتمل
முழுமை	ملي
முழுமை	كاملة
போப்	بوب
போப்	البابا
போப்	بابا
பாசி	الطحالب
போரான்	البورون
சமூகங்கள்	اجتماعية
சமூகங்கள்	المجتمعات
சமூகங்கள்	الاجتماعي
சமூகங்கள்	الجاليات
சமூகங்கள்	الاجتماعية
சமூகங்கள்	اجتماعي
நிமிடம்	دقيقة
நிமிடம்	الدقيقة
செயலகம்	الامانة
சொற்றொடர்	معجون
சொற்றொடர்	عجينة
சொற்றொடர்	لصق
ஏற்றுக்கொள்ளப்பட்டது	قبلت
ஏற்றுக்கொள்ளப்பட்டது	مقبولة
செங்கல்	طوب
செங்கல்	بريك
வயிற்றில்	المعدة
வயிற்றில்	معدة
கோர்	النواة
கோர்	الصميم
கோர்	غور
கோர்	جور
கோர்	اساسي
திறமையான	موهوب
திறமையான	موهوبة
படத்திற்கு	الصوره
படத்திற்கு	الصورة
படத்திற்கு	صوره
படத்திற்கு	صورة
மலிவான	بخيل
மலிவான	رخيص
மலிவான	رخيصة
பேஸ்	القاعدة
பேஸ்	قاعدة
பேஸ்	وتيرة
தொகுப்பாளர்	مقدم
பென்சில்வேனியா	بنسلفانيا
தடங்கள்	قنوات
தடங்கள்	مسارات
தடங்கள்	قناة
தடங்கள்	القناة
தடங்கள்	القنوات
தடங்கள்	المسارات
கம்பம்	قطب
கம்பம்	القطب
தேவதை	انجيل
தேவதை	الملاك
தேவதை	ملاك
தேவதை	حورية
தேவதை	انجل
பீரங்கி	مدفعية
பீரங்கி	المدفعية
இயற்கணிதம்	جبر
இயற்கணிதம்	الجبر
சர்ச்	كنيست
சர்ச்	كنيسة
சர்ச்	الكنيسة
சர்ச்	كنيسه
சமகால	المعاصر
சமகால	المعاصرة
சேனா	سينا
நிலையைப்	حالة
நிலையைப்	الحالة
நிலையைப்	الوضع
ஐரிஷ்	الايرلندية
பகத்	بهجت
ஸ்டான்லி	ستانلي
வலைப்பின்னல்	شبكة
வலைப்பின்னல்	الشبكة
வடிவமைத்து	صمم
வடிவமைத்து	صممت
கொண்டாட்டம்	احتفال
கொண்டாட்டம்	حفلة
கொண்டாட்டம்	حزب
கொண்டாட்டம்	الطرف
கொண்டாட்டம்	الاحتفال
கொண்டாட்டம்	احتفل
கொண்டாட்டம்	الحزب
கொண்டாட்டம்	حفل
கொண்டாட்டம்	يحتفلون
நிக்	نيك
நிக்	نك
என்கிறார்கள்	يقول
என்கிறார்கள்	تقول
காட்மியம்	الكادميوم
முனையம்	طرفية
முனையம்	محطة
முனையம்	بورت
முனையம்	المنفذ
முனையம்	ميناء
முனையம்	الطرفية
முனையம்	منفذ
முனையம்	الميناء
வாரத்திற்கு	الاسبوعي
வாரத்திற்கு	اسبوعية
வாரத்திற்கு	الاسبوعية
வாரத்திற்கு	اسبوعيا
வாரத்திற்கு	اسبوعي
முக்கியத்துவத்தை	اهمية
முக்கியத்துவத்தை	الاهمية
ஹட்சன்	هدسون
ஹட்சன்	هادسون
ஹட்சன்	هادسن
நீர்த்தேக்கம்	خزان
நீர்த்தேக்கம்	الخزان
பிரிக்கப்பட்ட	منفصل
ஒபாமா	اوباما
ஒப்பீட்டு	المقارنة
ஒப்பீட்டு	مقارن
ஒப்பீட்டு	المقارن
ஒப்பீட்டு	مقارنة
வெற்றிகள்	الضربات
வெற்றிகள்	يضرب
இழுத்து	اسحب
தோள்	الكتف
தோள்	كتف
அபு	ابو
மிசோரம்	ميزورام
சீரமைப்பு	الترميم
சீரமைப்பு	تكييف
சீரமைப்பு	التجديد
சுல்தானகம்	السلطنة
சுல்தானகம்	سلطنة
பேசிக்	اساسية
பேசிக்	الاساسية
பேசிக்	اساسي
எதிர்பார்ப்பு	توقعات
எதிர்பார்ப்பு	التوقعات
எதிர்பார்ப்பு	التطلعات
உச்சரிப்பு	التهجئة
உச்சரிப்பு	النطق
உச்சரிப்பு	نطق
பூம்புகார்	بوم
பூம்புகார்	بووم
போதனை	تعليم
போதனை	التدريس
போதனை	تدريس
கொடிகள்	اعلام
கொடிகள்	الاعلام
கடன்கள்	قروض
கடன்கள்	القروض
மியான்மர்	ميانمار
நாய்கள்	كلاب
நாய்கள்	الكلاب
வருடமும்	السنه
வருடமும்	عام
வருடமும்	سنه
வருடமும்	السنة
வருடமும்	سنة
வருடமும்	العام
பங்கேற்றனர்	شاركت
குறைத்தல்	التخفيض
மலரும்	زهر
பதவிகள்	المواقف
பதவிகள்	الادوار
பதவிகள்	ادوار
பதவிகள்	المناصب
பதவிகள்	مناصب
பதவிகள்	المواقع
பழி	انتقام
பழி	الانتقام
வந்ததும்	جاء
வந்ததும்	جيت
வளிமண்டலம்	اجواء
வளிமண்டலம்	الاجواء
வளிமண்டலம்	الجو
செவிலியர்	ممرض
செவிலியர்	الممرضة
செவிலியர்	ممرضة
மக்கா	مكة
விஜயம்	الزيارة
விஜயம்	زيارة
விஜயம்	زور
வசனங்கள்	شروح
ஊக்குவிக்கும்	مشجعة
ஊக்குவிக்கும்	نشجع
குஞ்சு	فرخ
குஞ்சு	تشيك
கெய்ரோ	القاهره
கெய்ரோ	القاهرة
உறவினர்கள்	الاقارب
உறவினர்கள்	اقارب
தார்	تار
தார்	القطران
புல்லாங்குழல்	الناي
புல்லாங்குழல்	الفلوت
மல்லிகை	ياسمين
மல்லிகை	الياسمين
கண்டேன்	وجد
கண்டேன்	خلصت
கண்டேன்	وجدت
லாரி	لاري
லாரி	لارى
உரம்	السماد
உரம்	الاسمدة
கூட்டமாக	مزدحمة
கூட்டமாக	مزدحم
ஹிட்லர்	هتلر
முன்னுரை	مقدمة
முன்னுரை	تمهيد
படமாக	الصوره
படமாக	الصورة
படமாக	صوره
படமாக	صورة
ஒற்றையர்	فردي
ஒற்றையர்	العزاب
ஒற்றையர்	الفردي
சத்தம்	ضجيج
சத்தம்	عال
சத்தம்	ضوضاء
சத்தம்	الضوضاء
சத்தம்	الضجيج
போட்டியிடும்	المتنافسة
இசைக்கலைஞர்	موسيقي
இசைக்கலைஞர்	موسيقية
மீட்க	استرداد
மீட்க	استعادة
தலைகீழ்	مقلوب
தலைகீழ்	المقلوب
இமயமலை	الهيمالايا
கோகோயின்	كوكايين
கோகோயின்	الكوكايين
ஆக்சிஜன்	الاوكسجين
ஆக்சிஜன்	الاكسجين
மூடப்பட்ட	مغلقة
மூடப்பட்ட	مغلق
ஆர்க்	قوس
சட்டை	قميص
சட்டை	القميص
ஹஜ்	حاج
ஹஜ்	الحج
ஹஜ்	حج
ஹஜ்	الحاج
ஜிம்மி	جيمي
ஜிம்மி	جيمى
உடைந்து	انكسر
உடைந்து	كسرت
சித்திரம்	الفن
சித்திரம்	فن
சித்திரம்	ارت
போதுமானதாக	كفاية
போதுமானதாக	يكفي
போதுமானதாக	كفى
போதுமானதாக	كافي
உணரும்	ادرك
இடுப்பு	الخصر
இடுப்பு	ورك
இடுப்பு	الورك
இடுப்பு	هيب
வெட்டு	قطع
வெட்டு	المحصول
வெட்டு	محصول
வெட்டு	المحاصيل
உணவகங்கள்	مطاعم
உணவகங்கள்	المطاعم
ஒழுங்கற்ற	عشوائية
ஒழுங்கற்ற	عشوائي
அமைவு	تنصيب
அமைவு	اعداد
அமைவு	الاعداد
மிதிவண்டி	الدراجة
மிதிவண்டி	دراجة
காகிதம்	الورق
காகிதம்	ورقة
காகிதம்	ورق
காகிதம்	الورقة
தோண்டி	الحفر
தோண்டி	حفرت
பிரகாசம்	السطوع
நெ	ناي
மிங்	مينج
மிங்	مينغ
பஸ்	باص
பஸ்	الحافلة
பஸ்	الباص
பஸ்	حافلة
ஹெக்டேர்	الهكتار
வரையறைகள்	المواصفات
வரையறைகள்	مواصفات
நோயெதிர்ப்பு	المناعة
நோயெதிர்ப்பு	مناعة
ஓடு	صدفة
ஓடு	شيل
ஓடு	بلاط
ஓடு	البلاط
ஓடு	الصدفة
சீதா	سيتا
ஆழமாக	عمق
ஆழமாக	عميقا
ஆழமாக	عميق
ஆழமாக	عميقة
கையெழுத்து	توقيع
கையெழுத்து	التوقيع
கார்கள்	السيارات
கார்கள்	سيارات
ரிக்டர்	ريختر
இயக்குகிறது	يلعب
இயக்குகிறது	اللعب
இயக்குகிறது	تمكين
அலெக்ஸ்	اليكس
ஈர்க்கும்	اشراك
ஈர்க்கும்	جذب
ஈர்க்கும்	الانخراط
புண்	جرح
புண்	قرحة
புண்	التهاب
புண்	الجرح
சுடர்	الشعلة
சுடர்	شعلة
சுடர்	اللهب
சுடர்	لهب
இவைகளை	هذه
இவைகளை	هؤلاء
கொலம்பஸ்	كولومبوس
சுவையான	لذيذة
சுவையான	لذيذ
மேட்	مات
நஞ்சு	سما
நஞ்சு	السم
நஞ்சு	سم
அடுக்குகள்	طبقات
அடுக்குகள்	الطبقات
டக்ளஸ்	دوغلاس
டக்ளஸ்	دوجلاس
காங்கோ	الكونغو
வெளிப்படுத்த	تكشف
செலுத்துகிறது	يدفع
கண்டனம்	ادان
கண்டனம்	مدان
கண்டனம்	ندين
உழவர்	مزارع
உழவர்	المزارع
உழவர்	فارمر
பிரேம்	بريم
சிறிதாக	اصغر
எதிரிகள்	اعداء
எதிரிகள்	الاعداء
ஜெனீவா	جنيف
அடக்கி	القهار
மாவு	الدقيق
மாவு	الطحين
வாந்தி	التقيؤ
வாந்தி	القيء
காலனித்துவ	الاستعمارية
உதாரணங்கள்	المراجع
உதாரணங்கள்	امثلة
உதாரணங்கள்	مراجع
உதாரணங்கள்	الامثلة
சியா	سيا
தமனி	شريان
தமனி	الشريان
தெளிவாகக்	بوضوح
மோதல்கள்	اشتباك
மோதல்கள்	صدام
மோதல்கள்	نزاعات
மோதல்கள்	النزاعات
மோதல்கள்	منازعات
மோதல்கள்	الاصطدامات
மோதல்கள்	المنازعات
மணிநேரம்	ساعات
மணிநேரம்	الساعة
மணிநேரம்	الساعات
மணிநேரம்	ساعه
மணிநேரம்	ساعة
அத்தியாயங்கள்	فصول
அத்தியாயங்கள்	الحلقات
அத்தியாயங்கள்	حلقات
அத்தியாயங்கள்	الفصول
ஜேர்மனி	المانيا
அறிவும்	معرفة
அறிவும்	المعارف
அறிவும்	المعرفة
அம்சமாக	الشيء
ஈழம்	ايلام
கனி	الثمار
கனி	ثمار
கனி	الغني
கனி	الفواكه
கனி	فواكه
கையொப்பம்	توقيع
கையொப்பம்	التوقيع
குரங்குகள்	قرود
குரங்குகள்	القرود
குரங்குகள்	القردة
உணவகம்	المطعم
உணவகம்	مطعم
விந்து	المني
மரபணுக்கள்	جينات
மரபணுக்கள்	الجينات
பரிந்துரைக்கப்பட்ட	مقترح
பரிந்துரைக்கப்பட்ட	رحت
பரிந்துரைக்கப்பட்ட	مقترحة
செங்	سينغ
செங்	شينغ
ஆஸ்துமா	الربو
ஆஸ்துமா	ربو
இறுக்கமான	ضيقة
இறுக்கமான	ضيق
இரை	فريسة
இரை	الفريسة
இரை	فريس
கார்டியன்	الوصي
கார்டியன்	وصي
டேவ்	ديف
டேவ்	دايف
ஒத்துழைப்பு	التعاون
ஒத்துழைப்பு	تعاون
மோசடி	الغش
மோசடி	الاحتيال
மோசடி	محتال
மோசடி	احتيال
மோசடி	غش
ரிச்சார்ட்	ريتشارد
அடைப்பு	الشرايين
காளை	الثور
பெரிலியம்	البريليوم
பிரியா	بريا
எட்வின்	ادوين
நன்கொடை	تبرع
நன்கொடை	التبرع
என்னென்ன	شنو
என்னென்ன	ماذا
என்னென்ன	ما
என்னென்ன	ايش
டேக்	تاغ
குற்றவாளி	مدان
குற்றவாளி	مذنب
குற்றவாளி	ادين
பாலுறவு	الجنس
பாலுறவு	جنس
மெயில்	البريد
மெயில்	بريد
வான்வழி	جوية
இல்லாமை	مفقودة
இல்லாமை	مفقودين
இல்லாமை	المفقودين
இல்லாமை	مفقود
அதிர்ச்சி	الصدمة
அதிர்ச்சி	صدمت
அதிர்ச்சி	صدمة
செயற்கைக்கோள்கள்	سواتل
செயற்கைக்கோள்கள்	السواتل
மாறுபாடு	اختلاف
மாறுபாடு	الاختلاف
மாறுபாடு	الفرق
மாறுபாடு	فرق
விற்க	بيع
எளிதான	سهلة
எளிதான	سهل
எளிதான	السهل
நாசர்	ناصر
பவுண்டு	رطل
பவுண்டு	جنيه
கிடைப்பது	احضر
கிடைப்பது	احصل
கிடைப்பது	الحصول
சத்திரம்	نزل
வாட்சன்	واطسون
வாட்சன்	واتسون
பகிர்வு	التشارك
பகிர்வு	توزيع
பகிர்வு	تقاسم
பகிர்வு	مشاركة
பகிர்வு	المشاركة
பகிர்வு	التوزيع
எழுதுகிறார்	يكتب
மருத்துவமனைகள்	مستشفيات
மருத்துவமனைகள்	المستشفيات
மருத்துவமனைகள்	عيادات
மருத்துவமனைகள்	العيادات
முகநூல்	فيسبوك
முகநூல்	الفيسبوك
சாசனம்	الميثاق
சாசனம்	ميثاق
யாரோ	احد
யாரோ	شخص
டாப்	قمة
டாப்	الاعلى
டாப்	القمة
டாப்	توب
சவால்	تحدي
சவால்	تحدى
சவால்	تحديا
சவால்	التحدي
சவால்	تحد
உலாவி	المتصفح
உலாவி	متصفح
சுதந்திரமான	الليبرالي
சுதந்திரமான	الليبرالية
உள்ளமைவு	الازاحة
பிரத்யேக	الحصري
பிரத்யேக	حصريا
பிரத்யேக	حصري
பிரத்யேக	حصرية
எட்டி	ايدى
எட்டி	ايدي
ஆயுதங்களை	الاسلحة
ஆயுதங்களை	اسلحة
நீரிணை	المضيق
நீரிணை	مضيق
தாஜ்	تاج
தற்காப்பு	دفاع
தற்காப்பு	دفاعي
தற்காப்பு	الدفاع
தற்காப்பு	دفاعية
கொக்கு	كرين
கொக்கு	الرافعة
கொக்கு	رافعة
கொக்கு	كران
கொக்கு	كراين
ரைன்	الراين
கிளாஸ்	الزجاج
கிளாஸ்	زجاجي
கிளாஸ்	زجاج
கவுலூன்	كولون
புரோமின்	البروم
தேனீ	النحل
தேனீ	النحلة
தேனீ	نحلة
தேனீ	نحل
பள்ளிக்கு	مدرسة
பள்ளிக்கு	مدرسه
பள்ளிக்கு	المدرسة
பள்ளிக்கு	المدارس
அடிமைகள்	مدمن
அடிமைகள்	عبد
