در	deur
متقارن	symmetrisch
کویینز	koninginnen
بخواند	telefoontjes
بخواند	oproepen
بخواند	noemt
ملودی	melodie
اسبق	voorganger
زیربخش	onderverdeling
ریاض	riyad
وحی	onthulling
وحی	openbaring
وحی	openbaringen
دلو	waterman
دلو	emmer
استانهای	gouvernementen
ضخیم	dik
ضخیم	dikke
کربنات	carbonaat
انقباض	krimp
انقباض	wee
انقباض	weeën
انقباض	inkrimping
شفت	schacht
امیدوار	hoopvolle
امیدوار	hoopvol
امیدوار	hoopgevend
دستورالعمل	recept
دستورالعمل	instructie
دستورالعمل	instructies
دستورالعمل	recepten
منتسب	vermeend
منتسب	beweerd
منتسب	vermeende
منتسب	beweerde
انگشتان	vingers
نامزدها	nominaties
نامزدها	voordrachten
نامزدها	genomineerden
معصوم	onschuldig
معصوم	onschuldige
کارتون	tekenfilms
کارتون	slof
کارتون	tekenfilm
کارتون	doos
احتیاط	voorzichtigheid
آموخته	onderwees
آموخته	onderwezen
گرامر	grammatica
سپیده	ochtendgloren
سپیده	dageraad
بخت	fortuin
بهنام	eter
توری	raster
بنویسد	schrijven
بنویسد	schrijf
همسران	echtgenoten
همسران	echtgenotes
قراردادهای	protocol
قراردادهای	contracten
قراردادهای	protocollen
دیداری	visueel
دیداری	visuele
بهای	prijzen
بهای	prijs
گیلاس	kers
گیلاس	kersen
ارکان	pijler
ارکان	zuil
ارکان	pilaar
شایستگی	verdiensten
شایستگی	gekwalificeerd
شایستگی	gekwalificeerde
شایستگی	verdienste
مشتقات	varianten
مشتقات	derivaten
اسکای	hemel
اسکای	lucht
تصدی	commissie
همجوار	aaneengesloten
موجی	zwaaien
موجی	golf
موجی	golven
کارآمد	efficiënt
کارآمد	efficiënte
انعطاف	flexibele
انعطاف	soepel
انعطاف	flexibel
ادارات	kantoren
ادارات	kantoor
ردیابی	volger
ردیابی	traceren
ردیابی	spoor
ماهانه	maandelijkse
ماهانه	maandelijks
قدیس	heilige
تهی	leeg
تهی	leegte
تهی	lege
تهی	ledig
تهی	nietig
تهی	leegmaken
رفیع	hoog
رفیع	hoge
نگاشت	plattegrond
نگاشت	kaart
جمجمه	schedel
جمجمه	schedels
عطار	kruidenier
سوزن	naald
سوزن	naalden
بنادر	poorten
بنادر	havens
اعتدال	matiging
پذیرایی	ontvangst
پذیرایی	accommodatie
پذیرایی	receptie
پذیرایی	amusement
پذیرایی	vermaak
عروسک	poppetjes
عروسک	poppetje
عروسک	popje
عروسک	poppen
عروسک	pop
چیزها	dingen
تزیین	versieren
تزیین	inrichten
یقین	onzekere
یقین	zekerheid
یقین	bepaalde
یقین	onzeker
قاطع	beslissend
قاطع	doorslaggevend
قاطع	beslissende
دهقان	boer
حک	graveren
حک	gravure
انشعاب	bijkantoor
انشعاب	tak
انشعاب	vork
انشعاب	filiaal
گردنه	steile
گردنه	steil
کسر	fracties
کسر	aftrek
کسر	tekort
کسر	breuken
کسر	fractie
عبادت	aanbidding
عبادت	aanbidden
عبادت	verering
متراکم	dichte
جنایات	misdaden
جنایات	misdrijven
ترمینال	terminaal
ترمینال	terminale
نامحدود	onbeperkt
نامحدود	onbegrensd
نامحدود	onbeperkte
نامحدود	oneindig
نامحدود	oneindige
سرنگون	omverwerping
آپاچی	apachen
آپاچی	apaches
مشروط	voorwaardelijke
عرضی	dwars
عرضی	landschap
عرضی	transversale
ذرت	mais
ذرت	maïs
بدانید	weten
بدانید	weet
سرودن	componeren
تعاونی	coöperatief
تعاونی	coöperatieve
تعاونی	coöperatie
تکنیکی	technisch
تکنیکی	technische
نفی	uitwijzing
نفی	deportatie
نفی	uitzetting
گسیل	emissie
گسیل	uitstoot
داوطلبانه	vrijwillige
داوطلبانه	vrijwillig
خائن	verrader
کنراد	koenraad
چکاوک	leeuwerik
رنگهای	kleuren
اطفال	kinderen
هسن	hessen
همسایگی	nabuurschap
همسایگی	buurt
فرضی	hypothetisch
فرضی	hypothetische
راو	rauwe
راو	rauw
راو	ruw
راو	ruwe
متناظر	overeenkomstige
متناظر	corresponderende
آهسته	traag
آهسته	langzaam
آهسته	fluisteren
آهسته	langzame
آهسته	gefluister
فری	veerboot
تقطیر	distilleren
تقطیر	destillatie
تقطیر	distillatie
نیکلای	nikolaj
رؤیا	droom
رؤیا	dromen
اهدای	donateur
پرل	parel
رفیق	maatje
رفیق	gast
رفیق	makker
رفیق	kerel
رفیق	gozer
بدانند	weten
بدانند	weet
عظمت	grootsheid
عظمت	grootheid
مناظره	debatten
مناظره	discussie
مناظره	debat
مناظره	discussies
ادراک	perceptie
ادراک	waarneming
بادهای	winden
بادهای	wind
تاب	swingen
تاب	swingende
تاب	schommel
بیاورید	brengen
بیاورید	breng
پنهانی	stiekem
صمیمی	intieme
صمیمی	intiem
صمیمی	hartelijke
صمیمی	hartelijk
قربان	meneer
سوءاستفاده	misbruik
سوءاستفاده	misbruiken
سوءاستفاده	mishandeling
جنوا	genua
گنگ	bende
گنگ	dom
مچ	pols
یخی	vorst
یخی	ijs
قحطی	hongersnood
ماسک	maskers
ماسک	masker
میگیرد	ontvangt
میگیرد	neemt
مکانیزم	mechanisme
شهدا	martelaren
قرض	leen
قرض	lening
قرض	schuld
قرض	schuldenlast
قرض	lenen
قرض	schulden
استوا	evenaar
دشواری	ontberingen
دشواری	moeilijkheden
دشواری	moeilijkheid
دشواری	moeilijkheidsgraad
مهمات	ammunitie
مهمات	munitie
آند	andes
دول	dui
مشاوران	adviseurs
احتراق	ontsteking
احتراق	verbranding
احتراق	ontbranding
تختی	hare
درواقع	eigenlijk
کلک	truc
کلک	truuk
کلک	bedrog
گرده	stuifmeel
متخصصین	experten
متخصصین	specialisten
متخصصین	deskundigen
تریپل	drievoudig
تریپل	drievoudige
تریپل	driedubbele
تریپل	driedubbel
فسیلی	fossiel
فسیلی	fossiele
مهاجرین	vluchteling
مهاجرین	immigranten
مهاجرین	migranten
مهاجرین	vluchtelingen
پروسه	verwerken
پروسه	proces
گوهر	essentie
تراشه	fiche
تحقیر	vernederen
تحقیر	vernederd
تحقیر	vernederingen
تحقیر	minachting
تحقیر	vernederende
تحقیر	vernedering
تحقیر	verachting
تحقیر	vernederde
تحقیر	vernederend
عنکبوتی	spin
عنکبوتی	spinnen
پوینت	punt
جراح	chirurg
نورنبرگ	neurenberg
اتمسفر	atmosferische
اتمسفر	atmosfeer
اتمسفر	sfeer
اتمسفر	dampkring
قفس	kooi
شهوانی	erotisch
شهوانی	erotische
جاسوس	spionage
جاسوس	spioneren
جاسوس	bespioneren
جاسوس	spion
دوجانبه	bilateraal
پروتون	protonen
آشکارا	openlijk
آشکارا	publiekelijk
آشکارا	duidelijk
لکه	vlekken
لکه	vervagen
لکه	vlek
لکه	waas
سوارکاری	paardensport
بحر	zee
راینلاند	rijnland
انسانها	mensen
انسانها	mensjes
حسابرسی	boekhouding
حسابرسی	controle
حسابرسی	boekhouden
حسابرسی	boekhoudkundige
قناری	kanaries
قناری	kanarie
یگان	eenheid
قرارگاه	nederzetting
قرارگاه	schikking
قرارگاه	afwikkeling
قرارگاه	vereffening
گروگان	gijzelaar
گروگان	gegijzeld
گروگان	gegijzelde
تدارک	preparaat
تدارک	bereiding
تدارک	voorbereiding
اتلاف	afvalstoffen
اتلاف	verspilling
اتلاف	afval
بای	baai
زناشویی	echtelijke
ابدی	onsterfelijk
ابدی	onsterfelijken
ابدی	eeuwige
ابدی	onsterfelijke
ابدی	eeuwig
پتر	petrus
سیلیکات	silicaat
مهری	verzegeling
مهری	zeehond
مهری	zegel
مهری	verzegelen
مواجهه	confrontaties
مواجهه	confrontatie
نزول	afdalen
نزول	dalen
نزول	afdaling
پروتستان	protestantse
سرعتی	snelle
تجلیل	huldiging
تجلیل	viering
زحمات	akte
زحمات	daad
سپر	schilden
سپر	afschermen
سپر	afscherming
سپر	schild
فرات	eufraat
ایزدی	voorzienigheid
اسکیت	schaatsen
اسکیت	skateboard
اسکیت	skateboarden
اسکیت	schaats
اسکیت	skaten
آراسته	gedecoreerd
آراسته	ingericht
آراسته	aantrekkelijke
آراسته	aantrekkelijk
آراسته	versierd
آراسته	verfraaid
چهارراه	kruising
چهارراه	kruispunt
فراطبیعی	paranormaal
فراطبیعی	paranormale
سلاطین	koningen
دیکتاتوری	dictatoriale
دیکتاتوری	dictatuur
خشکسالی	droogte
خشکسالی	hongersnood
اولاد	nageslacht
اولاد	kroost
اولاد	nakomelingen
اولاد	nakomeling
سمفونیک	symfonische
پوشیدن	dragen
پوشیدن	draag
پوشیدن	dragend
پوشیدن	slijtage
نفرت	haat
نفرت	haten
نفرت	hekel
برخاست	opstijgen
برخاست	ontstond
هالی	hulst
چهاردهمین	veertiende
نواری	lintje
نواری	lint
تالیفات	compilaties
هافمن	hoffmann
آشتی	wapenstilstand
تروریست	terroristen
تروریست	terroristisch
تروریست	terroristische
ارگان	orgel
ارگان	organen
ارگان	orgaan
خفیف	milde
مخروطی	kegelsnede
مخروطی	conische
مخروطی	kegel
بازجویی	verhoren
بازجویی	ondervragen
بازجویی	ondervraging
بازجویی	ondervragingen
بازجویی	verhoor
انبساط	uitbreiding
انبساط	expansie
انبساط	uitbreiden
قفسه	kastje
قفسه	plank
قفسه	kast
پرتقال	oranje
پرتقال	sinaasappels
پرتقال	sinaasappel
پرتقال	sinaasappelen
نایت	ridder
کامیون	vrachtwagen
کامیون	vrachtauto
شهریاری	monarchie
اسپرت	sporten
جواهرات	sieraden
جواهرات	juwelen
بیا	kom
کورپوریشن	corporatie
ویلی	willy
مارپیچ	doolhof
مارپیچ	labyrint
مارپیچ	spiraal
میکروسکوپ	microscoop
سگا	honden
نهر	beek
نهر	kreek
جزیی	triviale
گوارشی	spijsvertering
سوسک	keversoort
سوسک	kakkerlakken
سوسک	kever
سوسک	kakkerlak
بزرگسال	volwassene
بزرگسال	volwassenen
بزرگسال	volwassen
لیبرالیسم	liberalisme
وجوه	fondsen
غشای	membraan
پیکربندی	configuratie
شنی	zand
دخیل	betrokken
صوری	formele
صوری	formeel
چهارگانه	viervoudige
رهنمودهای	richtlijnen
شیرجه	duiken
شیرجه	duik
قسمتهای	afleveringen
تریلیون	biljoen
تریلیون	triljoen
معاف	vrijgesteld
معاف	vrijgestelde
جدیدترین	laatste
جدیدترین	nieuwste
تصدیق	bevestigen
تصدیق	bevestiging
تصدیق	erkende
تصدیق	keuring
تصدیق	bevestig
تصدیق	verificatie
تصدیق	erkend
رویارویی	confrontaties
رویارویی	confrontatie
رویارویی	ontmoeting
رویارویی	tegenkomen
جاوید	onsterfelijk
جاوید	eeuwigdurende
جاوید	onsterfelijke
جاوید	eeuwige
جاوید	onsterfelijken
کینگز	koningen
رصد	observaties
رصد	observatie
رصد	observatorium
رصد	waarneming
سوژه	onderwerp
سوژه	proefpersoon
تاخت	galop
تنباکو	tabak
فنلاندی	finse
فنلاندی	fins
منحرف	viezerik
عاقبت	uitkomst
عاقبت	resultaat
ارل	graaf
گنجشک	mussen
گنجشک	mus
گاردین	bewaker
گاردین	voogd
زوال	afnemende
زوال	dalende
زوال	teruglopende
زوال	verdrongen
زوال	ontheemde
جردن	jordanië
فاستر	pleegkind
فاستر	pleeggezin
تراژدی	tragedie
سیزدهمین	dertiende
پررنگ	timide
سباستین	sebastiaan
رؤیای	droom
رؤیای	dromen
پرداختن	vergoeden
پرداختن	terugbetalen
المپیاد	olympiade
دوزیستان	amfibie
موریتانی	mauritanië
شاهدخت	prinses
شاهدخت	prinsesje
برمه	birmese
برمه	birma
برمه	birmaanse
واعظ	prediker
واعظ	predikant
خر	ezel
هانوفر	hannover
پیشگام	pionier
پیشگام	pioniers
اساسنامه	statuut
اساسنامه	statuten
الکترو	elektro
فشاری	druk
غریبه	vreemdeling
غریبه	vreemdelingen
غریبه	vreemden
غریبه	vreemde
شهرستانهای	provincies
شمشیربازی	schermen
معلول	gehandicapten
معلول	handicap
معلول	gehandicapt
معلول	gehandicapte
معلول	invaliditeit
معلول	handicaps
معلول	arbeidsongeschiktheid
شیمیدان	chemicus
شیمیدان	scheikundige
سفت	strakke
سفت	strak
سفت	krap
نیش	steek
نیش	gestoken
نیش	prikken
لیژ	luik
دیروز	gisteren
دیروز	gister
ریل	spoor
ریل	spoorwegen
معابد	tempels
ماهیگیری	visvangst
ماهیگیری	visserij
ماهیگیری	vissen
غیرعادی	ongebruikelijk
غیرعادی	ongebruikelijke
غیرعادی	ongewoon
غیرعادی	ongewone
ظلم	wreedheid
ظلم	onrechtvaardigheid
ظلم	onderdrukking
ظلم	wreedheden
ظلم	onrecht
ظلم	onderdrukte
ظلم	onderdrukt
ظلم	onderdrukten
تمرینات	opleiding
تمرینات	trainen
خرچنگ	krab
خرچنگ	krabben
خرچنگ	kreeften
خرچنگ	kreeft
کشنده	dodelijk
کشنده	fataal
کشنده	dodelijke
کشنده	fatale
بوته	bosje
بوته	struik
ناظری	toeschouwer
کاتالان	catalaanse
کاتالان	catalaans
خوارزم	chorasmië
گرسنگی	uitgehongerd
گرسنگی	verhongeren
گرسنگی	honger
پالایش	filteren
پالایش	verfijnen
پالایش	raffinage
چاله	plas
چاله	plasje
چاله	kuil
شاهکار	meesterwerk
شاهکار	prestatie
نویز	ruis
نویز	lawaai
نویز	geluidshinder
نویز	geluid
نمانده	bijna
جغد	uil
تاثیرات	gevolgen
تاثیرات	uitwerkingen
تاثیرات	effecten
احتمالات	waarschijnlijkheid
احتمالات	waarschijnlijkheden
یتیم	wees
یتیم	wezen
شفا	genezing
شفا	helende
شفا	genezen
شفا	genas
شفا	genees
شفا	geheeld
مغازه	winkel
چرخشی	draaiend
چرخشی	roteren
چرخشی	draaien
چرخشی	roterende
نشانگان	syndroom
نهفته	ingebed
نهفته	latente
نهفته	ingesloten
روانپزشکی	psychiatrisch
روانپزشکی	psychiatrische
روانپزشکی	psychiatrie
چیره	gedomineerd
چیره	overheerst
گلکسی	sterrenstelsel
گلکسی	melkwegstelsel
گلکسی	melkweg
درازا	langdurige
درازا	verlengde
درازا	verlengd
درازا	langdurig
پاها	beentjes
پاها	poten
پاها	benen
خواهران	zussen
خواهران	zusters
خواهران	zusjes
ریخت	gemorst
قبله	richting
استبداد	tirannie
خوشبختانه	gelukkig
خوشبختانه	hopelijk
تیتراژ	kredieten
وزنه	gewicht
وزنه	gewichten
وزنی	gewogen
اجداد	voorvaders
اجداد	voorvader
اجداد	voorouder
اجداد	voorouders
اجداد	voorvaderen
پت	huisdier
پاپی	pappie
پایش	toezicht
پایش	gemonitord
پایش	scannen
فانی	sterfelijke
فانی	sterveling
فانی	sterfelijk
پهلو	zijde
پهلو	zijkant
پهلو	zijden
پهلو	kant
پهلو	kanten
پهلو	zijkanten
فینیکس	feniks
کرو	kraai
ترتیبی	sequentiële
تاجگذاری	kroning
فسفر	fosfaat
فسفر	fosfor
چشمی	oog
اجبار	dwang
اجبار	afgedwongen
اجبار	forceren
اجبار	kracht
اجبار	geforceerd
اجبار	gedwongen
اجبار	geforceerde
معقول	verstandig
معقول	redelijk
معقول	redelijke
معقول	rationeel
معقول	rationele
بارگیری	downloaden
بارگیری	gedownload
بارگیری	inladen
بارگیری	laden
مذکر	mannetje
مذکر	mannelijk
مذکر	mannelijke
دایناسور	dinosaurus
بقا	overleving
بقا	overleven
بقا	voortbestaan
تورینو	turijn
متفرقه	diverse
متفرقه	divers
متفرقه	diversen
هیچکدام	geen
اویل	olie
اویل	olieverf
اویل	aardolie
استثنای	uitzondering
هراس	fobie
هراس	verschrikking
هراس	terreur
مغولی	mongoolse
رسوایی	schande
رسوایی	schandaal
رسوایی	schandalen
سوخو	soechoj
آویزان	opgehangen
آویزان	rondhangen
آویزان	hing
آویزان	ophanging
آویزان	ophangen
آویزان	hangen
آویزان	gehangen
طغیان	opstand
طغیان	rebelleerde
طغیان	rebellie
نیاکان	voorvaders
نیاکان	voorvader
نیاکان	voorouder
نیاکان	voorouders
نیاکان	voorvaderen
مسخره	belachelijke
مسخره	belachelijk
الزامی	verplicht
الزامی	verplichte
نخجوان	nachitsjevan
عجیبی	vreemd
عجیبی	vreemde
عجیبی	raar
حمد	lof
حمد	loof
نوشیدن	drinken
نوشیدن	drankje
سفره	tafelkleed
سفره	tafel
سفره	tafeltje
سفره	tabel
مالدیو	maldiven
مالدیو	malediven
هل	duwen
هل	kardemom
راهبرد	richtsnoer
راهبرد	strategie
رمزگذاری	versleutelen
رمزگذاری	encryptie
رمزگذاری	codering
رمزگذاری	versleuteling
مصادره	geconfisqueerd
سازندگی	opbouw
سازندگی	constructie
سازندگی	bouw
سازندگی	bouwnijverheid
سازندگی	bouwen
وارث	erfgenaam
قصبه	freguesia
قصبه	parochie
دماغه	kaap
قدردانی	dankbaarheid
قدردانی	waardering
قدردانی	appreciatie
دیم	dimmen
ققنوس	feniks
اوراسیا	eurazië
مرگبار	dodelijk
مرگبار	fataal
مرگبار	dodelijke
مرگبار	fatale
کابین	kajuit
کابین	blokhut
کابین	hut
کابین	cabine
وکالت	advocaat
جوجه	kippen
جوجه	kip
بهبودی	herstel
بهبودی	verbetering
عینک	glazen
عینک	bril
عینک	brillen
بریدن	snijden
بریدن	knippen
مارکسیسم	marxisme
پذیرای	ontvankelijk
متابولیسم	stofwisseling
متابولیسم	metabolisme
میرود	wandelingen
میرود	loopt
میرود	gaat
کج	schuine
کج	cursief
کج	scheef
کج	krom
کج	schuin
ناکام	teleurgesteld
ناکام	teleurstelling
ناکام	gefrustreerde
ناکام	teleurstellend
ناکام	ontgoocheld
ناکام	gefrustreerd
شمع	kaarsje
شمع	kaarsjes
شمع	kaarsen
شمع	kaars
پشتو	pasjtoe
توبه	berouw
مترادف	synoniemen
مترادف	synoniem
شلوغ	rommelig
شلوغ	luidruchtig
شلوغ	bezet
شلوغ	druk
شلوغ	slordig
شلوغ	overvol
شلوغ	bezig
فال	fortuin
فال	voorteken
ید	jodium
بیاورند	produceren
عصبانی	kwaad
عصبانی	boos
جوآن	johanna
شعرای	teksten
آوانگاری	fonetisch
زباله	prullenbak
زباله	afvalstoffen
زباله	afval
زباله	vuilnis
زباله	verspilling
آشیانه	nestje
جوندگان	knaagdieren
جوندگان	knaagdier
توهم	hallucinatie
توهم	illusie
توهم	hallucinaties
توهم	illusies
آشامیدنی	drinken
الاهلی	commercieel
الاهلی	commerciële
پانزدهمین	vijftiende
آزادسازی	bevrijding
شکلات	chocolade
شکلات	chocola
ژنوم	genoom
الک	zeef
الک	eland
رقبای	rivalen
آفتابی	zonnige
آفتابی	zonnig
ترجیحات	voorkeuren
جوشکاری	lassen
چهارچوب	raamwerk
چهارچوب	kader
ختنه	besneden
ختنه	besnijdenis
استثنایی	buitengewoon
استثنایی	uitzonderlijke
استثنایی	speciaal
استثنایی	uitzonderlijk
استثنایی	bijzonder
استثنایی	speciale
تاجیک	tadzjiekse
ائوسن	eoceen
انفجاری	explosieve
انفجاری	explosieven
انفجاری	explosie
انفجاری	ontploffing
انفجاری	explosief
نزدیکترین	dichtstbijzijnde
گیت	poort
گیت	hek
گیت	poorten
عرف	zeden
انتحاری	zelfmoord
انتحاری	zelfdoding
اوکراینی	oekraïens
اوکراینی	oekraïense
قلمروی	territorium
قلمروی	grondgebied
سیریلیک	cyrillisch
امتناع	weigeren
امتناع	weigering
امتناع	afwijzing
بازل	bazel
مهمانی	banket
مهمانی	partij
مهمانی	feestmaal
مهمانی	feest
مهمانی	feestje
رویت	beurt
رویت	draaien
رویت	draai
مفاصل	gewrichten
دیلم	koevoet
پیشانی	voorhoofd
وفور	overvloed
کاسپین	kaspische
بگو	vertel
بگو	zeg
بگو	zeggen
آزاده	vrij
آزاده	gratis
پدران	voorvaders
پدران	voorouders
پدران	vaders
پدران	voorvaderen
پگاه	vroeg
پگاه	vroege
توفان	noodweer
توفان	tyfoon
توفان	onweer
قطعا	zeker
قطعا	beslist
قطعا	absoluut
اژدهای	draken
اژدهای	draak
بعدا	straks
ملوک	molukken
تسهیلات	nutsbedrijven
تسهیلات	nutsvoorzieningen
نژادپرستی	racisme
استرس	benadrukt
استرس	gestrest
ناب	bruisend
ناب	zuiver
ناب	puur
ناب	sprankelende
ناب	zuivere
ناب	mousserende
مفسر	vertaler
مفسر	tolk
مطبوع	hartige
متعارف	conventioneel
متعارف	conventionele
متعارف	canonieke
بیهوده	ijdel
بیهوده	ijdelheid
بیهوده	ijdele
بیضی	ovaal
بیضی	ellips
بیضی	elliptische
بیضی	ovale
کمرنگ	bleek
کمرنگ	bleke
مدفوع	uitwerpselen
مدفوع	kruk
مدفوع	ontlasting
مدفوع	stoelgang
پسته	pistache
هلیکوپتر	helicopter
هلیکوپتر	heli
هلیکوپتر	helikopter
گلو	keel
سریالی	seriële
سریالی	serienummer
ندیده	gezien
بطن	buik
بطن	onderbuik
بخورد	verslindt
آهو	herten
آهو	hert
منگنز	mangaan
برگه	laken
برگه	vel
کاذب	onwaar
کاذب	vals
کاذب	valse
فازی	wazig
فازی	fase
جذابیت	aantrekking
جذابیت	attractie
جذابیت	aantrekkingskracht
سرگرم	vermakelijk
سرگرم	amusant
موقتی	uitzendkracht
موقتی	tijdelijke
موقتی	tijdelijk
روشنگری	inzichtelijk
روشنگری	verhelderend
روشنگری	verlichting
مضر	schadelijke
مضر	schadelijk
هود	capuchon
هود	kap
هود	motorkap
شلوار	broek
شلوار	broeken
شکمی	abdominale
پذیرد	accepteert
پذیرد	aanvaardt
گای	kerel
رادیکال	radicaal
رادیکال	radicale
خازن	condensator
لیتل	klein
لیتل	kleine
لیتل	weinig
خطاهای	fouten
خطاهای	vergissingen
خرابی	mislukt
خرابی	mislukken
خرابی	destructie
خرابی	gezakt
خرابی	vernietiging
خرابی	mislukkingen
خرابی	falen
خرابی	gefaald
خرابی	vernieling
خرابی	verwoesting
خرابی	mislukkeling
خرابی	mislukte
خرابی	mislukking
بوسه	zoen
بوسه	kusje
بوسه	kus
بوسه	kussen
اعماق	diep
اعماق	diepten
اعماق	diepe
بخشیده	vergeven
فرزانه	verstandig
فرزانه	wijze
فرزانه	wijs
برومند	gerijpt
اسهال	diarree
اذعان	erken
اذعان	erkennen
چیدمان	opmaak
چیدمان	indeling
جنگجویان	strijders
جنگجویان	krijgers
الکترومغناطیس	elektromagnetische
الکترومغناطیس	elektromagnetisch
الکترومغناطیس	elektromagnetisme
کران	doof
کران	doven
بازگرداندن	herstellen
بازگرداندن	terugzetten
بازگرداندن	restaureren
زاد	nageslacht
زاد	kroost
زاد	nakomelingen
زاد	nakomeling
پردازی	verwerken
پردازی	verwerking
حضورش	aanwezigheid
تزار	tsaar
رانندگان	rijders
رانندگان	coureurs
رانندگان	chauffeurs
رانندگان	automobilisten
ناپولی	napolitaanse
ناپولی	napels
مبارزان	strijder
مبارزان	vechter
مبارزان	vechters
مبارزان	strijders
مبارزان	boksers
ماهه	maanden
ماهه	maandenlang
تشریفات	formaliteit
تشریفات	formaliteiten
تشریفات	ceremoniële
جوراب	sokken
جوراب	kousen
جوراب	sok
سیلور	zilveren
سیلور	zilver
تحرک	mobiliteit
تحرک	beweging
تحرک	verplaatsing
تحرک	bewegingen
شایعه	gerucht
شایعه	geruchten
افتد	gedoopt
افتد	gedompeld
خانات	kanaat
دفعات	tijden
لطیف	subtiele
لطیف	subtiel
ساعتی	uur
ساعتی	uurtje
ساعتی	uurloon
محرومیت	ontbering
محرومیت	rouw
خورش	stoofpot
پره	volle
پره	volledig
پره	volledige
پره	vol
بحثش	discussie
بحثش	discussies
ارتشی	militaire
ارتشی	militair
ارتشی	krijgsmacht
ارتشی	landmacht
ارتشی	militairen
ارتشی	leger
داوطلبان	vrijwilliger
داوطلبان	vrijwilligers
ناتوان	zwakke
ناتوان	slap
ناتوان	zwakken
ناتوان	zwak
مکی	sproeten
خیز	oedeem
خیز	wake
بزودی	spoedig
بزودی	binnenkort
بزودی	weldra
بزودی	snel
شانزدهمین	zestiende
آشفته	verward
آشفته	verontrust
آشفته	verstoord
آشفته	onrustige
آشفته	verstoorde
آشفته	verwarrend
آشفته	verwarren
آشفته	verwarde
آشفته	overstuur
آشفته	gestoord
غرور	ijdel
غرور	trots
غرور	ijdelheid
نامعتبر	ongeldig
نامعتبر	ongeldige
مستحکم	versterkt
مستحکم	verrijkte
مستحکم	verstevigd
مستحکم	versterkte
مستحکم	verrijkt
کوارتز	kwarts
شوری	zoutgehalte
تلمود	talmoed
کشتیرانی	verzending
کشتیرانی	scheepvaart
کشتیرانی	verzenden
کشتیرانی	verschepen
امتیازی	concessies
امتیازی	concessie
اسپین	draaien
رومانیایی	roemeens
رومانیایی	roemeense
ارتدوکس	orthodoxe
ویلن	viool
صحابه	sahaba
کریکت	krekel
آغوش	armen
آغوش	knuffels
آغوش	wapens
آغوش	omarmen
آغوش	omhelzen
آغوش	omhelzing
آغوش	omhels
فیلترینگ	filteren
دوقطبی	bipolaire
دوقطبی	dipool
پناهندگان	vluchteling
پناهندگان	vluchtelingen
آشفتگی	verwarring
آشفتگی	agitatie
آشفتگی	turbulentie
آشفتگی	verwardheid
توسکانی	toscane
توسکانی	toscaanse
ریتمیک	ritmische
مهتاب	maanlicht
زیباست	prachtig
زیباست	mooi
زیباست	mooie
اکتشافی	verkennend
اکتشافی	verkennende
خسارات	verliezen
خسارات	verlies
تبلور	kristallisatie
دردسر	problemen
دردسر	moeilijkheden
گچی	gips
پروستات	prostaat
داون	ochtendgloren
داون	dageraad
نزدیکان	familieleden
نزدیکان	verwanten
امداد	reliëf
امداد	opluchting
سواره	cavalerie
سیاستهای	beleid
بزمجه	monitoren
بزمجه	sierlijke
گرنت	subsidie
دیلی	dagelijks
دیلی	dagelijkse
گردهمایی	hereniging
گردهمایی	réunion
گردهمایی	reünie
گردهمایی	weerzien
بیگانگان	vreemdelingen
دبیرخانه	secretariaat
توصیفی	beschrijvende
دوقلو	tweelingen
دوقلو	tweeling
چاقو	mes
استات	acetaat
کرومیت	chromiet
اورژانس	noodsituatie
اورژانس	noodgevallen
اورژانس	noodgeval
لادن	beladen
تعمیرات	reparaties
تعمیرات	repareren
تعمیرات	reparatie
تعمیرات	herstelling
تعمیرات	herstellingen
رقمی	digitaal
براق	gloeiende
براق	glanzend
براق	glitters
براق	glimmend
براق	glans
براق	glanzende
براق	glimmende
براق	gloeien
آدینه	vrijdag
آدینه	congregatie
رستگاری	zaligheid
رستگاری	redding
رستگاری	verlossing
رستگاری	aflossing
دلیجان	koets
دلیجان	postkoets
دلیجان	coachen
دلیجان	trainer
نپتون	neptunus
فمینیست	feminisme
فمینیست	feministe
فمینیست	feministische
فمینیست	feministen
گمرک	douane
معرف	vertegenwoordigt
معرف	representeert
نهی	verbied
نهی	verbieden
نهی	verboden
توپولوژی	topologie
پرسید	gevraagd
پرسید	vroegen
گنجه	kast
هک	prutser
هک	hacken
هک	gehackt
تجهیز	mobiliseren
نیکولای	nikolaj
گیج	verwarde
گیج	verward
گیج	verwarren
گیج	verwarrend
گلدار	bloeiende
رویا	droom
رویا	dromen
واکنشی	reactieve
واکنشی	reactie
عود	wierook
کارآگاه	rechercheur
مرجانی	koralen
مرجانی	koraal
افتتاحیه	première
افتتاحیه	openen
افتتاحیه	inauguratie
نیترات	nitraten
نیترات	nitraat
تجار	handelaren
تجار	kooplieden
ضمنی	impliciete
ضمنی	impliciet
مزه	smaken
مزه	proefde
مزه	smaakte
مزه	proeven
مزه	geproefd
مزه	smaakt
مزه	proef
مزه	smaak
مزه	proeft
بلاک	blokkering
بلاک	blokkeren
بلاک	blok
بیستمین	twintigste
همسری	echtgenote
همسری	echtgenoot
کراس	oversteken
کراس	kruis
مقوله	categorie
اسیران	gestreden
فامیل	familie
فامیل	gezin
ستم	onrecht
ستم	onrechtvaardigheid
مرخصی	vakantie
سرخرگ	slagader
باغبانی	tuinieren
انطباق	toeval
حوصله	humeur
حوصله	stemming
