ve	그리고
temsilci	에이전트
sansür	검열
durağan	안정
durağan	안정환
durağan	안정화
durağan	안정적
resimli	삽화가
resimli	삽화
faktör	요인
faktör	팩터
faktör	인자
sevinç	조이
sevinç	기쁨
sevinç	기쁨이
yayıncı	출판
yayıncı	출판사
yayıncı	퍼블리셔
tazminat	보상
tazminat	손해배상
tazminat	세브란스
tazminat	배상
dışarıda	밖에서
dışarıda	바깥
dışarıda	외부
manzara	조경
manzara	풍경
manzara	경관
manzara	경치
manzara	조회
manzara	보기
sitede	사이트
düğünler	결혼식
yerleştirilmiş	심어
anlayış	이해
anlayış	통찰력
anlayış	이해하기
anlayış	인사이트
bileşenleri	성분
bileşenleri	부품
bileşenleri	구성요소
imkansız	불가능한
imkansız	불가능하다
imkansız	불가능
değirmen	밀스
inanan	신자
valilik	주지사
pensilvanya	펜실베이니아
kil	클레이
ölümsüz	언데드
masum	무죄
okyanusya	오세아니아
truva	트로이아
truva	트로이
yaya	보행자
anavatan	조국
okuyucu	리더
binaların	건물
binaların	빌딩
binaların	건축물
binaların	건물들
limon	레몬
limon	라임
filip	필립
filip	펠리페
bolca	넉넉한
yazıcı	프린터
karayip	캐리비안
karayip	카리브
şampiyona	챔피언십
şampiyona	챔피언쉽
sinek	날아라
sinek	플라이
yarbay	대령
mitoloji	신화
hipotez	가설
çorba	수프
çorba	스프
suçlar	범죄
büyücü	마법사
koku	향수
koku	향기
koku	냄새
umman	오만의
umman	오만
kamyon	트럭
kırılma	브레이킹
kırılma	깨짐
kırılma	파손
kırılma	굴절
ayakları	발발
ruanda	르완다
işlevsel	함수형
rehber	가이드
rehber	안내
rehber	안내서
davranışı	동작
davranışı	행위
davranışı	행동
birleştirme	통합
birleştirme	병합
birleştirme	합치기
birleştirme	통일
birleştirme	결합
sonuncu	마지막
sonuncu	라스트
marksizm	마르크스주의
sloganı	좌우명
uzatma	확대
uzatma	연장
uzatma	확장
uzatma	확장자
çalma	훔쳐
çalma	재생
derinlik	농도
derinlik	깊이
kısımlar	섹션
kazanç	이익
kazanç	수입
kazanç	수익
kazanç	이득
kazanç	수익금
kel	대머리
yaratık	비스트
yaratık	생명체
yaratık	에이리언
yaratık	외계인
yaratık	생물
yaratık	짐승
denklemleri	방정식
gidiyor	떠나
gidiyor	떠나기
dinin	종교
önlemler	측정
önlemler	대책
önlemler	조치
öncelik	우선순위
başlamak	시작
makul	합리적
sanayii	공업
sanayii	산업
sanayii	업계
tropik	열대
komünizm	공산주의
hokeyi	하키
varlıklı	부자
sahneler	경치
sahneler	장면
bakımı	정비
bakımı	점검
bakımı	유지보수
iddialar	주장
iddialar	발급
yasaklandı	차단됨
yasaklandı	금지
altta	하단
altta	아래쪽
altta	바닥
altta	아래
altta	밑바닥
eczacılık	의약품
eczacılık	약품
eczacılık	약국
eczacılık	제약
eczacılık	약학
havayolları	항공사
havayolları	항공
kullanın	사용하다
kullanın	사용하기
kullanın	이용
kullanın	사용
kullanın	이용하기
kalbi	심장
kalbi	하트
kalbi	마음
çıktılar	출력
eşitliği	평등주의
eşitliği	평등
seyrek	희귀한
seyrek	희귀
seyrek	드문
seyrek	귀한
tecavüz	강간
defne	베이
defne	로렐
konuşur	회담
afgan	아프가니스탄
bask	바스크어
bask	바스크
tablolar	차트
tablolar	테이블
deposu	저장소
jamaika	자메이카
otorite	권위
hindu	힌두교
tarihler	날짜
tarihler	데이트
bulvarı	애비뉴
komutanları	지휘관
enfeksiyon	염증
enfeksiyon	감염
enfeksiyon	감염증
çoktan	이미
çoktan	벌써
düğüm	매듭
düğüm	노드
düzenlemeleri	편집
düzenlemeleri	수정
formül	포뮬러
formül	공식
dominik	도미니카
görüntüleme	조회
görüntüleme	견해
görüntüleme	조회수
görüntüleme	보기
avantaj	혜택
avantaj	장점
kayalar	바위
gerçeklik	현실
gerçeklik	리얼리티
gerçeklik	현실주의
kablosuz	무선
soldan	왼쪽
soldan	좌파
onarım	수리
ücreti	수수료
ücreti	요금
ücreti	비용
kabak	스쿼시
kabak	호박
arayüzü	인터페이스
enflasyon	인플레이션
forumu	포럼
hedefleri	목표
sakız	잇몸
denizaşırı	해외로
denizaşırı	해외
lejyon	레지옹
müthiş	대박
ofis	사무실
ofis	사무소
ofis	오피스
çizgili	줄무늬
çizgili	스트라이프스
elektronlar	전자
ret	거부
ret	거절
reel	레알
reel	리얼
reel	진짜
kanallar	운하
kanallar	채널
akut	급성
istikrarlı	안정
istikrarlı	안정환
istikrarlı	안정화
istikrarlı	안정적
acımasız	잔인한
acımasız	잔혹한
alım	사기
filistinli	팔레스타인인
filistinli	팔레스타인
hacim	볼륨
hemşire	간호
hemşire	간호사
afet	재난
afet	재앙
işlenmiş	새겨
stüdyosu	스튜디오
sığ	얕은
yapraklar	나뭇잎
yapraklar	잎새
canavar	비스트
canavar	괴물이
canavar	몬스터
canavar	괴물
canavar	짐승
fazladan	연장
elbise	드레스
elbise	옷이
elbise	반가운
elbise	가운
kestane	마룬
normandiya	노르망디
yonca	클로버
ekolojik	생태
ekolojik	생태학
ekolojik	생태주의
yükseliş	고도
yükseliş	어센션
yükseliş	리프트
yükseliş	승천
yükseliş	승강기
yükseliş	상승
yürüyen	걷고
yürüyen	걷기
yürüyen	걷는다
yürüyen	워킹
tüp	튜브
panoramik	파노라마
profil	프로파일
profil	프로필
uyan	깨워
ilanı	선언
astronomik	천문
güvercin	피죤
güvercin	비둘기
meyveler	과일
meyveler	열매
meyveler	과일과
meyveler	산딸기
görünüşü	출연
görünüşü	외모
görünüşü	모양
seçenek	옵션
seçenek	선택
palmiye	손바닥
vatandaş	시민들
vatandaş	시민
vatandaş	시티즌
havuzu	수영장
faktörü	요인
faktörü	팩터
faktörü	인자
büyükelçi	대사
ayrılma	분리
çamur	머드
çamur	클레이
çamur	진흙
koşu	런닝
koşu	달리기
memleketi	출신지
sürümleri	버전
davut	다비드
davut	다윗
davut	데이빗
davut	데이비드
modu	모드
veliaht	도팽
korece	한국인
korece	한국
korece	한국어
çimento	시멘트
katedral	성당
katedral	대성당
manken	모형
manken	모델
kaos	혼돈
kaos	카오스
kaos	혼란
paylaşım	게시
paylaşım	포스팅
paylaşım	공유하기
paylaşım	공유해
paylaşım	공유
kaçınılmaz	불가피한
kaçınılmaz	불가피
kalkış	실행
kalkış	출발
kalkış	출국
kalkış	발사
kalkış	출시
kalkış	이륙
kalkış	런칭
kıbrıslı	키프로스
dişli	치아
dişli	톱니바퀴
dişli	이빨
dişli	기어
sıkıntılar	고민
çalı	부시
hamburger	버거
hamburger	햄버거
olgu	현상
sapma	편차
küp	정육면체
küp	큐브
asgari	최소
bekliyorum	기다림
göstergesi	지표
kıyafet	옷이
kıyafet	의류
girdiler	항목
çekilme	철수
çekilme	금단
gökyüzü	스카이
gökyüzü	하늘
tüneli	터널
yenileme	초기화
yenileme	리셋
yenileme	갱신
davranışlar	동작
davranışlar	행위
davranışlar	행동
finanse	재무
finanse	재정
finanse	금융
taksi	택시
demiryolları	철도
mülteci	피난민
mülteci	난민
mafya	마피아
bakteriler	세균
bakteriler	박테리아
mozambik	모잠비크
içecek	음료
içecek	음료수
nar	석류
ithaf	헌신
çarpma	임팩트
çarpma	영향
çarpma	곱셈
çarpma	영향력
enstitü	기관
enstitü	연구소
haz	즐거움
haz	기쁨
haz	쾌락
aylar	개월
aylar	위성
bildiri	선언
çizgiler	연승
çizgiler	라인
çizgiler	줄무늬
çizgiler	스트라이프스
mülkiyet	자산
mülkiyet	재산
mülkiyet	속성
mülkiyet	재산권
tramvay	트램
tramvay	트롤리
ithal	가져온
ithal	가져옴
ithal	가져오기
ithal	수입
monako	모나코
seçeneği	옵션
romanlar	소설
romanlar	로마
tedarik	조달
tedarik	공급
şiddeti	폭력
faiz	이자
faiz	흥미
faiz	관심사
faiz	관심
çalışanları	직원들
çalışanları	직원
namibya	나미비아
döviz	화폐
döviz	교환
döviz	통화
yakalanan	캡쳐
yakalanan	캡처
çikolata	초콜릿
çikolata	초콜렛
kenarları	가장자리
kenarları	모서리
kayıpları	손해
kayıpları	손실
balta	도끼
izi	인쇄
izi	프린트
ortası	중간
ortası	미드
ortası	중순
ortası	가운데
vakum	진공
vakum	흡입
jeanne	조앤
içeriğe	내용
içeriğe	컨텐츠
içeriğe	콘텐츠
rütbe	계급
rütbe	순위
dürüst	정직하게
dürüst	솔직한
dürüst	정직한
dürüst	정직
nuh	노아
pilav	라이스
böcekler	버그
böcekler	벅스
böcekler	곤충
unsurlar	원소
geleceğin	미래
geleceğin	퓨처
şapka	모자
hapishane	교도소
hapishane	감옥
yakınlığı	근접
karakol	역시
enlem	위도
lastik	탄성
lastik	타이어
lastik	고무
korosu	코러스
korosu	합창
limit	제한
limit	한계
namaz	기도
ileriye	전달
ileriye	전진
ileriye	앞으로
hisse	재고
hisse	주식
anıları	회상록
anıları	회고록
dizini	디렉터리
dizini	폴더
dizini	디렉토리
çarşı	쇼핑몰
teorileri	이론
kesilir	깎은
istasyonları	스테이션
tufan	대홍수
tufan	홍수
aralıksız	논스톱
simetri	대칭
kapitalist	자본주의
torpido	어뢰
mülk	자산
mülk	재산
mülk	속성
mülk	재산권
yenilik	혁신
örtülü	덮여
örtülü	커버
saldıran	공격자가
ikram	취급
ikram	대접
helyum	헬륨
ebeveyn	육아
ebeveyn	부모
ebeveyn	부모님
levha	시트
levha	접시
avcılık	사냥
adımlar	스텝
adımlar	걸음
adımlar	단계
damla	떨어뜨리기
damla	드롭
damla	방울
damla	물방울
keşke	소원
asır	세기
düzenler	레이아웃
reformu	개혁
reformu	개혁개방
pusu	매복
ruhani	정신적
yüzünü	얼굴이
yüzünü	얼굴
yürüdü	걷기
statü	상태
gözlemler	관찰
gözlemler	관측
mistik	미스틱
pornografik	포르노
milliyetçilik	민족주의
milliyetçilik	내셔널리즘
milliyetçilik	국민주의
katman	계층
katman	레이어
vitamini	비타민
kelt	켈트
kelt	셀틱
atlar	말들
zehir	독도
kıymetli	소중한
küfür	욕설
çalar	연극
çalar	재생
çalar	연주
ataları	조상
tabanca	권총
tabanca	리볼버
tabanca	피스톨
uranyum	우라늄
barut	가루
barut	파우더
stüdyoları	스튜디오스
stüdyoları	스튜디오
ziyaretçi	방문자
ziyaretçi	방문객
çukur	구멍이
çukur	구멍
içeriyor	포함됨
içeriyor	포함
içeriyor	포함함
candan	성실
kusursuz	완벽한
kusursuz	완벽
ekonomist	경제학자
aydınlanma	계몽주의
aydınlanma	조명
aydınlanma	계몽
çalışıyorum	일하기
anlaşıldı	이해
başlatan	개시
ark	아크
bağış	기부금
bağış	기증
bağış	기부
fon	자금
fon	기금
fon	펀드
aranjör	편곡
zar	주사위
sponsor	스폰서
sponsor	후원
günaydın	모닝
günaydın	아침
lihtenştayn	리히텐슈타인
plaj	바닷가
plaj	비치
plaj	해변
yansıma	반영
yansıma	반사
şaka	장난
şaka	농담
casus	스파이
adamlar	남성
adamlar	멘트
adamlar	남자
kurtulan	생존
kurtulan	생존자
fantezi	판타지
fantezi	환상
katmanı	계층
katmanı	레이어
karlı	스노우
beraat	무죄
ağları	네트워크
tebrik	인사
tebrik	인사말
dokusu	텍스처
dokusu	질감
gövdesi	몸통
müzisyenler	연주자
müzisyenler	음악가
müzisyenler	뮤지션
müttefikler	연합군
müttefikler	연합국
kanatları	윙스
kanatları	날개
akrabaları	친척
yasaktır	금지
avcılar	사냥꾼
avcılar	헌터
avcılar	슬레이어즈
merdiven	사다리
merdiven	계단
felaket	재난
felaket	재앙
geceler	나이트
geceler	밤에
kuyu	웰스
tercüman	번역자
tercüman	인터프리터
tercüman	번역기
tercüman	통역
tercüman	번역
yetkililer	당국
aletler	도구
aletler	인스트루먼트
aletler	악기
tarayıcı	스캐너
tarayıcı	브라우저
kafası	머리
kafası	헤드
konsept	컨셉
konsept	개념
doğuştan	탄생
doğuştan	출생
neptün	넵튠
neptün	해왕성
asa	지팡이
asa	직원들
asa	스탭
asa	직원
zambiya	잠비아
elf	엘프
prestijli	명문
yanan	불타는
kullanıyor	사용하기
kullanıyor	드라이브
kullanıyor	사용
pisti	런웨이
pisti	활주로
eklem	관절
kabil	카불
hikâyeler	소식
hikâyeler	스토리
neşe	조이
neşe	기쁨
neşe	기쁨이
kireç	라임
dişiler	암컷
dişiler	여성
tüketimi	소비
asma	포도
hece	음절
hayırlı	축복
hayırlı	축복받은
düşme	떨어짐
düşme	떨어지는
düşme	떨어지지
kanunlar	법률
uzmanlar	전문가
uzmanlar	전문가들
hükümdarlık	통치
yurtiçi	국내
portre	초상화
portre	인물
portre	세로
kanıtı	증명
kanıtı	증거
genişlik	너비
karpuz	수박
karpuz	멜론
mama	포뮬러
mama	공식
basitçe	단순히
basitçe	단순하게
basitçe	간단히
sikke	동전
hırsız	도둑놈
hırsız	도둑들
hırsız	도둑
hırsız	강도
imalat	제작
imalat	프로덕션
imalat	제조업
imalat	제조
imalat	생산
korunmuş	보호
çayır	프레리
çayır	초원
krallar	킹스
doktorlar	문서
doktorlar	의사
yün	양모
yün	양털
cebir	대수학
cebir	대수
durdurmak	멈추기
konuşmalar	대화
konuşmalar	연설
süpernova	초신성
durmuş	중단됨
güneşi	태양
güneşi	햇볕
pound	파운드
kimyager	화학자
midilli	포니
büyülü	매직
büyülü	마법
büyülü	마술
büyülü	매혹
inka	잉카
şaşırtıcı	놀라운
şaşırtıcı	어메이징
yoğurt	요구르트
teleskop	망원경
saatleri	시계
saatleri	영업시간
saatleri	시간
sandal	보트
bilet	항공권
bilet	티켓
çekiç	해머
çekiç	망치
ortaklığı	파트너십
ortaklığı	파트너쉽
çizer	삽화가
çizer	일러스트레이터
nikaragua	니카라과의
nikaragua	니카라과
benzerlikler	닮음
yenilikçi	진보주의
yenilikçi	프로그레시브
şebeke	그리드
şebeke	격자
şebeke	눈금
susuz	목마른
susuz	탈수
etrüsk	에트루리아
badem	아몬드
basamak	스텝
basamak	걸음
basamak	단계
salgın	페스트
salgın	흑사병
salgın	전염병
salgın	확산
tüylü	퍼지
giysi	의류
yarıçap	반지름
tüketici	소비자
tüketici	이용자
tüketici	소비
eşyalar	항목
eşyalar	아이템
eşyalar	상품
eşyalar	품목
kaybolan	사라지는
üstesinden	극복
veba	페스트
veba	흑사병
veba	전염병
kopyala	복사
kopyala	사본
kopyala	카피
kopyala	복사본
erdemli	정의로운
vadeli	미래
cent	센트
indirildi	다운로드
bölünme	디비전
bölünme	사단
boşandı	이혼
teşkilat	에이전시
teşkilat	대리점
teşkilat	대행사
engellenmiş	차단
engellenmiş	차단됨
engellenmiş	차단되었습니다
örgütleri	조직
örgütleri	단체
dindar	종교
kilogram	킬로그램
yıkıcı	파괴
simge	기호
simge	아이콘
simge	상징
sokaklar	길거리
sokaklar	거리
aktarma	추출
ayrıntı	자세히
ayrıntı	세부사항
ayrıntı	상세
montaj	설치
montaj	편집
montaj	수정
montaj	장착
öğretmenler	교사
öğretmenler	교사들
tarikat	컬트
tarikat	숭배
boşa	낭비
boşa	폐기물
kibar	친절
kibar	예의
kibar	종류
kibar	친절한
detay	자세히
detay	세부사항
detay	상세
konaklama	숙박
konaklama	숙박시설
diyagramı	다이어그램
diyagramı	도표
kontrollü	제어
yapıştır	붙여넣기
yapıştır	붙이기
koleksiyon	콜렉션
koleksiyon	컬렉션
koleksiyon	모음집
nedenler	원인
nedenler	이유
yıkım	폭파
yıkım	파괴
düş	드림
tabiat	자연
göksel	천구
tepeleri	힐스
tepeleri	언덕
eylemler	활동
eylemler	액션
eylemler	동작
eylemler	행동
performansları	공연
planlar	플랜
planlar	계획
belirtileri	증세
belirtileri	증상
belirtiler	징후
belirtiler	증세
belirtiler	증상
denemeler	재판
tamamlanması	완성
mimarlar	건축가
mukaddes	거룩한
mukaddes	거룩
övgü	찬양
övgü	칭찬
övgü	찬미
isyancı	반군
isyancı	반란군
bileşeni	컴포넌트
bileşeni	구성요소
birşey	무언가
birşey	무엇인가
birşey	뭔가
kartları	카드
kocaman	거대
kocaman	거대한
formatı	형식으로
formatı	형식
formatı	포맷
mobilya	가구
haritalar	지도
diz	무릎
değişimler	변경
değişimler	변화
yassı	평평한
yassı	플랫
kulübe	객실
kulübe	오두막
bohemya	보헤미아
kumanda	컨트롤
kumanda	원격
kumanda	제어
kumanda	리모콘
kumanda	통제
kumanda	리모컨
kumanda	제어하기
kumanda	컨트롤러
çalınan	도난
tadı	취향
tadı	맛이
termodinamik	열역학
mesajları	메시지
reddedildi	거절
etkilidir	효과적
yeşim	제이드
tankları	탱크
tankları	전차
iman	믿음
iman	신앙
iman	믿기
iman	신념
arkadaşım	친구
yatakları	침대
farklılıkları	차이와
farklılıkları	차이
farklılıkları	차이점
sera	온실
mani	매니아
gelişi	도착
gelişi	입국
maceraları	어드벤처
maceraları	모험
özü	추출
özü	풀기
özü	본질
ücretli	유료
fonksiyonel	함수형
anten	안테나
figür	그림
taraflar	측면
kanarya	카나리아
nijer	니제르
baskılar	압박
baskılar	압력
baskılar	에디션
neşeli	졸리
turları	투어
turları	투르
nota	노트
nota	참고
kurbağa	두꺼비
kurbağa	개구리목
kurbağa	개구리
üçlemesi	삼부작
karayipler	캐리비안
karayipler	카리브
elit	엘리트
yargıç	판사
yargıç	판단
kayma	슬라이딩
kayma	슬립
sınırsız	무제한
sınırsız	끝없는
kalıntısı	잔해
kamboçya	캄보디아
yıldızlı	출연
yıldızlı	항성
tescil	등록
gayret	노력
akrabası	상대
akrabası	친척
akrabası	상대적
tamamiyle	완전히
georgi	게오르기
çimen	잔디
nesneleri	물체
nesneleri	천체
nesneleri	객체
nesneleri	개체
derisi	스킨
derisi	피부
grev	스트라이크
grev	파업
aleti	어플
kumar	갬블
kumar	도박
tavan	천장
siteler	사이트
siteler	웹사이트
alın	받기
alın	이마
mezarları	무덤
boşanma	이혼
kızgın	화가
kızgın	화난
kızgın	화나
kızgın	앵그리
karışıklık	엉망이
karışıklık	혼란
karışıklık	엉망
karışıklık	혼동
karışıklık	혼돈
ergen	십대
ergen	사춘기
ergen	청소년
alfabetik	가나다순
alfabetik	가나다순으로
ayrica	또한
gündem	인기
bileşen	컴포넌트
bileşen	부품
bileşen	성분
bileşen	구성요소
havuz	수영장
minyatür	미니어처
vitamin	비타민
zihin	마음
dönmeye	스피닝
smaç	덩크
smaç	덩크슛
kürk	모피
bacak	다리
sıradışı	특이한
verim	효율
verim	효율성
belirtilmiş	지정
belirtilmiş	지정됨
ayçiçeği	해바라기
annem	엄마
muhafazakâr	보수
muhafazakâr	보수주의
algılama	인식
algılama	감지
algılama	탐지
algılama	지각
algılama	검출
antropoloji	인류학
sıradaki	넥스트
sıradaki	다음
çalışanlar	스탭
çalışanlar	직원들
çalışanlar	직원
oto	자동
mozaik	모자이크
teknikler	기법
teknikler	테크닉
avro	유로
avro	유로로
yaratılmış	만들었습니다
yaratılmış	생성
nazlı	취약
çapa	앵커
kolaylık	편의
seçenekleri	옵션
fay	단층
itham	고소
teller	와이어
süreçleri	프로세스
ant	맹세
parçacıkları	입자
hangisi	어느
kesik	찢어진
kesik	절개
dipnotlar	각주
sentetik	합성
amca	삼촌
amca	아저씨
komşusu	이웃
komşusu	이웃집
alttaki	하단
alttaki	아래쪽
alttaki	바닥
alttaki	아래
alttaki	밑바닥
yırtıcı	프레데터
etkilendi	영향권
etkilendi	영향받음
irtifa	고도
gösterge	지표
dinle	듣기
yürek	심장
yürek	하트
yürek	마음
başkaları	기타
kampüs	캠퍼스
kafes	케이지
kafes	연습장
kafes	격자
kafes	새장
berber	미용사
berber	이발사
berber	이발
maraton	마라톤
kleopatra	클레오파트라
kuğu	스완
kuğu	백조
eğitimli	훈련
samimi	성실
akrep	전갈
akrep	전갈자리
akrep	스콜피온
heyecan	트위터
heyecan	스릴
heyecan	흥분
çal	재생
çal	플레이
çal	훔쳐
çal	놀기
çal	연주
fuar	엑스포
fuar	페어
fuar	전시관
fuar	전람회
fuar	전시회
fuar	공정
fuar	박람회
kaset	테이프
kaset	카세트
varlıklar	자산
bayramlar	명절
bayramlar	휴일
bayramlar	연휴
bayramlar	공휴일
mesajlar	메시지
söyleşi	면접
söyleşi	인터뷰
aristo	아리스토텔레스
doğruluk	올바름
doğruluk	진리
doğruluk	정밀도
doğruluk	정확도
doğruluk	진실
doğruluk	정확성
destan	서사시
destan	에픽
fren	브레이크
dahili	내부
dahili	확대
dahili	확장자
dahili	연장
dahili	확장
emlak	재산
emlak	재산권
emlak	자산
emlak	부동산
emlak	속성
emlak	특성
alim	학자
tepeler	힐스
tepeler	언덕
tepeler	봉우리
senelik	매년
sokrates	소크라테스
yavrular	강아지
yavrular	병아리
yavrular	컵스
dağıtıcı	딜러
karşılaştırma	비교하기
karşılaştırma	비교
promosyon	홍보
promosyon	프로모션
promosyon	승진
rekorlar	레코드
eşek	당나귀
nüfuz	영향력
süryani	시리아어
durdu	중단됨
ayar	튜닝
ayar	설정
ayar	조정
dağıtılan	분산
şifre	암호
şifre	코드
şifre	비밀번호
şifre	부호
materyal	물질
materyal	소재
materyal	재료
yengeç	크랩
adımı	스텝
adımı	걸음
adımı	단계
terzi	양복
terzi	양복점
sebepleri	이유
sebepleri	동기
işaretler	마르크
işaretler	마커
işaretler	신호
işaretler	마크스
düşünme	생각
iner	강림
kapatılması	폐쇄
kapatılması	닫힘
ağlar	네트워크
ağlar	외침
besleme	피드
tereyağı	버터
elçilik	대사관
kola	콜라
kola	코카콜라
kola	콜라보
evlenmek	결혼
çarpıcı	놀라운
tutucu	보수
tutucu	보수주의
ekin	자르기
ekin	농작물이
ekin	곡물
ekin	농작물
ekin	잘라내기
adliye	법원
persler	페르시아인
sıkıştırma	압축
arkadaşlık	우정
üreticileri	제조업자
üreticileri	제조업체
şarj	청구
şarj	전하
şarj	충전
şarj	충전기
arnavutça	알바니아어
arnavutça	알바니아인
arnavutça	알바니아
ünlüler	연예인
furkan	기준
sunum	프레젠테이션
burs	장학금
moleküller	분자
teoriler	이론
halefi	후임
sırplar	세르비아인
ihtimal	가능성
çağırdı	소환
ölüler	사망
ölüler	데드
pil	배터리
pil	건전지
pil	전지
pil	전지현
drakula	드라큘라
değiştirmiş	스위치
müfettiş	검사관
müfettiş	조사관
müfettiş	감독관
müfettiş	경감
şöhret	연예인
şöhret	페임
şöhret	명성
şöhret	평판
folklor	민속
çeşitliliği	다양성
çeşitliliği	버라이어티
çeşitliliği	다양체
güneşli	화창한
güneşli	맑음
güneşli	써니
değişmiş	변경되었습니다
değişmiş	바꿨다
değişmiş	변경됨
paylaşmak	공유
şelalesi	폭포
kararsız	불안정한
kararsız	불안정
iskelet	뼈대
telsiz	라디오
telsiz	라디오방송
makyaj	화장
makyaj	메이크업
arayüz	인터페이스
oyunculuğu	연기
meteoroloji	기상
meteoroloji	기상학
aritmetik	산술
doğruluğu	올바름
doğruluğu	정밀도
doğruluğu	정확성
doğruluğu	정확도
gürültü	소음
gürültü	잡음
onayladı	승인
diploma	학위
yakınlık	근접
istatistikler	통계학
istatistikler	통계
istatistikler	인사이트
omuz	어깨
heykeller	조각상
heykeller	동상
heykeller	조각
sonbaharda	가을
sonbaharda	가을이
şairler	시인
kuruş	페니
mahkum	포로
santral	연산자
santral	작용소
santral	운영자
istisna	예외
tanıklık	증언
nakli	이식
merkür	수성
merkür	머큐리
merkür	수성은
safir	사파이어
seçici	까다롭다
mucit	발명
mucit	발명가
oskar	오스카
mekanizma	메커니즘
lahey	헤이그
önleme	예방
önleme	방지
bilgilendirme	정보
tasarruf	저축
tasarruf	저장
tasarruf	절약
bolşevikler	볼셰비키
turna	두루미
turna	크레인
cümleleri	문장
maaş	급여
maaş	월급
maaş	임금
sonuçlara	결론
traktör	트랙터
bae	아랍에미리트
rehin	인질
dük	듀크
dük	공작
çadır	천막
çadır	텐트
kolomb	콜롬버스
kolomb	콜럼버스
çözümler	솔루션
çözümler	해결책
ithalat	불러오기
ithalat	가져오기
ithalat	수입
burma	미얀마
burma	버마어
burma	미얀마어
burma	버마
tasarımları	설계
tasarımları	디자인
sevimli	러블리
sevimli	사랑스러운
sevimli	귀여워
iflas	파산
seçmek	선택
seçmek	선택하기
cafe	카페
bez	기저귀
duvarlar	성벽
adapte	적응
eşzamanlı	동시
birileri	누군가
melekler	천사들
melekler	천사
odalar	객실
odalar	챔버스
hiroşima	히로시마로
hiroşima	히로시마
mcdonald	맥도날드
mcdonald	맥도널드
gazeteler	신문
efekt	영향
efekt	효과
duyguları	감정
kiliseler	교회
soruları	질문
malavi	말라위
kahramanlar	히어로즈
kahramanlar	히어로
kahramanlar	영웅
antrenman	연습
antrenman	연습생
antrenman	훈련
antrenman	트레이닝
kafatası	두개골
kafatası	해골
kontrat	계약서
kontrat	계약
yargılama	판단
yargılama	판단력
yargılama	판결
yargılama	심판
felç	뇌졸중
felç	마비
kokusu	냄새
kokusu	향기
içeride	인사이드
içeride	내부
hakemler	판사
çöp	휴지통
çöp	쓰레기통
çöp	쓰레기
içsel	내부
rehberlik	상담
rehberlik	가이드
rehberlik	안내서
rehberlik	안내
rehberlik	복음
anlaşmazlıklar	분쟁
derinden	깊게
derinden	깊은
kuleleri	타워
torunları	손자
yorumda	댓글
yorumda	코멘트
yönetmek	관리하기
yönetmek	관리
kadim	고대
şov	보이기
şov	표시
şov	공연
iplik	섬유
iplik	스레드
iplik	대화
etkileşimi	상호작용
değerlendirmek	평가
eğik	기울여
eğik	틸트
eğik	기울기
titan	타이탄
hasat	수확
çeçen	체첸
ihtiyar	늙은
ihtiyar	오래된
bereket	축복
saka	농담
gidiş	출발
gidiş	출국
işıklar	조명
işıklar	불빛
avantajı	혜택
avantajı	장점
kervan	캐러밴
kaldırılmış	삭제됨
kaldırılmış	삭제되었습니다
öğleden	오후
akbaba	콘도르
yakalamak	캡처
hayranları	팬들
yaratma	생성
yaratma	창조
yaratma	만들기
unutmayın	기억하기
unutmayın	기억
unutmayın	기억하라
unutmayın	기억해
iyilik	친절
sürtünme	마찰력
sürtünme	마찰
kavun	멜론
geliş	도착
geliş	입국
uyar	경고
doğrulama	검증
doğrulama	인증
doğrulama	확인
bacakları	다리
taşınmış	감동
ağırlığında	저울
numaraları	숫자
eğilim	트렌드
eğilim	추세
eğilim	경향
rota	코스
rota	경로
rota	노선
rota	과정
kiliseye	교회
gizem	미스테리
gizem	미스터리
gizem	신비
muaf	면제
sistemli	체계적
görünüş	출연
görünüş	외모
görünüş	모양
durduruldu	중단됨
mat	매트
mat	불투명한
mat	불투명
mat	마테
uzaylı	외계인
uzaylı	에이리언
referandum	국민투표
beyzbol	야구
beyzbol	베이스볼
bölündü	나눈
vites	톱니바퀴
vites	기어박스
vites	기어
lenf	림프
kronoloji	연대기
parklar	파크
parklar	파크스
parklar	공원
modülü	모듈
kaydedilmiş	녹음
kaydedilmiş	녹화
savunucusu	수비수
firmalar	회사
reformlar	개혁
reformlar	개혁개방
torun	손녀
torun	손자
firavun	파라오
istendi	요청함
seçmeler	오디션
şenlik	모닥불
vurur	조회수
ölçüleri	측정
iblis	악마
tablet	알약
sürat	속력
sürat	스피드
sürat	속도
klipleri	클립
metafizik	형이상학
mezarlar	무덤
şahane	대박
şahane	화려한
şahane	이쁜
şahane	멋진
şahane	환상적
şahane	판타스틱
şahane	화려하다
stres	스트레스
suçları	범죄
fırın	오븐
fırın	베이커리
fırın	빵집
martı	갈매기
laf	워드
laf	단어
yaratılış	천지창조
yaratılış	생성
yaratılış	만들기
yaratılış	제네시스
yaratılış	창세기
yaratılış	창조
ort	평균
heykelleri	조각상
heykelleri	동상
voltaj	전압
rütbeli	랭킹
rütbeli	순위
lif	섬유
sonuncusu	마지막
sonuncusu	라스트
istemci	클라이언트
hedefler	목표
hedefler	타겟
yapımcılar	프로듀서
subaylar	장교
yetiştirme	경작
klarnet	클라리넷
alacakaranlık	트와일라잇
