और	en
स्केटिंग	schaatsen
स्केटिंग	skaten
कलेक्टर	verzamelaar
चित्रकारों	schilderen
चित्रकारों	schilderkunst
चित्रकारों	schilderij
चित्रकारों	verven
शैलियाँ	stijlen
लालच	hebzucht
लालच	gierigheid
पुलों	bruggen
केयर	zorg
केयर	verzorging
छतरी	paraplu
मजिस्ट्रेट	magistraat
फीस	honoraria
फीस	vergoedingen
लकी	gelukkig
लकी	geluk
धातुकर्म	metaalbewerking
रैम	rammen
अभिनेत्रियों	actrices
गौरैया	mus
वांछनीय	gewenst
वांछनीय	wenselijke
वांछनीय	wenselijk
मकानों	huizen
भेजना	stuurt
भेजना	verstuurt
फ़िल्टर	filteren
कीड़ों	wormen
प्रतिशोध	vergelding
प्रतिशोध	wraak
पार्किंग	parkeergelegenheid
पार्किंग	parkeerplaats
पार्किंग	parkeren
नशा	verslaafden
लचीला	flexibele
लचीला	soepel
लचीला	flexibel
सफ़ाई	reinigen
सफ़ाई	schoonmaken
सफ़ाई	reiniging
सफ़ाई	schoonmaak
कोलेजन	collageen
ऊनी	wollen
पुतिन	poetin
प्रोपेन	propaan
लादेन	beladen
ज़िम्मेदार	verantwoord
ज़िम्मेदार	verantwoordelijke
ज़िम्मेदार	verantwoordelijk
कार्यस्थल	werkplek
कार्यस्थल	werkomgeving
कार्यस्थल	arbeidsplaatsen
कार्यस्थल	werkplekken
अवहेलना	minachting
अवहेलना	insubordinatie
अवहेलना	ongehoorzaamheid
नर्सरी	kinderkamer
नर्सरी	kwekerij
अविश्वास	ongeloof
अविश्वास	wantrouwen
पर्दा	gordijn
टच	aanraking
टच	aanraken
तोपों	kanon
तोपों	kanonnen
सिल्क	zijde
सिल्क	zijden
झूठा	leugenaar
गुरुओं	goeroes
अक्षमता	incompetentie
अक्षमता	handicap
अक्षमता	handicaps
अक्षमता	onmogelijkheid
अक्षमता	onvermogen
अक्षमता	invaliditeit
अक्षमता	onbekwaamheid
अक्षमता	arbeidsongeschiktheid
ईगल	arend
ईगल	adelaar
वारंटी	garantie
मुबारक	gelukkig
मुबारक	vrolijk
मुबारक	blij
मुबारक	tevreden
एकांत	eenzaamheid
आदर्शवादी	idealistisch
आश्वस्त	zelfverzekerde
आश्वस्त	zelfverzekerd
कोरोनरी	hartinfarct
कोरोनरी	coronaire
आकृतियाँ	vormen
बदतर	erger
बदतर	slechter
लोपेज़	lópez
पशुधन	veestapel
पशुधन	vee
आदी	verslaafd
लार्वा	larve
सेलुलर	cellulaire
बहरीन	bahrein
दीवानी	civiele
दीवानी	burgerlijk
दीवानी	civiel
दीवानी	burgerlijke
पायदान	inkeping
गाजर	wortels
गाजर	wortel
गाजर	wortelen
ओवल	ovaal
ओवल	ovale
न्यायशास्त्र	jurisprudentie
निराशाजनक	teleurstellend
निराशाजनक	teleurstellende
निराशाजनक	frustrerend
हैट	muts
हैट	hoed
हैट	pet
अभिरुचि	voorliefde
चाइल्ड	kindje
चाइल्ड	kind
चमगादड़	knuppel
चमगादड़	bbt
चमगादड़	vleermuis
प्रस्तावक	verhuizer
मंचूरिया	mantsjoerije
तेजस्वी	prachtig
तेजस्वी	prachtige
तेजस्वी	verbluffend
तेजस्वी	verbluffende
प्रोग्रामर	programmeur
मसौदा	concepten
हेयर	haren
हेयर	haartjes
हेयर	haar
बर्ताव	gedrag
बर्ताव	gedragingen
होप	hopen
होप	hoop
गलियों	straat
गलियों	straatjes
गलियों	straten
गलियों	rijstroken
शरणार्थियों	vluchteling
शरणार्थियों	vluchtelingen
शस्त्रों	wapen
हस्ती	beroemdheden
हस्ती	bekendheid
हस्ती	beroemdheid
कुम्भ	waterman
प्राधिकार	autoriteit
प्राधिकार	autoriteiten
प्राधिकार	gezag
अशुभ	ongelukkig
अशुभ	ongelukkige
अशुभ	pech
रोज़गार	werkgelegenheid
रोज़गार	tewerkstelling
तांबा	koper
दैहिक	somatische
सलाम	vrede
सलाम	groet
टॉड	pad
सुखी	gelukkigste
मरियम	maria
उंगली	vinger
पलक	ooglid
लिथुआनिया	litouwen
अल्पसंख्यकों	minderheden
शहीदों	martelaren
कार्यशाला	werkplaats
कॉर्न	mais
कॉर्न	maïs
मापक	schalen
मापक	heerser
मापक	liniaal
मापक	schaal
गैलापागोस	galapagos
यातना	bestraffing
यातना	onheil
यातना	kwelling
यातना	kwellen
मलबे	puin
अनाथ	wees
अनाथ	wezen
टूटी	verbroken
टूटी	kapot
टूटी	gebroken
जनसांख्यिकी	volkstelling
जनसांख्यिकी	demografisch
जनसांख्यिकी	demografische
जनसांख्यिकी	demografie
जनसांख्यिकी	bevolking
जनसांख्यिकी	populatie
अपरिहार्य	onvermijdelijke
अपरिहार्य	onvermijdelijk
अपरिहार्य	onfeilbaar
दफन	begraven
दफन	bedolven
आमंत्रण	uitnodigingen
आमंत्रण	uitnodigen
आमंत्रण	uitnodiging
जिम्बाब्वे	zimbabwaanse
वृद्धावस्था	verouderen
वृद्धावस्था	veroudering
आहत	gekwetst
नरभक्षण	kannibalisme
धूसर	grijs
धूसर	grijze
घाटा	verliezen
घाटा	verlies
आतिथ्य	gastvrijheid
परिसंघ	confederatie
परिसंघ	bondsstaat
पेंच	schroef
दरवाज़ा	deur
कन्वेंशन	conventie
कन्वेंशन	verdrag
पंक	modder
चैट	chatten
पदानुक्रम	hiërarchie
अल्ताई	altaj
क्रूरता	wreedheden
क्रूरता	wreedheid
क्रूरता	brutaliteit
संभावनाएं	vooruitzichten
संभावनाएं	perspectieven
निर्देशकों	directeurs
निर्देशकों	directeuren
निर्देशकों	bewindvoerders
निर्देशकों	regisseurs
वीटो	vetorecht
प्रत्याशित	verwachte
प्रत्याशित	verwacht
प्रत्याशित	verwachtte
गोंद	lijm
गोंद	lijmen
अज्ञेय	agnosticisme
चबूतरे	paps
पूंजीवाद	kapitalisme
सुअर	varken
सुअर	zwijn
गीली	nat
गीली	natte
खोली	geopend
वर्षावन	regenwoud
वर्षावन	regenwouden
दलदल	moeras
कंबोडिया	cambodja
गिरिजाघर	kerk
तानाशाही	dictatuur
अर्नेस्ट	ernst
फोटोग्राफर	fotografe
फोटोग्राफर	fotograaf
संस्थापित	gesticht
संस्थापित	opgericht
संस्थापित	geïnstalleerde
संस्थापित	gegrond
संस्थापित	geinstalleerd
संस्थापित	geïnstalleerd
सिमुलेशन	simulatie
अधिकरण	tribunaal
तीर्थयात्रियों	pelgrims
अखरोट	walnoten
अखरोट	walnoot
डेनिश	deens
डेनिश	deense
त्रयी	trilogie
जुनून	hartstocht
जुनून	passie
औरतों	vrouwen
ओरेकल	orakel
दहेज	bruidsschat
क़दम	voetstappen
क़दम	voetsporen
बहादुरी	dapperheid
बहादुरी	moed
एटलस	oppervlakten
एटलस	gebieden
आर्सेनिक	arsenicum
आर्सेनिक	arseen
वेलेंटाइन	valentijn
स्लाइड	schuiven
स्लाइड	glijden
स्लाइड	glijbanen
स्लाइड	schuif
स्लाइड	geleiders
स्लाइड	dia
मजा	leuk
मजा	gezelligheid
मजा	gezellig
सेवारत	opdienen
सेवारत	serveren
वर्गाकार	kwadraat
वर्गाकार	vierkant
वर्गाकार	plein
वर्गाकार	vierkante
उपहास	bespot
दर्दनाक	pijnlijk
दर्दनाक	pijnlijke
घुसपैठ	infiltratie
युक्तियाँ	fooi
हतोत्साहित	ontmoedigd
प्रस्तुतीकरण	presentatie
गौ	bazig
फंक्शन	functie
विहीन	verstoken
केले	bananen
केले	banaan
रैप	wikkel
रैप	rappen
रैप	inpakken
वियतनामी	vietnamezen
वियतनामी	vietnamees
तेहरान	teheran
परहेज	nuchterheid
परहेज	soberheid
कार्मिक	personeel
कार्मिक	personeelszaken
सॉस	saus
मिल्स	molens
चुपके	sluipen
वैक्सीन	vaccinatie
वैक्सीन	vaccin
जिया	leefde
जिया	woonde
जिया	leefden
पन्द्रह	vijftien
ट्रंक	slurf
ट्रंक	kofferbak
ट्रंक	achterbak
अख़बार	dagblad
अख़बार	krant
अख़बार	kranten
रत्नों	edelstenen
मुआवजा	compensatie
मुआवजा	schadeloosstelling
मुआवजा	schadevergoeding
मुआवजा	vergoeding
संघनन	condensatie
देशभक्त	patriotten
बाइनरी	binair
बाइनरी	binaire
सतर्क	aandachtig
सतर्क	alarm
सतर्क	signalering
सतर्क	attent
सतर्क	waarschuwing
सतर्क	attente
सतर्क	waakzaam
नुक्सान	beschadigingen
नुक्सान	beschadiging
नुक्सान	schade
जगाने	ontwaken
भरता	vult
मानसिकता	mentaliteit
ज़िम्बाब्वे	zimbabwaanse
काहिरा	caïro
पारगमन	doorvoer
पारगमन	doorreis
संवहन	convectie
आर्सेनल	arsenaal
मज़ाक	grap
मज़ाक	mop
मज़ाक	grapje
लाश	lijk
विक्टोरियन	victoriaanse
कॉम्पैक्ट	compacte
कीपर	wachter
कीपर	hoeder
कीपर	houder
कीपर	blijvertje
गठिया	reuma
गठिया	artritis
जागृति	ontwaken
विभेद	discriminatie
कबूतर	duif
कबूतर	duiven
दलील	pleidooi
डेवलपर	ontwikkelaars
डेवलपर	ontwikkelaar
किस्मत	geluk
मेघ	wolken
मेघ	wolk
फी	honorarium
फी	vergoeding
नाज़िल	onthuld
नाज़िल	onthulde
कूच	marcheren
कूच	maart
वाष्पीकरण	verdamping
बूट	laars
बूट	laarzen
नाइट्स	nachten
नाइट्स	overnachtingen
क्षेत्राधिकार	rechtsgebied
क्षेत्राधिकार	bevoegdheid
क्षेत्राधिकार	jurisdictie
इन्फ्लूएंजा	griep
नेवी	marine
नेवी	zeemacht
अंगुली	vinger
औज़ार	apparaten
औज़ार	hulpmiddelen
औज़ार	gereedschappen
औज़ार	instrument
औज़ार	hulpmiddel
औज़ार	mollen
औज़ार	hulpprogramma
औज़ार	gereedschap
औज़ार	mol
औज़ार	werktuig
कम्बोडिया	cambodja
नाली	groef
नाली	afvoer
ट्रैक्टर	trekker
चालकता	geleidbaarheid
स्ट्राइकर	spits
भावनाएं	gevoelens
नीहारिका	nevel
उदास	terneergeslagen
उदास	treurig
उदास	verdrietig
उदास	triestig
उदास	depressief
उदास	gedeprimeerd
उदास	triest
उदास	droevig
उदास	neerslachtig
संबन्ध	relatie
हॉक	havik
बट	kont
ताजिक	tadzjiekse
तुमको	brenger
एकवचन	enkelvoud
सुशोभित	versierd
स्थानापन्न	vervanging
स्थानापन्न	plaatsvervanger
स्थानापन्न	substituut
स्थानापन्न	vervanger
योजनाएँ	plannen
समुद्रतट	marinier
पतंग	vlieger
इंजीनियर्स	ingenieurs
इंजीनियर्स	technici
लाठी	idd
लाठी	hengel
उठाई	geplukt
उठाई	uitgekozen
डाकुओं	bandieten
संगति	consistentie
संगति	coherentie
संगति	samenhang
संकरण	hybriden
संकरण	kruisingen
लीक	uitgelekt
लीक	lekte
लीक	lek
लीक	lekken
लीक	gelekt
अंडाशय	eierstokken
रोकते	hinderen
रोकते	belemmeren
जिम्मेदारियों	verantwoordelijkheid
जिम्मेदारियों	verantwoordelijkheden
मनोबल	moreel
मनोबल	moraal
बूढ़े	oudjes
मिर्गी	epilepsie
मस्ती	leuk
मस्ती	gezelligheid
मस्ती	gezellig
तितली	vlinder
ऊँट	kamelen
ऊँट	kameel
सेनानियों	strijders
सेनानियों	vechters
सेनानियों	boksers
आउटडोर	buiten
अथक	meedogenloos
ग्रास	gras
शमन	mitigatie
बक्से	boxen
बक्से	dozen
बक्से	vakjes
बक्से	kisten
वेट	nat
वेट	natte
हकदार	verdient
दोषपूर्ण	gebrekkig
चिकना	glad
चिकना	soepel
चिकना	gladde
रवैया	houding
जीर्णोद्धार	herstel
जीर्णोद्धार	restauratie
जीर्णोद्धार	restaureren
डिलीवरी	leveringen
डिलीवरी	leveranties
डिलीवरी	bezorging
डिलीवरी	oplevering
डिलीवरी	levering
सुस्पष्ट	expliciete
सुस्पष्ट	verscherpen
सुस्पष्ट	scherpen
सुस्पष्ट	expliciet
सुस्पष्ट	uitdrukkelijke
सुस्पष्ट	aanscherpen
सुस्पष्ट	slijpen
सुस्पष्ट	uitdrukkelijk
लोमड़ी	vos
लोमड़ी	vossen
ज्ञापन	notitie
स्कीम	regeling
ख़लीफ़ा	kalief
लाउडस्पीकर	luidspreker
विलंब	uitstel
विलंब	oponthoud
विलंब	vertraging
विलंब	uitstellen
प्लेटिनम	platina
कटा	gehakt
दन्त	tandheelkundige
स्वयंसेवकों	vrijwilliger
स्वयंसेवकों	arrestatieteam
स्वयंसेवकों	vrijwilligers
अपार्टमेंट	appartementen
पुट	anticiperen
पुट	anticipatie
प्रोटॉन	protonen
प्रदूषित	vervuild
प्रदूषित	vervuilde
प्रदूषित	verontreinigd
उल्लेखित	genoemd
उल्लेखित	gespecificeerde
उल्लेखित	opgegeven
उल्लेखित	vermeldde
उल्लेखित	gespecificeerd
उल्लेखित	vermeld
लोकेशन	locatie
लोकेशन	ligging
लोकेशन	lokatie
ट्रेलर	aanhanger
ट्रेलर	caravan
ट्रेलर	woonwagen
ट्रेलर	aanhangwagen
शेख़	sjeik
आउटसोर्सिंग	uitbesteden
तारक	ster
प्यारे	heerlijk
मुट्ठी	vuisten
मुट्ठी	vuist
कब्ज	verstopping
कब्ज	constipatie
व्यवधान	onderbreken
पढ़ाने	lesgeven
पढ़ाने	onderwijzen
आयत	vers
आयत	rechthoekig
आयत	rechthoek
अंतरंग	intiem
अंतरंग	intieme
कारीगरों	ambachtslieden
सूचनाएं	aanmeldingen
सूचनाएं	meldingen
धनु	boogschutter
अर्थशास्त्रियों	economen
मनोदशा	humeur
मनोदशा	stemming
फिश	vissen
वफादार	trouwe
वफादार	getrouwe
वफादार	trouw
टंकण	typen
तैरने	zwem
तैरने	zwemmen
जीवाश्मों	fossielen
दायरा	straal
दायरा	bereik
क्लीनर	schoonmaker
क्लीनर	schoner
क्लीनर	schoonmakers
वनवास	verbanning
वनवास	ballingschap
बिंब	afbeeldingen
बिंब	beelden
पारद	kwik
पारद	mercurius
कॉपर	koper
क्लिनिक	klinieken
क्लिनिक	kliniek
स्थिरांक	constanten
स्थिरांक	constante
प्रस्तुतियों	presentaties
जानें	leren
जानें	leer
मरीन	marinier
सेकेण्ड	seconden
निबन्ध	opstel
सालगिरह	jubileum
सालगिरह	huwelijksverjaardag
अपनाना	adoptie
अपनाना	adopteren
दर्जनों	tientallen
विवर्तन	diffractie
लंगर	verankeren
लंगर	anker
जोसफ	jozef
पूंजीवादी	kapitalistische
पूंजीवादी	kapitalisme
कैच	vangen
कैच	vangst
कैच	vang
डिस्लेक्सिया	dyslexie
न्यूरॉन्स	neuronen
चमड़ा	lederen
चमड़ा	leder
चमड़ा	leer
अनायास	spontaan
अनायास	onbewust
वैनिला	vanille
संपादकीय	hoofdartikel
संपादकीय	redactionele
संपादकीय	redactie
शिपिंग	verzending
शिपिंग	scheepvaart
शिपिंग	verzenden
शिपिंग	verschepen
ब्रश	borstel
ब्रश	poetsen
ब्रश	penseel
डैम	verdorie
डैम	verdomme
बहुलता	polynoom
आयातित	geïmporteerde
आयातित	geïmporteerd
आयातित	ingevoerd
आरोपी	beschuldigd
आरोपी	beschuldigde
मैडम	mevrouw
डायरेक्ट	rechtstreekse
डायरेक्ट	rechtstreeks
डायरेक्ट	directe
शब्दकोष	woordenboek
शब्दकोष	binair
शब्दकोष	binaire
आंगन	binnenplaats
डिश	schotel
कीटोन	keton
संप्रभुता	soevereiniteit
मिलें	ontmoeten
मिलें	ontmoet
वायुमण्डल	atmosfeer
वायुमण्डल	sfeer
वायुमण्डल	dampkring
निरंकुश	autocratische
ख़ानत	kanaat
रिश्वत	smeergeld
रिश्वत	omkopen
रिश्वत	omkoping
रिश्वत	steekpenningen
क्लॉक	klok
फ़ाइलें	dossiers
फ़ाइलें	bestanden
पब	kroeg
दोगुना	dubbele
दोगुना	dubbel
दोगुना	verdubbelen
दोगुना	verdubbeling
दोगुना	tweepersoons
ब्रॉड	brede
ब्रॉड	breed
रेखाएं	lijnen
जिंक	zink
शराबी	dronkaard
शराबी	dronken
विचारधाराओं	ideologieën
ख़तरा	gevaar
ख़तरा	risico
ख़तरा	gevaren
अटूट	onbreekbaar
चील	arend
चील	adelaar
जुआ	gokken
अप्रिय	onplezierig
अप्रिय	beledigend
अप्रिय	offensief
अप्रिय	onaangenaam
अप्रिय	aanstootgevend
अप्रिय	onprettig
अप्रिय	ongeliefd
हाफ	helft
सबक	lesje
सबक	les
असंतुलन	onbalans
असंतुलन	onevenwichtigheid
घुमाव	rotatie
तानाशाह	despoot
भूजल	grondwater
लकडी	hout
उपनगरों	voorsteden
उपनगरों	buitenwijken
उपनगरों	buitenwijk
सोमालिया	somalië
सेहत	gezondheid
कर्मकांड	rituelen
गर्त	geul
गर्त	trog
गर्त	loopgraaf
दुर्व्यवहार	misbruik
दुर्व्यवहार	misbruiken
दुर्व्यवहार	mishandeling
इत्र	parfum
इत्र	parfums
गाती	zingt
ड्यूटी	plicht
वहीँ	er
वहीँ	daar
बहाली	herstel
बहाली	restauratie
बहाली	restaureren
नर्सिंग	verpleging
खरीदना	aankoop
खरीदना	aanschaffen
खरीदना	inkoop
आलोचनाओं	kritiek
स्पाइडर	spin
स्पाइडर	spinnen
किफायती	zuinig
बहनें	zussen
बहनें	zusters
बहनें	zusjes
अंदाज़	stijl
एकाएक	plotseling
एकाएक	ineens
एकाएक	plots
एकाएक	opeens
पाले	bleek
पाले	bleke
सैक्सन	saksen
समीपवर्ती	detecteert
असंतुष्ट	ontevreden
राक्षसों	duivels
राक्षसों	demonen
कोरल	koralen
कोरल	koraal
असुविधा	ongemak
असुविधा	ongemakken
जीना	levende
कामदेव	cupido
यौवन	puber
यौवन	puberteit
मौतें	sterfte
मौतें	sterfgevallen
शेक	schud
शेक	schudden
जमानत	borgtocht
जमानत	borgsom
फीड	voedt
फीड	voeden
फीड	voeder
बगदाद	bagdad
बीवी	echtgenote
बीवी	vrouw
सादगी	eenvoud
गलियारे	gangpad
श्यानता	viscositeit
सतर्कता	waakzaamheid
उजाला	duisternis
उजाला	duister
संघटक	ingrediënt
संघटक	ingrediënten
कार्यवाहक	conciërge
सिरका	azijn
बोर	vervelen
बोर	verveeld
बोर	verveling
गेटवे	toegangspoort
गेटवे	poort
गेटवे	doorgang
रोष	verontwaardiging
ध्वनियाँ	klinkt
ध्वनियाँ	klanken
ध्वनियाँ	geluiden
कमियों	onvolkomenheden
विनियम	regulering
विनियम	verordening
विनियम	regelgeving
मंशा	voornemens
मंशा	bedoelingen
मंशा	intenties
मिलाप	cohesie
मिलाप	samenhang
अलविदा	dag
अलविदा	vaarwel
अलविदा	daag
अलविदा	doei
जलयान	schip
अखंड	ononderbroken
अत्यावश्यक	spoed
अत्यावश्यक	dringend
अत्यावश्यक	urgentie
प्रतिस्पर्धात्मक	concurrerende
प्रतिस्पर्धात्मक	concurrerend
प्रतिस्पर्धात्मक	competitief
प्रतिस्पर्धात्मक	competitieve
लहसुन	knoflook
आउटलुक	vooruitzichten
बेची	verkocht
बेची	verkochte
नवीं	negende
सहनशीलता	uithoudingsvermogen
फर	vacht
फर	bont
स्कॉच	whisky
प्राच्य	oosterse
प्राच्य	oosters
पंजे	klauwen
पंजे	pootjes
पंजे	poten
शावक	welpen
शावक	welp
व्हेल	walvis
पुनर्मिलन	hereniging
पुनर्मिलन	réunion
पुनर्मिलन	reünie
पुनर्मिलन	weerzien
भयावह	macabere
प्रायश्चित	boetedoening
लघुगणक	logaritme
खतना	besneden
खतना	besnijdenis
दखल	bemoeien
मुहर	verzegeling
मुहर	zeehond
मुहर	zegel
मुहर	verzegelen
अपरिवर्तित	ongewijzigd
अपरिवर्तित	ongerepte
अपरिवर्तित	onveranderd
अपरिवर्तित	ongerept
अपरिवर्तित	ongewijzigde
अप्रभावी	ineffectief
इंटेलिजेंस	inlichtingen
इंटेलिजेंस	inlichtingendienst
इंटेलिजेंस	intelligentie
आंधी	noodweer
आंधी	tyfoon
आंधी	onweer
कीनिया	kenia
छायावादी	mystieke
छायावादी	mystiek
अधिसूचना	kennisgeving
अधिसूचना	meldingen
अधिसूचना	melding
अधिसूचना	notificatie
अधिसूचना	aanmelding
अधिसूचना	aanmeldingen
परवरिश	ouderschap
परवरिश	opvoeding
परवरिश	opvoeden
क्वालिटी	kwaliteit
गे	homo
गे	homoseksueel
बन्दर	aapje
बन्दर	aap
मोटापा	zwaarlijvigheid
मोटापा	obesitas
मोटापा	overgewicht
कीमतें	prijzen
गिलास	glazen
गिलास	glas
वाह	amai
वाह	wauw
चश्मा	glazen
चश्मा	bril
चश्मा	brillen
शिथिलता	speling
जिनेवा	genève
जिनेवा	geneve
बैंकर	bankier
जेलीफ़िश	kwallen
जेलीफ़िश	kwal
बल्ब	gloeilamp
अस्वीकृति	afwijzingen
अस्वीकृति	verwerping
अस्वीकृति	afkeuring
अस्वीकृति	afwijzing
परिधीय	perifeer
फुटेज	beeldmateriaal
लोलक	slinger
निम्नतम	laagst
निम्नतम	laagste
आसुत	gedistilleerd
आसुत	gedestilleerd
नीबू	citroen
नीबू	limoen
अरे	hé
अरे	he
स्टोरेज	opslag
गैलन	gallon
गैलन	liters
शीतोष्ण	gematigd
शीतोष्ण	gematigde
गोलियां	pillen
अपस्फीति	deflatie
कोकीन	cocaïne
युद्धपोत	oorlogsschip
कारपोरेशन	corporatie
असहाय	hulpeloze
असहाय	hulpeloos
मुसीबत	problemen
मुसीबत	moeilijkheden
ख़ुशी	blijheid
ख़ुशी	geluk
ख़ुशी	blijdschap
ख़ुशी	genoegen
ख़ुशी	plezier
ख़ुशी	genot
वेव	zwaaien
वेव	golf
हनी	schat
हनी	honing
वितरक	distributeur
वितरक	verdeler
हालिया	recente
लाओ	brengen
लाओ	breng
खाए	grazen
स्विमिंग	zwemmen
प्रबुद्ध	verlicht
प्रबुद्ध	verlichte
केबिन	hutten
केबिन	kajuit
केबिन	blokhut
केबिन	hut
केबिन	cabine
पारस	filosoof
जवाबदेही	verantwoording
जवाबदेही	verantwoordelijkheid
जेनेवा	genève
जेनेवा	geneve
संक्रांति	zonnewende
सैंकड़ों	honderden
कलेक्शन	verzameling
कलेक्शन	inzameling
कलेक्शन	collectie
कलेक्शन	verzamelen
कैनवास	doek
बोलती	spreekt
बागवानी	tuinieren
बागवानी	tuinbouw
कुकी	koekjes
कुकी	koekje
सॉकर	voetballen
सॉकर	voetbal
स्काउट	verkenners
स्काउट	verkenner
जिंदा	levend
दाढ़ी	baard
मानवतावाद	humanisme
छतों	dak
प्राचीनता	oudheid
पाण्डुलिपि	handschrift
ग्रीनलैंड	groenland
शेली	shelly
एयरवेज़	luchtwegen
असहमत	oneens
ट्रेनों	treinen
साग	groenen
इवेंट	gebeurtenis
इवेंट	evenement
सादृश्य	analogie
चकित	verraste
चकित	verbaasde
चकित	verbaasd
चकित	verrast
बिट्स	beetjes
बिट्स	stukjes
सामंती	feodale
निलंबन	suspensie
निलंबन	opschorting
निलंबन	schorsing
निलंबन	vering
तरक्की	bevordering
तरक्की	promotie
तरक्की	promoten
मांगों	eisen
रफ्तार	snelheid
रफ्तार	toerental
द्विपक्षीय	bilateraal
निष्कर्षण	winning
निष्कर्षण	extractie
उदारीकरण	liberalisatie
उदारीकरण	liberalisering
खाद्यान्न	ontbijtgranen
खाद्यान्न	granen
खाद्यान्न	cornflakes
बनवाई	gebouwd
बनवाई	gebouwde
कुचल	geplet
कुचल	verbrijzeld
कुचल	verpletterd
कुचल	verplettert
मौलिकता	originaliteit
हेवीवेट	zwaargewicht
क्रू	bemanning
क्रू	bemanningen
क्रू	ploegen
अखंडता	integer
अखंडता	integriteit
काटना	hapje
काटना	bijt
काटना	bijten
काटना	hakken
माताओं	moeders
आदर्शवाद	idealisme
विश्वासघात	verraad
विश्वासघात	bedrogen
विश्वासघात	verraden
आरोहण	hemelvaart
उर्वरकों	kunstmest
उर्वरकों	meststoffen
अनाम	anonieme
अनाम	anoniem
अनाम	naamloos
शुभारम्भ	gelanceerd
योगदानकर्ता	bijdragers
बेतार	draadloos
नट	moer
नट	noot
गिरफ़्तार	arresteren
गिरफ़्तार	aanhouding
गिरफ़्तार	arrestatie
मेडागास्कर	madagaskar
नवीनता	vernieuwing
नवीनता	innovatie
नवीनता	innovaties
प्रकटीकरण	openbaarmaking
रचनात्मकता	creativiteit
प्रशंसनीय	prijzenswaardig
प्रशंसनीय	lovenswaardig
पत्नियों	echtgenotes
मोटापे	obesitas
एकसमान	identieke
एकसमान	identiek
कैप्शन	onderschriften
कैप्शन	onderschrift
कैप्शन	titel
पसीना	zweten
पसीना	zweet
पसीना	transpiratie
सममित	symmetrische
सममित	symmetrisch
सीपीयू	processor
गैसीय	gasvormige
मनाये	vierden
मनाये	gevierd
बोन	botten
बोन	botje
बोन	bot
मुर्गी	kippen
मुर्गी	kip
तस्मानिया	tasmanië
ब्लास्ट	ontploffing
ब्लास्ट	knallen
हिदायत	begeleide
हिदायत	begeleid
हिदायत	geleid
हिदायत	geleide
गलतियाँ	fouten
गलतियाँ	vergissingen
हेपरिन	heparine
उन्माद	manie
बैंको	banken
तालाबों	vijvers
डेन	deen
मास्क	maskers
मास्क	masker
टोकरी	mandje
टोकरी	mand
खुलकर	openlijk
फैक्टरी	fabriek
बहाना	ontduiking
बहाना	ontduiken
बहाना	excuus
निर्जन	eenzame
निर्जन	eenzaam
निर्जन	eenzaamheid
राइन	rijn
पैगम्बर	profeet
पैगम्बर	profeten
रेशा	zijde
रेशा	vezel
रेशा	zijden
रेशा	vezels
चेकोस्लोवाकिया	tsjechoslowakije
इष्टतम	optimaal
इष्टतम	optimale
जेनेटिक	genetisch
जेनेटिक	genetische
उठाता	verhoogt
खरीदार	koper
खरीदार	afnemer
खरीदार	kopers
टूना	tonijn
अग्न्याशय	alvleesklier
विली	willy
संतति	nageslacht
संतति	kindje
संतति	nakomeling
संतति	nakomelingen
संतति	kind
संतति	kroost
चाची	tante
अधीक्षक	hoofdinspecteur
अधीक्षक	hoofdagent
फ़ील्ड	akkers
फ़ील्ड	velden
फ़ील्ड	veld
सर्वव्यापी	alomtegenwoordige
गैरकानूनी	bandiet
गैरकानूनी	vogelvrij
चित्रांकन	tekening
चित्रांकन	tekenen
कैटलन	catalaanse
कैटलन	catalaans
तातार	tataars
संयोगवश	overigens
नीदरलैंड्स	nederland
कोबाल्ट	kobalt
जीडीपी	bnp
जीडीपी	bbp
अपमानित	beledigd
अपमानित	vernederd
अपमानित	vernederde
अपमानित	beledigde
मोस्ट	meest
मोस्ट	meesten
मोस्ट	meeste
व्याख्याता	docent
बैटल	veldslag
बैटल	slag
बैटल	strijd
बैटल	gevecht
इलायची	kardemom
छेड़छाड़	plagen
ब्यूटी	schoonheid
मसालेदार	pikant
मसालेदार	gekruid
मसालेदार	pittige
मसालेदार	pittig
राइफल्स	geweren
बदनाम	berucht
बदनाम	beruchte
शक्कर	suikers
शक्कर	suiker
ताकतवर	machtigste
लैब	labo
परियोजनाएँ	projecten
वरना	anders
अनधिकृत	onbevoegd
अनधिकृत	ongeoorloofd
अनधिकृत	onbevoegde
क्लिप	fragment
रिश्तेदारों	familieleden
रिश्तेदारों	verwanten
हैं,	zijn,
पारदर्शिता	alfa
पारदर्शिता	transparantie
पारदर्शिता	doorzichtigheid
पारदर्शिता	transparant
अव्यक्त	impliciete
अव्यक्त	impliciet
उन्नीस	negentien
बेक	bakken
सौजन्य	beleefdheid
सौजन्य	hoffelijkheid
गौरवशाली	glorieus
गौरवशाली	glorieuze
अनार	granaatappel
पहिये	velgen
पहिये	wielen
अव्यवस्थित	uitzetten
सुसंगत	coherente
सुसंगत	samenhangend
प्राइम	priemgetal
सेनाएँ	legioenen
गुमराह	misleidend
गुमराह	misleidende
गुमराह	misleiden
झींगा	garnaal
झींगा	garnalen
झींगा	kreeften
झींगा	kreeft
ट्रेल	spoor
दरवाजों	deuren
