категория	categorie
турине	turijn
уверенность	zelfverzekerd
уверенность	zelfverzekerde
уверенность	vertrouwen
уверенность	zekerheid
уверенность	zelfvertrouwen
внучка	kleindochter
патологии	pathologie
австралийская	australische
австралийская	australisch
австралийская	australiër
тысяча	duizend
преследовать	stalken
колонизации	kolonisatie
сбежать	ontsnappen
сбежать	ontsnapping
захватчиков	indringers
сокровища	schat
сокровища	schatten
минералов	delfstoffen
минералов	mineralen
жуковский	zjoekovski
малайзия	maleisië
заочно	verstek
ижевск	izjevsk
соседями	buren
соседями	buurlanden
газы	gassen
динамики	dynamiek
берн	bern
доблесть	moed
тяжелые	zware
тяжелые	heftig
тяжелые	zwaar
акула	haai
акула	haaien
интерпретация	vertolking
интерпретация	uitlegging
интерпретация	interpretatie
интерпретация	tolken
развитых	ontwikkelden
развитых	ontwikkeld
развитых	ontwikkelde
рут	wortel
галактик	sterrenstelsels
отображается	getoond
отображается	getoonde
отображается	weergegeven
юридически	wettelijk
юридически	juridisch
юридически	legaal
мгновенно	direct
мгновенно	onmiddelijk
мгновенно	onmiddellijk
умереть	sterf
умереть	sterven
поездка	rit
дискриминации	discriminatie
четвертый	vierde
конференцию	conferentie
дамы	dames
стальной	staal
стальной	stalen
обстрел	beschietingen
подписей	handtekeningen
рабство	slavernij
представителям	vertegenwoordigers
уместно	toepasselijk
уместно	passende
уместно	passend
уместно	gepast
уместно	geschikt
физическое	fysieke
физическое	lichamelijke
физическое	lichamelijk
физическое	fysiek
предшественника	voorganger
сопровождение	begeleiders
сопровождение	escorte
каспийского	kaspische
рассмотрим	overweeg
рассмотрим	overwegen
стоп	stoppen
понедельник	maandag
демократы	democraat
демократы	democraten
стаж	anciënniteit
локальных	gelokaliseerd
локальных	gelokaliseerde
обязанность	verplichting
обязанность	plicht
любимых	favorieten
приключений	avontuurlijk
приключений	avontuurlijke
готовит	koks
готовит	kookt
листы	lakens
листы	vellen
листы	bladen
повторять	herhaling
повторять	herhaal
повторять	herhalen
обращает	trekt
обращает	tekent
диас	díaz
повторяю	herhaling
повторяю	herhaal
повторяю	herhalen
туниса	tunesisch
туниса	tunesische
туниса	tunesië
шторм	noodweer
шторм	onweer
толпа	maffia
толпа	menigte
регулирование	regulering
регулирование	verordening
регулирование	regelgeving
мобильные	mobiel
широты	breedtegraad
волнения	opwinding
волнения	onlusten
волнения	onrust
волнения	spanning
трансляция	uitgezonden
трансляция	uitzenden
трансляция	uitzending
нормальное	normale
нормальное	normaal
арки	bogen
слабым	zwakke
слабым	slap
слабым	zwakken
слабым	zwak
лишены	ontnomen
лишены	beroofd
лишены	gestript
лишены	ontdaan
пояснение	verklaring
пояснение	uitleg
пояснение	toelichting
яйцо	ei
яйцо	eitje
яйцо	eieren
геноцид	volkerenmoord
подчеркнуть	accentueren
подчеркнуть	benadrukken
подчеркнуть	onderstrepen
подчеркнуть	hoogtepunt
рубин	ruben
вымышленный	fictief
вымышленный	fictieve
занята	bezig
занята	bezet
занята	druk
омар	kreeften
омар	kreeft
урегулирования	nederzetting
урегулирования	schikking
урегулирования	afwikkeling
урегулирования	vereffening
публичные	publiek
публичные	openbaar
британское	britse
британское	brits
британское	britten
странное	vreemd
странное	vreemde
странное	raar
гренландии	groenland
мучеников	martelaren
изготовлены	vervaardigd
изготовлены	gefabriceerd
изготовлены	geproduceerd
изготовлены	vervaardigde
европейцев	europeanen
тёмная	duister
тёмная	donkere
тёмная	donker
сыр	kaas
поздний	laat
стрелы	pijl
стрелы	pijlen
разумно	redelijk
разумно	redelijke
разумно	redelijkerwijs
техник	technicus
партизанской	guerrilla
жертва	slachtoffer
жертва	offeren
жертва	offer
жертва	opoffering
пшеницы	tarwe
биологическое	biologische
биологическое	biologisch
валюта	valuta
валюта	munt
валюта	munteenheid
ливан	libanon
смешанной	hybride
потребностей	behoeften
потребностей	noden
бухте	baai
еврей	joods
еврей	jood
еврей	joodse
сайдинг	zijspoor
кинематографии	cinematografie
продавать	verkopen
продавать	verkoop
гигантский	reuze
гигантский	reus
узкий	smalle
узкий	smal
кора	hersenschors
кора	bast
кора	blaffen
кора	schors
шерсть	vacht
шерсть	bont
шерсть	wol
конечная	ultieme
амур	amoer
действовало	handelde
действовало	gehandeld
расчета	bereken
расчета	berekening
расчета	berekenen
расчета	berekeningen
толпы	menigte
легких	long
легких	longen
строит	bouwt
гавайи	hawaï
механических	mechanische
механических	mechanisch
снаряды	hulzen
снаряды	projectielen
снаряды	schelpen
воплощение	incarnatie
воплощение	belichaming
манифест	manifesteren
манифест	manifest
зрелости	looptijd
зрелости	volwassenheid
зрелости	rijpheid
доклады	verslagen
доклады	rapporten
раны	wonden
подготовить	voorbereiden
подготовить	klaarmaken
боится	bang
верный	trouwe
верный	loyaal
верный	loyale
верный	trouw
сексуальные	seksueel
сексуальные	seksuele
коллегия	hogeschool
коллегия	universiteit
форматы	formaten
твой	je
твой	uw
твой	jouw
твой	uwe
солей	zolen
солей	zouten
лень	luiaard
лень	luie
лень	luilak
лень	luiheid
лень	laksheid
лень	lui
переработка	verfijnen
переработка	verwerking
переработка	recyclen
переработка	verwerken
переработка	raffinage
телеведущий	omroeporganisatie
относительная	relatief
относительная	relatieve
входящий	inkomend
входящий	binnenkomende
входящий	inkomende
тонны	ton
тонны	tonnen
проверено	gecontroleerd
проверено	geverifieerde
проверено	nagekeken
проверено	geverifieerd
проверено	gecheckt
корнелий	cornelis
плита	bord
плита	fornuis
плита	plaat
плита	kachel
отметки	taggen
предшественников	voorgangers
глубокие	diep
глубокие	diepe
наследников	erfgenamen
племянника	neef
племянника	neefje
мороз	vorst
плоскость	vliegtuig
базилика	basiliek
бани	baden
бани	bad
килограммов	kilogram
пари	inzet
пари	wedden
пари	inzetten
пари	weddenschap
достигнут	bereikt
достигнут	bereikte
призывает	drang
призывает	driften
мохаммед	mohammed
разведывательный	verkenning
лучи	balken
лучи	stralen
красивый	knap
красивый	knappe
назначить	nomineer
назначить	nomineren
назначить	toekennen
назначить	toewijzen
пятеро	vijf
посещение	bezoeken
посещение	bezoek
охотники	jagers
брянск	brjansk
сербы	serven
сербы	serviërs
сербы	servisch
сербы	servische
духовенство	priesterschap
психологические	psychologisch
психологические	psychologische
услышал	hoorde
услышал	gehoord
суворов	soevorov
индивидуально	aangepast
индивидуально	individueel
индивидуально	maatwerk
индивидуально	aangepaste
следователь	onderzoeker
презентации	presentaties
презентации	presentatie
практические	praktische
практические	praktisch
франциск	franciscus
франциск	frans
серы	zwavel
сократилось	verminderd
сократилось	afgenomen
сократилось	verminderde
сократилось	verlaagd
сократилось	gedaald
сократилось	verlaagde
зарегистрирована	geregistreerd
зарегистрирована	geregistreerde
зарегистрирована	ingeschreven
опубликованный	gepubliceerde
опубликованный	uitgegeven
опубликованный	gepubliceerd
опубликованный	verschenen
переписал	herschreef
изгнание	uitzetting
изгнание	uitwijzing
изгнание	verbanning
изгнание	ballingschap
изгнание	verdrijving
вертикальные	verticale
вертикальные	verticaal
капелла	capella
темно	duister
темно	donkere
темно	donker
дедушка	grootvader
дедушка	opa
пригородных	forens
долготы	lengtegraad
муравьи	mieren
священная	geheiligd
священная	heilig
священная	heilige
дождей	regenachtige
способные	capabel
способные	bekwaam
упомянутых	vermeldde
упомянутых	genoemd
упомянутых	vermeld
интенсивно	intensief
интенсивно	intens
интенсивно	heftig
шкала	schalen
шкала	schaal
подробный	gedetailleerd
подробный	gedetailleerde
требуются	vereist
требуются	vereiste
макдональд	mcdonalds
пробы	monsters
пробы	stalen
помогали	geholpen
хозяйка	minnares
хозяйка	meesteres
хозяйка	gastvrouw
клиники	klinieken
клиники	kliniek
исключая	uitgezonderd
свиней	zwijnen
свиней	varkens
цифровые	digitaal
отменена	geannuleerd
отменена	geannuleerde
отменена	afgelast
увеличена	vergrote
увеличена	uitgebreid
увеличена	vergroot
китайцы	chinees
китайцы	chinezen
благодарен	dankbaar
адвокаты	juristen
адвокаты	advocaten
отличает	onderscheidt
учительница	leraar
учительница	onderwijzer
учительница	leerkracht
учительница	docent
учительница	lerares
медик	hospik
проявление	manifestatie
спрос	eis
спрос	eisen
титана	titaan
тестирование	tests
тестирование	testen
сомнительной	dubieus
сомнительной	twijfelachtig
сомнительной	dubieuze
сомнительной	twijfelachtige
объявлены	geadverteerd
убедительно	overtuigend
убедительно	overtuigen
убедительно	overtuigende
бароны	baronnen
объясните	verklaar
объясните	uitleggen
автограф	handtekening
красивая	prachtig
красивая	mooi
красивая	mooie
змеи	slang
змеи	slangen
лодке	boot
мониторинга	toezicht
катер	speedboot
дефицит	tekort
дефицит	tekorten
критический	kritische
критический	kritisch
критический	kritiek
возобновил	hervat
мощь	vermogen
мощь	kracht
мощь	macht
готовить	kok
готовить	koken
готовить	kook
незначительно	lichtelijk
незначительно	enigszins
незначительно	lichtjes
лили	lelie
человечество	menselijkheid
человечество	mensheid
курсивом	cursief
материально	logistiek
изображает	portretteert
начальный	initiële
мягкой	milde
приехали	gearriveerd
приехали	aangekomen
обряды	sacramenten
двойная	dubbele
двойная	dubbel
двойная	verdubbelen
двойная	tweepersoons
еды	eten
еды	levensmiddelen
еды	voedsel
напитки	drankjes
напитки	drank
напитки	dranken
напитки	drankje
задержан	vastgehouden
задержан	opgepakt
задержан	gearresteerd
задержан	aangehouden
встретили	ontmoette
встретили	ontmoet
копья	speren
копья	lansen
спорный	controversiële
спорный	controversieel
спорный	omstreden
невесты	bruiden
чернобыльской	tsjernobyl
захвачены	gevangengenomen
захвачены	gevangen
колокола	klokken
зоологии	zoölogie
временная	uitzendkracht
временная	tijdelijke
временная	tijdelijk
чудес	wonderen
чудес	mirakels
терминология	terminologie
необходимый	nodig
необходимый	noodzakelijke
необходимый	noodzakelijk
проголосовали	gestemd
проголосовали	stemde
планирование	plannen
планирование	planning
сура	soera
демон	duivel
демон	demoon
хранитель	wachter
хранитель	voogd
хранитель	bewaker
хранитель	hoeder
хранитель	houder
хранитель	blijvertje
опасные	gevaarlijk
опасные	gevaarlijke
тепловой	thermische
тепловой	thermisch
молот	hamer
бессмысленно	zinloos
бессмысленно	nutteloos
бессмысленно	zinloze
панамы	panamese
фантазии	fantasieën
фантазии	fantasie
круглые	rondje
круглые	rond
круглые	ronde
вену	bloedvat
вену	ader
металлический	metalen
летать	vliegend
летать	vlieg
летать	vliegen
порошок	kruit
порошок	poeder
дыхание	ademen
дыхание	ademhalen
дыхание	adem
дыхание	ademhaling
поставок	leveringen
поставок	voorraad
поставок	benodigdheden
поставок	voorraden
поставок	bevoorrading
отход	vertrek
обойти	omleiding
обойти	rondweg
обойти	omzeilen
моряки	matrozen
моряки	zeelui
моряки	zeelieden
моряки	zeevarenden
секты	sekten
напиток	drank
напиток	drinken
напиток	dranken
напиток	drankje
параллельных	parallelle
зерновых	graangewassen
зерновых	granen
зерновых	graan
исследовать	verkennen
исследовать	ontdekken
посланник	boodschapper
посланник	apostel
посланник	afgezant
посланник	gezant
теологии	theologie
купе	coupé
купе	compartiment
добавьте	voeg
добавьте	toevoegen
приказы	bestellingen
приказы	bevelen
магия	magisch
магия	magie
опубликовать	bericht
опубликовать	publiceren
опубликовать	publiceer
конфедерация	confederatie
конфедерация	bondsstaat
спроса	eis
спроса	eisen
ежегодная	jaarlijks
уилл	zal
уилл	zullen
стрелков	schutters
девятый	negende
толкования	interpretaties
прах	as
диктатуры	dictatuur
диктатуры	dictaturen
махачкала	machatsjkala
дополнять	aanvulling
дополнять	aanvullen
тибет	tibetaanse
больным	ziek
больным	zieken
пожаров	vuren
пожаров	branden
умело	vakkundig
чая	thee
резкое	abrupte
игрушки	speelgoed
игрушки	speeltje
игрушки	speeltjes
муки	bloem
муки	meel
молния	bliksem
молния	rits
отменено	geannuleerd
отменено	geannuleerde
отменено	afgelast
близость	verwantschap
близость	affiniteit
близость	intimiteit
близость	nabijheid
хореограф	choreograaf
минимальные	minimaal
минимальные	minimale
проникает	doordringt
египетский	egyptische
египетский	egyptisch
повторение	herhaling
убедил	overtuigd
убедил	overtuigde
убедил	overgehaald
господства	overheersing
господства	dominantie
профессионал	professionele
профессионал	professioneel
разделяет	aandelen
разделяет	verdeelt
разделяет	gedeeld
разделяет	gedeelde
клюв	snavel
баллада	ballade
немец	duits
немец	duitse
бросает	gooit
бросает	worpen
склонен	geneigd
раскрытия	openbaarmaking
огни	verlichting
огни	lampen
огни	licht
огни	lichten
огни	lichtjes
любимая	geliefd
любимая	favoriete
любимая	geliefde
любимая	favoriet
береговая	kust
береговая	kustlijn
копенгаген	kopenhagen
шин	banden
шин	scheenbeen
луганск	loehansk
обычай	aangepast
обычай	aangepaste
обычай	maatwerk
тор	tem
бежит	loopt
пророк	profeet
браки	trouwen
браки	huwelijken
браки	huwelijk
ненависти	haat
ненависти	haten
ненависти	hekel
налоговой	belastingdienst
мученик	martelaar
слияние	samenvoeging
слияние	fusie
слияние	samenvoegen
жаркое	roosteren
жаркое	gebraden
радикально	radicaal
радикально	radicale
шестое	zesde
смешанная	vermengd
смешанная	gemengd
смешанная	gemengde
смешанная	gemixt
залах	hallen
залах	zalen
читаем	lezen
читаем	lectuur
читаем	lezing
фальсификации	vervalsing
фальсификации	vervalsen
интеллект	inlichtingen
интеллект	inlichtingendienst
интеллект	intelligentie
конечностей	ledematen
ускорения	acceleratie
ускорения	versnelling
ускорения	versnellen
линейной	lineaire
линейной	lineair
аудитория	doelgroep
аудитория	publiek
привилегии	voorrechten
привилегии	voorrecht
привилегии	bevoegdheden
истина	waarheid
ненависть	haat
ненависть	haten
ненависть	hekel
остро	pikant
остро	gekruid
остро	pittige
остро	pittig
верности	trouw
азербайджанцев	azerbeidzjanen
мурманск	moermansk
потолок	plafond
сдпг	gpd
сдпг	epd
связать	verbind
связать	verbinden
связать	koppeling
связать	binden
будущие	toekomst
будущие	toekomstige
будущие	toekomstig
альтернативных	plaatsvervanger
альтернативных	afwisselen
преобразований	transformaties
меру	maatstaf
меру	meet
меру	meten
меру	maatregel
родителям	ouders
политически	politiek
выдача	uitgifte
выдача	uitwijzing
выдача	uitlevering
механические	mechanische
механические	mechanisch
увольнения	ontslag
тактика	tactiek
тактика	tactieken
подавление	repressie
подавление	onderdrukking
привлечение	trekken
привлечение	uitlokking
привлечение	aantrekken
аналогичное	vergelijkbare
аналогичное	soortgelijk
аналогичное	vergelijkbaar
аналогичное	soortgelijke
аналогичное	gelijkaardig
подборка	geselecteerde
подборка	compilatie
подборка	gekozen
подборка	uitgekozen
подборка	geselecteerd
подборка	selectie
биологические	biologische
биологические	biologisch
повторения	herhaling
лишение	ontbering
склонность	neiging
настроение	humeur
настроение	stemming
температуру	temperatuur
вертикально	verticale
вертикально	verticaal
дорожки	sporen
дорожки	rupsbanden
дорожки	nummers
подземные	ondergronds
подземные	ondergrondse
хакасия	chakassië
заяц	konijnen
заяц	konijntje
заяц	konijn
заяц	haas
кейн	kaïn
посвятить	wijden
компромисс	compromissen
компромисс	compromis
ценный	kostbaar
ценный	waardevolle
ценный	waardevol
финансы	financieel
финансы	financieren
финансы	financien
финансы	financiën
параллели	parallellen
видных	prominente
справки	onderzoeken
тормоза	remmen
тормоза	rem
камбоджи	cambodjaanse
камбоджи	cambodja
охотников	jagers
базовый	fundamentele
отрывки	doorgangen
паром	veerboot
поместья	landgoederen
сессия	sessie
сессия	zitting
перечисленные	opgesomd
спад	recessie
спад	neergang
спад	dip
реконструкцию	reconstructie
реконструкцию	wederopbouw
реконструкцию	heropbouw
поддержание	onderhoud
завершается	concludeert
вильям	willem
босс	baas
религиозное	religieus
религиозное	religieuze
свинца	loden
свинца	lood
свинца	leiden
депортации	uitgezet
депортации	uitzetting
депортации	uitgewezen
депортации	deportaties
депортации	uitwijzing
депортации	deportatie
депортации	gedeporteerd
декрет	decreet
морали	moraliteit
морали	moraal
тайм	tijd
интенсивности	intensiteit
ограниченный	beperkte
ограниченный	gelimiteerd
ограниченный	beperkt
колена	knie
национализм	nationalisme
президентов	presidenten
президентов	voorzitters
коров	koeien
внука	kleinzoon
внука	kleinkind
беспорядков	onlusten
беспорядков	verstoring
беспорядков	ongeregeldheden
беспорядков	rellen
беспорядков	verstoringen
беспорядков	oproer
беспорядков	onrust
беспорядков	storingen
субъект	onderwerp
субъект	proefpersoon
рекламные	promotionele
наименее	minste
наименее	minst
заместители	plaatsvervangers
заместители	afgevaardigden
пообещал	beloofd
пообещал	beloofde
биеннале	biënnale
моллюсков	mosselen
моллюсков	schelpdieren
отрицание	ontkenning
волокон	vezels
господь	heer
господь	heere
свобод	vrijheden
полезный	behulpzaam
полезный	bruikbaar
полезный	nuttig
камеруна	kameroense
камеруна	kameroen
преступник	overtreder
преступник	dader
преступник	crimineel
преступник	misdadig
преступник	misdadiger
иудаизм	jodendom
телескопа	telescoop
бумага	papier
точками	stippen
точками	puntjes
кредит	krediet
кредит	lening
пламя	vlam
пламя	vlammen
доставить	bezorgen
доставить	afleveren
доставить	leveren
предоставлено	verleend
предоставлено	toegekend
ярмарка	eerlijke
ярмарка	redelijk
ярмарка	eerlijk
осторожно	voorzichtig
благодарности	dankbaarheid
журналистка	journaliste
журналистка	journalisten
фундамент	stichting
фундамент	fundering
несет	draagt
конкретное	beton
конкретное	concreet
конкретное	specifieke
конкретное	specifiek
конкретное	betonnen
критически	kritisch
викариат	vicariaat
доверять	vertrouwd
доверять	vertrouw
доверять	vertrouwde
доверять	vertrouwden
доверять	vertrouwen
тихонов	tichonov
надзор	toezicht
надзор	supervisie
сознании	bewustzijn
сознании	bewust
сознании	bewuste
бис	toegift
бис	bib
поверхностей	oppervlakten
поверхностей	oppervlakken
трубки	buisjes
трубки	buizen
регламент	verordeningen
регламент	regelgeving
регламент	regulering
регламент	reglementen
регламент	verordening
социализм	socialisme
ров	gracht
лишнее	overbodig
лишнее	onnodige
лишнее	overbodige
лишнее	onnodig
обширный	uitgebreid
обширный	uitgebreide
разместил	gepost
разместил	geplaatste
разместил	geplaatst
пятнадцать	vijftien
сгорел	afgebrand
сгорел	verbrand
делегация	delegeren
делегация	delegatie
спины	ruggen
юридическая	juridische
юридическая	wettelijk
юридическая	legaal
юридическая	wettig
юридическая	juridisch
мусор	prullenbak
мусор	vuilnis
мусор	afval
аппаратура	instrumentarium
аппаратура	uitrusting
аппаратура	materiaal
аппаратура	apparatuur
аппаратура	materieel
поставлено	geleverd
поставлено	aangeleverd
поставлено	bevoorraad
поставлено	geleverde
подняли	opgevoed
подняли	getogen
подняли	opgegroeid
лин	leng
розовый	roze
эффективного	efficiënt
эффективного	efficiënte
демонов	duivels
демонов	demonen
черные	zwarten
признает	herkent
признает	onderkent
признает	erkent
цивилизация	beschaving
пересмотреть	beoordeling
пересмотреть	herziening
пересмотреть	recensie
пересмотреть	herzien
наследования	erfenis
наследования	erfdeel
брук	beek
ежегодник	jaarboek
позвоночных	gewervelden
мандат	mandaat
лингвистика	taalkunde
африканский	afrikaans
африканский	afrikaanse
успешные	geslaagd
успешные	succesvol
успешные	geslaagde
успешные	succesvolle
пешком	wandeling
пешком	lopen
расширена	uitgebreid
делегаты	afgevaardigden
делегаты	gedelegeerden
выжить	overleven
выжить	overleef
ленинская	leninistische
цитирую	citeren
цитирую	citaat
цитирую	citeer
мудрости	wijsheid
рам	rammen
мадагаскар	madagaskar
копенгагене	kopenhagen
сухие	droge
сухие	droog
сухие	drogen
ввели	ingespoten
ввели	geïnjecteerd
исправление	correctie
искусственные	kunstmatige
искусственные	kunstmatig
китайское	chinees
китайское	chinezen
авто	automaat
авто	automatisch
ярмарки	beurzen
живое	levende
возражаю	bezwaarschrift
возражаю	bezwaren
возражаю	bezwaar
частые	veelvuldig
частые	frequente
противоречий	tegenstellingen
противоречий	tegenstrijdigheden
пользователю	gebruiker
прирост	verhoging
соображения	beschouwingen
соображения	reflecties
соображения	overwegingen
резня	slacht
резня	massamoord
резня	slachten
резня	slachting
резня	bloedbad
резня	slachtpartij
географической	geografisch
чешская	tsjechisch
чешская	tsjechische
приятно	leuk
приятно	fijn
приятно	mooi
приятно	lekker
самоа	samoaanse
рассчитан	berekende
рассчитан	berekend
магазинах	winkels
оценили	nominaal
оценили	beoordeelde
оценили	beoordeeld
оценили	gewaardeerd
похищение	kidnappen
похищение	ontvoering
химики	chemici
катерина	catharina
сатурн	saturnus
черепаха	schildpad
сидел	zat
типичные	typische
типичные	typisch
репутации	reputatie
выживших	overlevenden
выживших	nabestaanden
соня	zevenslaper
сегментов	segmenten
копеек	kopeken
писания	schriften
методологии	methodiek
методологии	methode
методологии	methodologie
титулярный	titulair
семейное	familie
семейное	gezin
азиатов	aziaten
перестройка	herstructureren
перестройка	herstructurering
перестройка	herstructureringen
мун	maan
туристический	toerist
двойное	dubbele
двойное	dubbel
двойное	verdubbelen
двойное	tweepersoons
ура	joepie
прохода	gangpad
шрифт	lettertype
браков	huwelijken
отклонить	afwijzen
отклонить	achteruitgang
отклонить	ontslaan
отклонить	verwerpen
отклонить	verval
ящик	doos
ящик	krat
ящик	vak
ящик	lade
равномерно	gelijkmatig
бесплатный	vrij
бесплатный	gratis
эфиопия	ethiopië
эфиопия	ethiopische
регулярное	regulier
регулярное	regelmatig
регулярное	reguliere
регулярное	regelmatige
почки	nier
почки	nieren
ингушетии	ingoesjetië
живущие	levende
проверил	gecontroleerd
проверил	nagekeken
проверил	gecheckt
диагностика	diagnose
диагностика	diagnostiek
диагностика	diagnoses
диагностика	diagnostische
продемонстрировал	aangetoond
продемонстрировал	gedemonstreerd
поправка	wijziging
поправка	correctie
поправка	amendement
освящена	gewijde
пистолеты	pistolen
пистолеты	kanonnen
пистолеты	geweren
пистолеты	wapens
скелет	skelet
скелет	geraamte
слабый	slap
слабый	zwakke
слабый	flauw
слабый	flauwvallen
слабый	zwak
слабый	zwakken
террор	verschrikking
террор	terreur
правосудия	rechtvaardigheid
правосудия	justitie
правосудия	gerechtigheid
лодку	boot
ассамблея	montage
ассамблея	assemblee
ассамблея	assemblage
милосердия	genade
милосердия	barmhartigheid
учета	boekhouding
учета	boekhouden
учета	boekhoudkundige
локализации	lokalisatie
ассоциаций	verenigingen
ассоциаций	associaties
фундаментальные	fundamentele
фундаментальные	fundamenteel
страдал	leed
контролирует	controles
принес	bracht
принес	gebracht
принес	meegebracht
шеи	nekken
чайковский	tsjaikovski
иезуитов	jezuïet
иезуитов	jezuïeten
развить	ontwikkelen
стили	stijlen
востоковед	oriëntalist
пёс	hond
пёс	hondje
выдержки	extracten
выдержки	fragmenten
лишить	ontnemen
столкнулись	gebotst
столкнулись	botste
столкнулись	botsten
биологи	biologen
основатели	oprichters
основатели	grondleggers
основатели	stichters
евангелия	evangelie
евангелия	evangeliën
дворцы	paleizen
земельный	grond
арагон	aragón
миры	werelden
гнев	toorn
гнев	kwaadheid
гнев	boosheid
гнев	woede
гнев	razernij
убийц	moordenaars
убийц	huurmoordenaars
замечен	gespot
танзании	tanzaniaanse
ориентация	oriëntering
ориентация	oriëntatie
наступательных	offensief
наступательных	beledigend
наступательных	aanstootgevend
пятьдесят	vijftig
ощущения	sensaties
ощущения	gevoel
ощущения	voelen
ливане	libanon
механизации	mechanisatie
родные	familie
родные	gezin
кометы	komeet
кометы	kometen
кустарники	struiken
посылает	stuurt
посылает	verstuurt
выбрано	gekozen
выбрано	geselecteerde
выбрано	uitgekozen
выбрано	geselecteerd
печь	bakken
печь	fornuis
печь	oven
печь	kachel
дневники	dagboeken
зрение	aanblik
зрение	zicht
зрение	gezichtsvermogen
зрение	visioen
зрение	visie
растет	toenemend
растет	groeit
растет	teelt
растет	groeien
растет	groeiende
растет	groeiend
департаментов	departementen
департаментов	afdelingen
адаптация	aanpassing
американец	amerikaans
американец	amerikaan
американец	amerikaanse
парадокс	paradoxaal
преследует	nastreeft
преследует	achtervolgt
отрицательные	negatieve
отрицательные	negatief
старшие	laatstejaars
мышей	muizen
содержащая	bevatten
содержащая	bevattende
судан	soedanese
судан	soedan
красиво	prachtig
красиво	mooi
красиво	mooie
трибунала	tribunaal
цветёт	bloeiende
революционеров	revolutionairen
гриб	paddenstoel
гриб	paddestoelen
нога	poot
нога	been
нога	voet
исчезла	verdwenen
исчезла	verdween
плохая	slecht
плохая	slechte
конкурентов	concurrenten
вторглись	binnengevallen
вторглись	binnengedrongen
пятницу	vrijdag
итальянцы	italiaan
итальянцы	italianen
итальянцы	italiaanse
итальянцы	italiaans
аристократии	aristocratie
чувствительность	gevoeligheid
ускорение	versneld
ускорение	versnellen
ускорение	versnelling
ускорение	versnelde
ускорение	acceleratie
возвращено	teruggekeerd
возвращено	teruggestuurd
возвращено	terugbetaald
возвращено	teruggegeven
возвращено	geretourneerd
сертификации	certificering
сертификации	certificatie
клинике	kliniek
трамваи	tram
солнечные	zonnige
солнечные	zonne
солнечные	zonnig
иски	rechtszaken
сдался	ingeleverd
сдался	overgegeven
бактерии	bacterie
бактерии	bacteriën
экспериментальных	experimenteel
экспериментальных	piloot
тёплый	warme
уменьшает	vermindert
уменьшает	reduceert
ложа	loge
тигр	tijger
пионер	pionier
пионер	pioniers
насекомыми	insecten
эрнандес	hernández
сплит	splitsen
противовес	tegenwicht
хозяева	meesters
увидела	zagen
увидела	zag
увидела	zaag
рама	rammen
напомнить	herinneren
напомнить	terugroepen
ожидал	verwacht
ожидал	verwachten
пассажиры	reizigers
пассажиры	passagiers
указывая	wijzend
архиепископы	aartsbisschoppen
делегат	delegeren
делегат	gedelegeerde
делегат	afgevaardigde
делегат	gemachtigde
осуществлена	uitgevoerd
осуществлена	geïmplementeerd
лицензий	licenties
лицензий	vergunningen
измене	hoogverraad
измене	verraad
изучил	bestudeerd
изучил	bestudeerde
изучил	studeerde
зои	zoë
освобождены	vrijgelaten
освобождены	vrijgegeven
освобождены	uitgebracht
экспериментальные	experimenteel
троцкий	trotski
угрожает	bedreigen
угрожает	bedreigend
угрожает	dreigende
угрожает	dreigend
угрожает	bedreigt
угрожает	dreigen
знакомый	vertrouwd
знакомый	bekend
знакомый	kennismaking
знакомый	kennis
сосуды	houders
сосуды	vaartuigen
булгаков	boelgakov
мирные	vreedzame
мирные	vredig
мирные	vreedzaam
конвой	konvooi
отделы	divisies
отделы	afdelingen
отделы	splitsingen
биржи	uitwisselingen
биржи	uitwisseling
расчет	berekening
расчет	berekenen
расчет	berekeningen
интенсивность	intensiteit
паспорта	paspoorten
получаем	krijgen
выставлены	getoond
выставлены	tentoongesteld
выставлены	getoonde
выставлены	weergegeven
зоолог	zoöloog
полет	vliegend
полет	vliegen
полет	vlucht
тройной	drievoudig
тройной	drievoudige
тройной	driedubbele
тройной	driedubbel
красота	schoonheid
подача	pek
подача	werpen
подача	worp
нейтральный	neutraal
нейтральный	neutrale
проверьте	controleer
проверьте	controleren
новокузнецк	novokoeznetsk
сеуле	seoel
мониторинг	toezicht
крестоносцев	kruisvaarder
крестоносцев	kruisvaarders
посещаемость	aanwezigheid
посещаемость	opkomst
стабильность	stabiliteit
подводного	onderwater
циклы	cycli
циклы	cyclus
циклы	kringloop
препятствия	barrières
препятствия	obstakels
препятствия	hindernissen
препятствия	belemmeringen
полушарии	halfrond
товар	handelswaar
товар	produkt
товар	grondstof
товар	koopwaar
видения	visioenen
видения	visies
юристов	juristen
юристов	advocaten
зеленый	groen
зеленый	groene
литров	liter
подкрепления	versterking
подкрепления	versterkingen
прекращены	beëindigd
объектив	objectief
мода	mode
мода	kleding
чистые	zuiver
чистые	schoonmaken
чистые	puur
чистые	schoon
чистые	proper
чистые	zuivere
разрабатывает	ontwikkelt
каталоги	mappen
каталоги	catalogi
талантливый	talentvol
талантливый	getalenteerd
талантливый	getalenteerde
талантливый	talentvolle
стратегическое	strategisch
собрали	verzamelde
собрали	ingezameld
собрали	verzameld
привлекать	trekken
привлекать	aantrekken
стоун	natuursteen
стоун	steen
стоун	stenen
грот	grot
филиалы	takken
