que	那個
devuelve	返回
intermedios	中間
intermedios	中級
atómico	原子
refrigeración	制冷
refrigeración	冷卻
refrigeración	冷藏
refrigeración	不寒而慄
pizarra	黑板
pizarra	石板
bonito	尼斯
bonito	很好
trampas	陷阱
suburbios	郊區
emancipación	解放
circunferencia	圓形
circunferencia	圓
circunferencia	圓周
circunferencia	圈
circunferencia	圓圈
circunferencia	迴圈
pensiones	退休金
pensiones	養老金
desnudos	裸體
desnudos	赤裸
desnudos	裸
desnudos	裸露
parásitos	寄生
parásitos	寄生蟲
abrazo	擁抱
abrazo	抱抱
abrazo	抱
ropas	衣服
ropas	服裝
ropas	衣物
sospechosos	嫌犯
sospechosos	嫌疑犯
sospechosos	疑犯
jaula	籠子
jaula	籠
peatonal	行人
ordinaria	平凡
ordinaria	普通
consistencia	連貫性
consistencia	一致性
consistencia	一貫性
acogió	主辦
viñas	葡萄園
agujas	針頭
agujas	針
fijos	固定
capitalista	資本主義
atrapados	抓到
cónsules	領事
activar	啟用
trágico	悲劇
trágico	悲慘
sabotaje	破壞
bíblicos	聖經
prolongado	曠日持久
cataratas	瀑布
cataratas	白內障
campamentos	營
campamentos	營地
campamentos	露營
campamentos	難民營
antigüedades	文物
antigüedades	古物
antigüedades	古董
calabaza	南瓜
patios	操場
patios	遊樂場
patios	碼
sorprendido	驚
sorprendido	驚奇
sorprendido	驚訝
sorprendido	震驚
casualidad	機會
casualidad	巧合
cargador	充電器
cargador	雜誌
prendas	成衣
marismas	沼澤
marismas	濕地
impresiones	印象
legitimidad	合法性
vivero	幼兒園
vivero	托兒所
lámpara	燈
lámpara	電燈
pedidos	秩序
pedidos	訂單
pedidos	順序
pedidos	訂購
pedidos	命令
ortodoxos	正統
ortodoxos	東正教
ortodoxos	正教
patines	溜冰鞋
patines	冰鞋
regadío	灌溉
patología	病理
patología	病理學
épica	史詩
conducto	管道
conducto	導管
desintegración	衰變
desintegración	解體
desintegración	衰減
desintegración	衰敗
estribillo	合唱團
estribillo	合唱
centeno	黑麥
ventilación	通風
húmeda	濕
húmeda	潮濕
húmeda	濕潤
fortalecimiento	加強
kioto	京都
periódicas	定期
suscripción	訂閱
suscripción	認購
invertir	逆
invertir	反向
invertir	倒轉
invertir	投資
invertir	反轉
invertir	扭轉
sano	健康
hacha	斧頭
hacha	斧
hacha	斧子
mutante	突變
mutante	變異
contenedor	貨櫃
contenedor	容器
contenedor	垃圾箱
íntimo	親密
cazar	獵
cazar	打獵
cazar	狩獵
integrando	整合
extraterrestres	外僑
extraterrestres	外星人
extraterrestres	外國人
extraterrestres	異形
instrumentación	儀器
instrumentación	儀表
apuestas	投注
apuestas	賭博
apuestas	賭
compatibilidad	相容
compatibilidad	相容性
constituciones	憲法
buscador	搜尋
factoría	工廠
factoría	廠
influir	影響力
influir	影響
influir	搖擺
manantiales	彈簧
manantiales	噴泉
popa	船尾
asa	處理
polen	花粉
inspirados	啟發
inspirados	靈感
profecía	預言
desigualdad	不平等
desigualdad	不等式
legendaria	傳奇
perennes	常年
perennes	長年
globales	全球
jordán	約旦
maestras	教師
helio	氦
importaciones	進口
numérica	數值
clérigo	教士
clérigo	神職人員
alpina	阿爾卑斯
promulgó	頒布
combinan	結合
freno	制動
freno	煞車
expandir	擴張
expandir	擴展
expandir	擴大
expandir	拓展
atribución	署名
atribución	歸屬
escribano	職員
escribano	書記
escribano	辦事員
politécnico	理工
politécnico	理工學院
secesión	分離
hoyo	洞
hoyo	孔洞
hoyo	孔
hoyo	洞口
hoyo	坑
mongoles	蒙古
fraternidad	友愛
fraternidad	博愛
fraternidad	義氣
fraternidad	互助會
telas	布料
telas	織物
telas	布
nómadas	遊牧
nómadas	遊牧民族
patriótica	愛國主義
patriótica	愛國
explotaciones	農場
explotaciones	控股
explotaciones	持有
explotaciones	農莊
tecla	鑰匙
tecla	關鍵
tecla	鍵
considere	考慮
elementales	元素
elementales	初等
comandancia	指揮
comandancia	命令
cafetería	咖啡館
cafetería	咖啡廳
cafetería	食堂
cafetería	咖啡
piña	鳳梨
piña	菠蘿
verbos	動詞
suburbio	郊區
anular	覆蓋
anular	取消
impresos	印刷
impresos	列印
sana	健康
trofeos	獎杯
trofeos	獎盃
subsistencia	生計
subsistencia	自給
subsistencia	民生
caldo	股票
caldo	庫存
caldo	存貨
orador	議長
orador	揚聲器
frenar	抑制
traducidos	翻譯
mandarín	國語
desechos	浪費
desechos	碎片
desechos	廢物
desechos	廢棄物
herradura	馬蹄鐵
herradura	馬蹄
trimestre	季度
trimestre	季刊
trimestre	每季
peón	卒
peón	兵卒
peón	典當
palanca	槓桿
palanca	籌碼
reformada	改革
ajeno	局外人
ajeno	外人
rostros	面孔
rostros	臉
reportes	報告
ascensor	電梯
ascensor	抬
ascensor	升降機
ascensor	提升
enferma	病
enferma	生病
inmortal	不朽
millonario	億萬富翁
millonario	富豪
millonario	百萬富翁
limitadas	限量
limitadas	有限
limitadas	受限
limitadas	限
afluencia	流入
afluencia	湧入
helechos	蕨類
guantes	手套
proporcionado	相稱
proporcionado	提供
trágica	悲劇
trágica	悲慘
níquel	鎳
oda	頌
tiroteo	射擊
tiroteo	槍戰
tiroteo	槍擊
tiroteo	拍攝
frenos	制動
frenos	煞車
sobrenatural	超自然
viñedos	葡萄園
comunicar	溝通
genero	性別
genero	類型
genero	流派
conchas	殼
conchas	貝殼
desplazarse	滾動
desplazarse	捲軸
ascensores	升降機
armisticio	停戰協定
armisticio	停戰
aglomeración	燒結
eruditos	學者
ofrendas	供奉
reproductor	玩家
reproductor	生殖
reproductor	球員
tranquila	平靜
ballena	鯨魚
ballena	鯨
yerba	大麻
yerba	雜草
curación	康復
curación	醫治
curación	治癒
curación	療傷
reclamación	申訴
reclamación	債權
reclamación	認領
reclamación	投訴
reclamación	索賠
coincidir	匹配
coincidir	比對
coincidir	同意
coincidir	重合
africanas	非洲
adicción	癮
adicción	毒癮
adicción	上癮
originalidad	原創
originalidad	獨創性
rutina	常規
rutina	例行
invicto	不敗
franquicias	專營
motocicleta	摩托
motocicleta	摩托車
motocicleta	機車
coraje	勇氣
intercambios	貿易
intercambios	交易所
intercambios	交流
hocico	槍口
distribuciones	分布
absorber	吸收
veterinaria	獸醫
neumonía	肺炎
vigas	光束
vigas	梁
vigas	束
universales	普及
universales	普遍
universales	環球
reclamos	債權
terratenientes	地主
pirámides	金字塔
inmune	免疫
dominó	骨牌
aprobados	核定
aprobados	核准
aprobados	批准
retos	挑戰
costillas	肋骨
costillas	排骨
aspirantes	申請者
revelan	揭示
revelan	揭露
diplomacia	外交
ampliando	擴張
ampliando	擴大
ampliando	拓寬
estético	美學
conductas	行為
fósforo	磷
emboscada	伏擊
emboscada	埋伏
ignorancia	無知
lámparas	燈具
multa	罰款
multa	罰金
eslavos	斯拉夫人
cala	灣
bautizada	受洗
espontánea	自發
espontánea	自發性
queja	投訴
queja	申訴
cerámicas	陶藝
cerámicas	陶器
cerámicas	陶瓷
invertido	逆轉
invertido	反轉
cascos	盔
cascos	頭盔
colorido	色彩繽紛
tirar	擲
tirar	扔
tirar	拉
tirar	丟
ficheros	文件
ficheros	檔案
cadetes	學員
sosteniendo	控股
sosteniendo	持有
estrofa	詩句
hormona	激素
hormona	荷爾蒙
compendio	消化
compendio	文摘
aterrizar	落地
aterrizar	著陸
aterrizar	登陸
aterrizar	降落
interestatal	州際公路
neto	淨
neto	網
acantilado	崖
acantilado	懸崖
preludio	序幕
preludio	前奏曲
preludio	前奏
olimpiadas	奧運
olimpiadas	奧林匹克
olimpiadas	奧運會
urgente	緊急
urgente	急
asesoría	輔導
asesoría	咨詢
evolucionó	進化
profesorado	教師
ramo	花束
provisiones	供應
provisiones	用品
foso	坑
foso	護城河
singulares	單數
singulares	奇異
omán	阿曼
magnesio	鎂
promociones	促銷
promociones	晉升
promociones	折扣
promociones	推廣
hidrocarburos	烴
hidrocarburos	碳氫化合物
hidrocarburos	油氣
microorganismos	微生物
detecta	偵測
fresca	清新
fresca	新鮮
burla	嘲弄
mio	礦山
mandar	送出
factura	法案
factura	發票
planetario	天文館
planetario	行星
antorcha	火把
antorcha	火炬
hoguera	篝火
nebulosa	星雲
anuario	年鑒
balcones	露台
perlas	珍珠
perlas	明珠
perlas	珠
individualmente	個別
impresionado	深刻印象
arrecife	礁
arrecife	暗礁
arrecife	珊瑚礁
caucho	橡膠
caucho	橡皮
indirecta	間接
indirecta	提示
iconos	聖像
sabios	英明
sabios	明智
negación	否定
negación	拒絕
negación	否認
contrarrestar	櫃台
compilado	編譯
visualización	顯示器
visualización	展示
visualización	瀏覽
visualización	檢視
visualización	顯示
mayoritaria	多數
reclamó	認領
reclamó	聲稱
grita	呼喊
grita	尖叫
grita	喊
lesbianas	女同志
pagado	付費
jefa	老闆
jefa	科長
jefa	首席
jefa	老大
macao	澳門
hormonas	激素
hormonas	荷爾蒙
cartón	紙板
cartón	硬紙板
cartón	紙箱
ecuestre	馬術
abertura	孔徑
abertura	光圈
abertura	開幕
abertura	開局
promulgada	頒布
marinero	水手
marinero	水兵
diablos	鬼子
plagas	害蟲
plagas	病蟲害
plagas	蟲害
elector	選民
prenda	成衣
prenda	認捐
prenda	質押
contorno	概要
contorno	提綱
contorno	大綱
contorno	輪廓
negado	否認
sesgo	偏見
sesgo	偏
sesgo	偏差
sesgo	偏向
vergüenza	羞愧
vergüenza	恥辱
vergüenza	窘迫
vergüenza	羞
vergüenza	羞恥
festivos	節假日
festivos	喜慶
festivos	假期
festivos	節日
festivos	假日
apelación	呼籲
apelación	上訴
anciana	老人
anciana	長者
anciana	老年人
espinal	脊髓
emergente	新興
api	api
tarifas	費用
tarifas	手續費
tarifas	收費
tarifas	關稅
tarifas	票價
republica	共和國
republica	共和
mantequilla	黃油
mantequilla	奶油
mantequilla	牛油
vulnerables	脆弱
vulnerables	弱勢
contundente	鈍
disfruta	享受
seguidor	追隨者
velo	面紗
autorizada	授權
metamorfosis	蛻變
explícita	明示
explícita	明文
observando	觀測
observando	觀看
supremacía	至高無上
angustia	心碎
angustia	畏
angustia	遇險
angustia	焦慮
angustia	危難
gitanos	吉卜賽人
gitanos	吉普賽人
gitanos	吉普賽
psiquiatría	精神科
frágil	脆弱
frágil	易碎
llorar	哭了
llorar	哭泣
llorar	哭
patrocinado	贊助
ingrediente	成份
ingrediente	成分
racimos	集群
cocido	煮熟
electrón	電子
creyentes	信士
creyentes	信徒
embalses	水庫
embalses	水塘
embalses	水壩
embalses	堤壩
batida	鞭打
esponja	海綿
gallina	雞肉
gallina	母雞
gallina	山雞
gallina	雞
infinita	無盡
infinita	無窮
infinita	無限
introduciendo	引入
introduciendo	介紹
insistencia	敦促
románticas	浪漫
ballenas	鯨魚
ballenas	鯨
emergentes	新興
vectorial	向量
vectorial	載體
alimentarse	餵食
alimentarse	飼料
alimentarse	進食
alimentarse	動態
alimentarse	餵養
coincidencia	匹配
coincidencia	比對
coincidencia	巧合
picado	俯衝
picado	潛水
picado	跳水
mayúscula	大寫
circundantes	周邊
surco	槽
surco	路徑
competitividad	競爭力
inmenso	巨大
aleación	合金
andén	平台
andén	站台
aumentada	增加
aumentada	擴充
conejos	野兔
conejos	兔
conejos	兔子
espiritualidad	靈性
magnífica	華麗
contradicción	矛盾
actualizaciones	更新
actualizaciones	升級
daneses	丹麥
socialmente	社交
malestar	騷動
malestar	騷亂
malestar	不適
malestar	動亂
malestar	弊病
turnos	輪班
misas	質量
misas	彌撒
celebrando	慶祝
caracterización	定性
tóxicos	毒性
tóxicos	有毒
regímenes	政權
pimienta	胡椒
pimienta	辣椒
divisa	貨幣
divisa	幣值
beneficencia	慈善
utensilios	用具
utensilios	廚具
condicional	條件
condicional	假釋
paradoja	矛盾
superada	克服
movida	感動
duende	妖精
duende	精靈
palomas	鴿
palomas	鴿子
abreviada	簡略
visitando	拜訪
visitando	來訪
visitando	造訪
equivocado	錯
equivocado	錯誤
apto	適合
apto	合適
prometida	未婚妻
prometida	允諾
valorar	數值
valorar	價值
valorar	值
pasiva	消極
pasiva	被動
tanda	分批
tanda	批次
deficiencias	缺陷
deficiencias	缺點
deficiencias	弱點
liso	光滑
liso	平穩
liso	順利
liso	平滑
cúmulo	集群
discutiendo	爭論
discutiendo	拌嘴
geométrica	幾何
comestibles	雜貨
comestibles	食用
violentas	暴力
oponerse	對立
mensuales	每月
mensuales	月刊
idénticos	相同
repetidamente	反復
prestigiosos	聲望
roba	偷
suero	血清
abstracción	抽象
combinados	結合
vietnamita	越南
desviación	偏離
desviación	偏差
desviación	偏轉
desviación	分流
desviación	轉送
gaviota	海鷗
gaviota	鷗
ocultos	隱藏
bromas	笑話
cómodo	舒適
cómodo	舒服
intervienen	干涉
intervienen	介入
intervienen	干預
trabajadora	工人
trabajadora	勞動者
epicentro	震央
pictórica	畫報
heraldo	先驅
criada	女傭
criada	傭人
subiendo	登山
subiendo	上升
encanto	迷人
encanto	魅力
kilogramos	千克
kilogramos	公斤
mutuo	互
mutuo	相互
erección	勃起
complot	劇情
complot	陰謀
complot	密謀
denunciar	報告
denunciar	檢舉
lila	淡紫色
espías	諜
espías	間諜
envejecimiento	老化
envejecimiento	衰老
lomo	脊椎
lomo	脊柱
vuela	蒼蠅
vuela	飛翔
vuela	飛
agresiva	咄咄逼人
pulmones	肺
pulmones	龍
pulmones	肺部
sucursal	分支
sucursal	分行
fijas	固定
turbinas	輪機
turbinas	渦輪機
desvío	繞道
desvío	偏離
desvío	繞行
desvío	偏差
desvío	分流
desvío	轉送
desvío	彎路
épico	史詩
molde	模具
derivación	繞道
derivación	分流
derivación	推導
súbditos	科目
lanzas	長矛
navegante	導航
navegante	領航員
reno	馴鹿
prácticos	實用
aprobadas	核定
aprobadas	核准
aprobadas	批准
hazaña	壯舉
legalidad	合法性
grietas	裂縫
grietas	縫隙
psiquiatra	縮小
psiquiatra	收縮
colas	背面
colas	反面
colas	尾
nacionalización	收歸國有
nacionalización	歸化
nacionalización	入籍
reformado	裝修
reformado	翻新
reformado	翻修
reformado	改革
aritmética	算術
oídos	耳
oídos	耳朵
sustento	生計
sustento	民生
cuaderno	筆記本
cuaderno	筆記簿
bate	蝙蝠
templadas	溫帶
inverso	逆
numérico	數值
sapo	青蛙
sapo	蟾蜍
sapo	蛙
recomendado	推薦
mortero	迫擊炮
sustantivo	名詞
egresados	畢業生
erupciones	噴發
acumulado	累計
acumulado	累積
especulación	推測
especulación	投機
sillas	椅子
sillas	椅
suspender	暫停
dibujar	圖畫
dibujar	抽籤
dibujar	繪圖
dibujar	繪製
dibujar	繪畫
dibujar	畫
dibujar	畫畫
confección	服飾
confección	剪裁
confección	服裝
adversarios	對手
álamo	白楊
integradas	整合
cisne	天鵝
aroma	味道
aroma	氣味
aroma	聞
liberó	解放
plantación	種植園
plantación	種植
disidentes	異見
vasto	遼闊
congresista	議員
congresista	國會議員
imitar	模仿
mezclar	組合
mezclar	混合
mezclar	搭配
pulgar	拇指
pulgar	大拇指
tic	蜱
tic	ict
humanismo	人本主義
humanismo	人道主義
ausentes	缺席
muelles	彈簧
ironía	諷刺
polares	極地
polares	極
taxis	計程車
taxis	出租
pautas	格局
pautas	模式
presuntamente	據稱
cartografía	繪圖
cartografía	製圖
pene	陰莖
estepa	草原
economías	節省
economías	節約
economías	儲蓄
pasarela	跑道
pasarela	門戶
urraca	喜鵲
urraca	鵲
torpedos	魚雷
víspera	夏娃
cabras	山羊
alienígena	外星人
alienígena	異形
encendido	點燃
pausa	暫停
pausa	停頓
orbita	軌道
tirano	暴君
forense	法醫
forense	驗屍官
estímulos	刺激
mercaderes	商家
mercaderes	商人
contención	遏制
contención	克制
liderar	帶頭
liderar	鉛
liderar	領先
liderar	領導
botellas	瓶子
autónomos	自主
remota	遙控
remota	偏遠
remota	遙控器
valiosos	寶貴
rescatado	獲救
esmeraldas	綠寶石
gorda	肥
gorda	脂肪
gorda	胖
genial	棒
genial	酷
genial	偉大
linea	線路
linea	線
portátiles	筆記本
portátiles	筆記簿
prejuicios	偏見
flancos	側翼
flancos	側面
rodillas	膝
rodillas	膝蓋
pelotas	丸子
inactivo	休眠
inactivo	閒置
cerrando	閉幕
generados	生成
payaso	小丑
nadadores	泳者
sostenida	持續
digna	值得
estelares	恆星
lote	分批
lote	批次
dormitorio	臥房
dormitorio	宿舍
dormitorio	臥室
dormitorio	寢室
delimitación	划定
delimitación	劃界
sastre	裁縫
ranas	青蛙
brote	芽
brote	爆發
brote	暴發
nocturnas	夜行
palmera	棕櫚
pastoreo	放牧
tejas	德州
tejas	德克薩斯州
brujería	巫術
solicitando	徵求
solicitando	拉客
parcela	包裹
parcela	劇情
parcela	陰謀
parcela	密謀
farmacéutico	藥劑師
reglamentos	條例
solitaria	孤單
solitaria	孤獨
solitaria	寂寞
ciervo	雄鹿
ciervo	鹿
óptimo	最佳
óptimo	最優
descansar	休息
jardinería	園
jardinería	美化
jardinería	花園
jardinería	園林
jardinería	園藝
digestivo	消化
desfiles	閱兵
originariamente	原本
arenisca	砂岩
acelerar	加速
marítimas	海事
preliminares	初步
preliminares	前奏
moderados	中等
moderados	溫和派
moderados	適中
moderados	適度
moderados	溫和
delincuentes	罪犯
subsuelo	基底
subsuelo	地底
subsuelo	地下
subsuelo	地下室
subsuelo	底土
asesores	顧問
indemnización	損害賠償
indemnización	補償
indemnización	賠償
indemnización	損壞
gestación	妊娠
sucesora	繼任
sucesora	繼任者
comodidad	安慰
comodidad	撫慰
comodidad	舒適
huérfanos	孤兒
pasajero	乘客
pasajero	旅客
extrae	摘錄
curvatura	曲率
tibetano	藏族
tibetano	藏文
chimenea	壁爐
chimenea	火爐
chimenea	煙囪
lamento	悲嘆
utopía	空想
utopía	烏托邦
silicio	矽
nacionalizado	收歸國有
lápiz	筆
lápiz	鉛筆
instantánea	快照
instantánea	即時
instantánea	瞬時
instantánea	瞬間
normalización	正常化
normalización	標準化
eurasia	歐亞
vitales	要害
valentía	勇氣
valentía	英勇
controvertido	爭議
acondicionado	調節
almendra	杏仁
almendra	扁桃
intensos	密集
intensos	激烈
cortejo	求愛
cortejo	遊行
cortejo	求偶
trasplante	移植
componía	作曲
mamífero	哺乳動物
grafo	圖表
grafo	圖
grafo	圖形
correlación	關聯性
correlación	關聯
ejecuciones	處決
casilla	盒子
casilla	盒
casilla	框
casilla	方框
casilla	箱
contratada	受雇
asumido	假定
macedonio	馬其頓
incrementado	增加
exigencia	需求量
exigencia	需求
exigencia	要求
trueno	雷霆
trueno	雷電
trueno	打雷
feo	醜
feo	醜八怪
feo	醜陋
conmemorativo	紀念碑
conmemorativo	紀念
conmemorativo	紀念館
exterminio	消滅
exterminio	滅絕
consecuente	始終如一
corán	可蘭經
corán	古蘭經
rabia	憤怒
rabia	狂犬病
rabia	怒火
rabia	怒
discoteca	夜總會
discoteca	幫會
discoteca	俱樂部
pulido	拋光
levemente	稍微
circunscripciones	選區
pesadilla	夢魘
pesadilla	惡夢
pesadilla	噩夢
luminosa	發光
ciegos	瞎
ciegos	盲
ciegos	盲目
ciegos	盲人
ciegos	瞎子
electrónicas	電子
parálisis	麻痹
parálisis	癱
parálisis	癱瘓
elíptica	橢圓
catalogación	編目
salada	咸
salada	鹹
primitivas	原始
envenenamiento	中毒
ocasional	偶而
letal	致死
letal	致命
desprecio	蔑視
desprecio	藐視
desprecio	輕蔑
desprecio	無視
desprecio	鄙視
monto	金額
monto	數額
monto	款額
predicción	預估
predicción	預測
predicción	預報
análogo	模擬
análogo	類比
desesperación	絕望
humanitaria	人道主義
ignora	無視
ignora	忽視
ignora	忽略
abismo	深淵
abismo	海灣
presunto	據稱
presunto	推定
cualidad	素質
cualidad	質量
cualidad	品質
cualidad	優質
semántica	語義
periférico	外圍
periférico	周邊
viable	可行
suelta	鬆動
suelta	鬆散
sintonía	調音
perjuicio	損傷
analogía	比喻
analogía	類比
vacíos	缺口
vacíos	空
vacíos	差距
vacíos	空隙
vacíos	空白
legítima	合法
brujo	術士
brujo	巫婆
brujo	女巫
brujo	魔女
pasivo	責任
pasivo	消極
pasivo	被動
pasivo	負債
charlas	聊天
charlas	演講
charlas	會談
charlas	講座
charlas	講課
banquero	莊
municipalidades	市鎮
municipalidades	市政府
objetiva	目標
acusada	被告
acusada	被告人
corregido	固定
interesada	感興趣
interesada	興趣
mosaicos	馬賽克
abandonadas	廢棄
abandonadas	遺棄
toxicidad	毒性
absorbe	吸收
edicto	政令
edicto	法令
entusiasta	熱心
entusiasta	愛好者
intestinal	腸
acreditación	認可
bambú	竹
bambú	竹子
oms	誰
hemorragia	出血
hemorragia	流血
periféricos	外圍
periféricos	周邊
toques	觸控
toques	觸及
toques	摸
toques	觸動
toques	觸碰
gusano	蛆
gusano	蠕蟲
abeja	蜂
abeja	蜜蜂
investiga	調查
plateado	銀
plateado	白銀
plateado	銀色
inducción	感應
inducción	誘導
destreza	靈巧
destreza	技巧
destreza	技能
destreza	技藝
probabilidades	可能性
probabilidades	幾率
probabilidades	概率
adscrito	借調
promulgación	頒布
prestados	借
bancario	莊
granadas	榴彈
favoritas	最愛
favoritas	喜愛
zócalo	插座
jabalí	野豬
nómina	薪給
nómina	發薪
sagradas	神聖
románticos	浪漫
prisa	喧囂
bancarrota	破產
espectaculares	壯觀
cansado	累了
cansado	累
premisa	前提
golpeó	命中
comodín	小丑
topo	摩爾
topo	鼴鼠
topo	痣
cementerios	公墓
balanza	規模
balanza	比例尺
balanza	尺度
balanza	秤
balanza	平衡
balanza	餘額
balanza	天平
balanza	結餘
balanza	均衡
postres	甜點
pelicula	膠片
pelicula	影片
pelicula	電影
escombros	碎片
escombros	瓦礫
escombros	廢棄物
escombros	碎石
tenencia	擁有
tenencia	佔有
tenencia	持有
tenencia	任期
suprimir	打壓
suprimir	刪除
suprimir	壓制
suprimir	刪去
hada	仙
hada	仙女
hada	神仙
hada	仙子
casta	種姓
residuales	剩餘
reformar	改革
frustrado	挫敗
frustrado	受挫
empeño	卒
empeño	兵卒
empeño	典當
percibir	感知
naranjas	橙
naranjas	橘子
campiña	鄉村
campiña	鄉間
campiña	農村
campiña	鄉下
exploraciones	探索
exploraciones	勘探
exploraciones	掃描
discrepancias	差異
coherencia	連貫性
coherencia	一致性
coherencia	一貫性
bonos	獎勵
bonos	龐德
bonos	債券
bonos	鍵
bonos	紅利
bonos	保證金
bonos	獎金
hostilidad	敵視
hostilidad	敵意
hostilidad	敵對
vendedores	賣方
inserta	插入
metáfora	比喻
metáfora	隱喻
adaptadas	改編
polos	極地
conscientes	自覺
destierro	流放
destierro	流亡
destierro	放逐
ano	肛門
trincheras	壕溝
trincheras	海溝
trincheras	戰壕
porcelana	瓷
porcelana	中國
porcelana	瓷器
tóxico	毒性
tóxico	有毒
alfabetización	掃盲
alfabetización	識字
traidor	叛徒
traidor	叛賊
negar	否認
caudillos	軍閥
molesto	煩人
molesto	煩惱
explora	探索
advertencias	示警
advertencias	警告
calcuta	加爾各答
rotos	破碎
rotos	破損
rotos	斷
rampa	坡道
rampa	斜坡
turbina	渦輪機
honra	榮譽
honra	名譽
autenticidad	真實性
calificaciones	評比
calificaciones	資歷
calificaciones	收視率
calificaciones	評分
sabores	口味
sabores	風味
porras	警棍
táctico	戰術
estudioso	學者
estudioso	狀元
estudioso	學人
riñón	腎臟
riñón	腎
rígido	僵硬
rígido	僵化
rígido	僵
armaduras	盔甲
armaduras	鎧甲
armaduras	裝甲
consonante	音
extraordinarias	非凡
quemar	燒死
quemar	燒錄
quemar	燃燒
quemar	燒傷
quemar	燒
autóctona	原生
autóctona	土著
glándula	腺
agitación	動亂
agitación	鼓動
agitación	煽動
agitación	動蕩
próspero	欣欣向榮
próspero	興旺
próspero	繁榮
próspero	蓬勃發展
mantenga	維持
pleito	官司
pleito	訴訟
guardaespaldas	保鏢
gusanos	蚯蚓
gusanos	蛆
gusanos	蠕蟲
sobreviviente	生還者
sobreviviente	幸存者
ecológicos	生態
periférica	外圍
periférica	周邊
magnitudes	數量
bíblica	聖經
encargos	傭金
encargos	訂單
encargos	命令
subte	地鐵
lotería	彩票
ídolos	偶像
alternando	交錯
alternando	交替
supervisar	監測
supervisar	監視器
supervisar	督導
delfines	海豚
desplazamientos	位移
desplazamientos	流離失所
fichero	文件
fichero	檔案
burbuja	氣泡
burbuja	泡沫
burbuja	泡泡
burbuja	泡
gruta	洞
gruta	山洞
gruta	洞穴
bebés	嬰兒
retrospectiva	追溯
copiado	副本
copiado	複製
timón	舵
antibióticos	抗生素
meca	麥加
fabricada	捏造
fabricada	製造
minúscula	小寫
inventos	發明
prisiones	監獄
atado	被綁
atado	捆綁
prohibir	禁止
sabanas	草原
sabanas	床單
bolchevique	布爾什維克
alumbrado	照明
contaminantes	污染物
camioneta	範
camioneta	越野車
camioneta	貨車
camioneta	卡車
camioneta	梵
oyentes	聽眾
callejero	街
callejero	街道
callejero	街頭
cimas	峰會
banquete	宴會
banquete	盛宴
multiplicación	乘法
calderas	鍋爐
jamón	火腿
partituras	分數
desiertos	沙漠
desiertos	荒漠
balsa	木筏
detenida	被捕
bombo	炒作
litio	鋰
sutil	微妙
curiosa	好奇
monografía	專論
cacería	獵
cacería	打獵
cacería	狩獵
marrones	棕色
marrones	布朗
marrones	棕
marrones	褐
segregación	隔離
ancla	錨
cerezo	櫻桃
catalogo	編目
robusta	強健
robusta	強勁
matrices	陣列
matrices	母體
matrices	矩陣
atolón	環礁
comprometida	訂婚
oráculo	先知
persecuciones	迫害
soberana	君主
soberana	主權
moción	運動
moción	動議
yuca	木薯
delicado	細膩
delicado	精緻
piratería	盜版
certificaciones	認證
improvisación	即興
contrasta	反差
inspira	激發
inspira	激勵
generadores	發電機
generadores	產生器
huéspedes	客人
huéspedes	賓客
huéspedes	來賓
absorbida	吸收
preventiva	預防
diseñadora	設計師
cocción	烹飪
cocción	做飯
cocción	烘焙
cocción	烘烤
cocción	煮
cocción	煮飯
cocción	烹調
matrimonial	婚姻
matrimonial	結婚
severas	嚴重
severas	重度
ciega	瞎
ciega	盲
ciega	百葉窗
ciega	盲目
ciega	盲人
ciega	瞎子
olla	壺
olla	鍋
satelital	衛星
licor	酒類
licor	烈酒
licor	白酒
verdugo	劊子手
predecesores	前身
superviviente	生還者
superviviente	幸存者
pensadores	思想家
idénticas	相同
parásito	寄生
parásito	寄生蟲
olmo	榆樹
doblado	摺疊
doblado	彎
doblado	折疊
psicológicos	心理
anécdotas	軼事
estimular	激發
estimular	刺激
saudí	沙特
suplentes	替代品
suplentes	候補
identidades	身份
fabricadas	捏造
soltero	單
soltero	單身漢
soltero	單人
soltero	學士
soltero	單一
soltero	單身
aceptados	接受
ómnibus	巴士
ómnibus	總括
ómnibus	公車
combinando	結合
comprimido	牌匾
comprimido	石板
comprimido	壓縮
comprimido	平板
borrador	草稿
borrador	橡皮
borrador	橡皮擦
delicada	細膩
delicada	精緻
titulo	標題
neutro	中性
neutro	中立
mercancía	商品
pronóstico	預估
pronóstico	預測
pronóstico	預報
interactivo	互動
fundido	融化
fundido	熔
fundido	淡
fundido	淡出
fundido	熔化
fundido	溶化
tayikistán	塔吉克
purificación	淨化
purificación	純化
escandinavia	北歐
armar	武裝
cumpla	履行
realeza	皇家
realeza	皇室
realeza	王室
hable	聊
conduciendo	駕駛
estaño	錫
estaño	鐵皮
restringida	受限
intensas	密集
intensas	激烈
comprada	購買
soberanos	君主
soberanos	統治者
soberanos	主權
noé	諾亞
delincuencia	犯罪
teja	瓷磚
huérfano	孤兒
labio	唇
labio	嘴唇
dopaje	興奮劑
dopaje	摻雜
accionista	股東
tonto	啞
tonto	傻
farmacéutica	藥劑師
yates	遊艇
apasionado	激情
computadores	計算機
computadores	電子計算機
computadores	電腦
confesiones	口供
confesiones	供詞
confesiones	懺悔
confesiones	告解
confesiones	告白
confesiones	表白
credibilidad	信譽
credibilidad	公信力
