மற்றும்	en
கொடூரமான	bruut
கொடூரமான	brutaal
தூதுவர்	ambassadeur
செக்ஸ்	seks
செக்ஸ்	geslacht
பாலினம்	geslacht
குணப்படுத்தும்	genezing
குணப்படுத்தும்	helende
குணப்படுத்தும்	genezen
கைபேசி	cel
கைபேசி	mobiel
முரணாக	ironische
முரணாக	ironie
முரணாக	ironisch
காலாண்டு	kwartje
காலாண்டு	driemaandelijkse
காலாண்டு	kwartaal
காலாண்டு	driemaandelijks
காலாண்டு	kwart
புலங்கள்	velden
புலங்கள்	akkers
அன்னிய	buitenlands
பரவுகிறது	verspreidt
ஏறு	beklimmen
ஏறு	klim
ஏறு	klimmen
மரபை	nalatenschap
மரபை	erfenis
புகலிடம்	beschut
புகலிடம்	toevluchtsoord
புகலிடம்	toevlucht
புகலிடம்	beschutte
சவாலாக	uitgedaagd
சவாலாக	aangevochten
எண்ணங்களை	gedachtes
எண்ணங்களை	gedachten
மடிப்பு	wikkel
மடிப்பு	inpakken
அளவுகோல்	schalen
அளவுகோல்	schaal
புதுப்பிக்கத்தக்க	hernieuwbare
நகர்வுகள்	beweegt
வெண்கல	bronzen
வெண்கல	brons
குணப்படுத்த	genezing
குணப்படுத்த	kuur
குணப்படுத்த	geneesmiddel
குணப்படுத்த	genezen
ரோல்	rol
ரோல்	rollen
முதுகெலும்பு	wervelkolom
முதுகெலும்பு	ruggengraat
பாக்கியம்	gezegend
பாக்கியம்	zalig
பாக்கியம்	gezegende
சிறகு	vleugel
சிறகு	vleugels
பட்டாணி	erwt
பட்டாணி	erwten
அங்கீகரிக்கப்பட்டது	goedgekeurde
அங்கீகரிக்கப்பட்டது	goedgekeurd
ஆற்றலும்	energie
கூட்டுக்	gecombineerde
கூட்டுக்	gecombineerd
ஆக்கி	verwerker
கடற்படையினர்	mariniers
நிபுணத்துவம்	vakkennis
நிபுணத்துவம்	deskundigheid
கற்பு	kuisheid
கவர்ந்தது	inspireert
கொன்றது	vermoord
கொன்றது	gedood
அதிகபட்சம்	maximale
அதிகபட்சம்	maximaal
சுருங்கி	psychiater
சுருங்கி	krimpen
சுருங்கி	psych
கிட்	setje
செய்தியாளர்	druk
செய்தியாளர்	journaliste
செய்தியாளர்	pers
செய்தியாளர்	verslaggever
செய்தியாளர்	journalist
செய்தியாளர்	verslaggeefster
வகுத்தது	geplaveid
சிப்	fiche
கேளிக்கை	vermaak
கேளிக்கை	recreatie
கேளிக்கை	ontspanning
கேளிக்கை	amusement
பந்துகள்	ballen
பந்துகள்	balletjes
பருவங்கள்	seizoenen
குடியேற்றவாத	kolonisatie
வாத	verschrikking
வாத	terreur
நிலுவையில்	hangende
நிலுவையில்	afwachting
தொட்டில்	wieg
புண்கள்	zweren
வாசம்	adem
கோளம்	bol
திரையரங்கு	theater
பின்புலம்	achtergrond
பின்புலம்	achtergrondinformatie
பின்னோக்கி	achterwaarts
பின்னோக்கி	achterstevoren
பின்னோக்கி	achteruit
தத்து	tabblad
ஆலோசனைக்	raadpleging
ஆலோசனைக்	overleg
ஆலோசனைக்	consultatie
தனிமையில்	eenzame
தனிமையில்	eenzaam
தனிமையில்	alleen
தனிமையில்	eenzaamheid
வழிகாட்டல்	oriëntatie
வழிகாட்டல்	leidraad
வழிகாட்டல்	begeleiding
தன்னைத்தானே	hemzelf
தன்னைத்தானே	zichzelf
பார்வைகள்	weergaven
பார்வைகள்	bezoeken
நோக்கங்களை	voornemens
நோக்கங்களை	bedoelingen
நோக்கங்களை	intenties
பளிங்கு	marmer
பளிங்கு	knikker
பளிங்கு	marmeren
மனிதர்களும்	mensen
மனிதர்களும்	mensjes
திட்டமும்	schaven
வாக்கியம்	vonnis
வாக்கியம்	zin
வாக்கியம்	straf
சொற்பொருள்	semantische
எதிரானது	tegen
அனுப்புகிறது	versturen
சுமேரிய	soemerische
கலந்துகொண்டார்	bijgewoond
கலந்துகொண்டார்	ging
துவக்கி	starter
பூனைகள்	katten
வார்சா	warschau
புள்ளிவிவரம்	inzichten
புள்ளிவிவரம்	statistieken
புள்ளிவிவரம்	statistiek
மார்க்கெட்	markt
கணங்கள்	momenten
கணங்கள்	ogenblikken
சோமாலியா	somalië
மீனவர்	visser
மீனவர்	vissers
பென்சீன்	benzeen
இருக்கவும்	blijven
இருக்கவும்	blijf
துல்லியம்	precisie
துல்லியம்	nauwkeurigheid
குவளை	mok
தொழிற்சாலையில்	fabriek
ராக்கெட்	raket
இயல்பை	natuur
வித்து	zaad
வித்து	zaden
வித்து	zaaizaad
வித்து	zaaigoed
பானங்கள்	drankje
பானங்கள்	dranken
பானங்கள்	drankjes
நினைக்கும்	denken
நினைக்கும்	denk
பெயர்ச்சி	vervang
பெயர்ச்சி	vervangen
தற்செயலாக	onopzettelijk
தற்செயலாக	onbedoeld
நாட்டினர்	landgenoten
சமத்துவம்	neutraliteit
சமத்துவம்	gelijkheid
நடப்பில்	doorlopend
நடப்பில்	lopende
நடனங்கள்	danst
நிபந்தனைகள்	omstandigheden
நிபந்தனைகள்	condities
நிபந்தனைகள்	voorwaarden
விடு	verlaat
விடு	verlaten
விடு	vertrek
விடு	verlof
நெருங்கி	naderen
நெருங்கி	nadert
ரேகை	lengtegraad
பாலைவனத்தில்	woestijn
கரைப்பான்	oplosmiddel
எறிந்து	gegoten
எறிந்து	gips
கலீபா	kalief
தந்திரம்	truc
தந்திரம்	truuk
அறிவார்ந்த	intelligente
மதிப்பாய்வு	beoordeling
மதிப்பாய்வு	herziening
மதிப்பாய்வு	matiging
மதிப்பாய்வு	recensie
நேர்மை	eerlijkheid
பொறாமை	jaloezie
பொறாமை	nijd
பொறாமை	jaloers
பொறாமை	afgunst
கச்சா	ruw
கச்சா	grof
கச்சா	ruwe
வரவிருக்கும்	komende
வரவிருக்கும்	aanstaande
வரவிருக்கும்	opkomende
வரவிருக்கும்	aankomende
வரவிருக்கும்	aankomend
அவுட்லுக்	vooruitzichten
காமெடி	komedie
கமிட்டி	comité
கமிட்டி	commissie
தீராத	chronisch
வைக்கோல்	rietje
வைக்கோல்	stro
ஆயுர்வேத	ayurvedische
முத்துக்கள்	parels
ஆமைகள்	schildpadden
அலெக்சாந்திரியா	alexandrië
மென்பொருளில்	schakelt
சாதாரணமான	middelmatige
சாதாரணமான	middelmatig
புள்ளிவிவர	statistische
புள்ளிவிவர	statistisch
ஈஸ்ட்	gist
பரிணாமம்	evolutie
பரிணாமம்	ontwikkeling
பங்கேற்பு	bijwonen
பங்கேற்பு	deelneming
பங்கேற்பு	participatie
பங்கேற்பு	deelname
சோலார்	zonne
மேகங்கள்	wolken
மேகங்கள்	bewolking
கேம்ஸ்	spellen
கேம்ஸ்	spelletjes
பூத	fysieke
பூத	lichamelijke
பூத	lichamelijk
பூத	fysiek
நெரிசல்	congestie
நெரிசல்	opstoppingen
நெரிசல்	verkeersopstoppingen
நெரிசல்	stormloop
வாய்க்கால்	kanaal
கடலியல்	oceanografie
இறைவனிடம்	heer
இறைவனிடம்	heere
வளாகங்கள்	campussen
மிதவை	zwevende
மிதவை	zwevend
மிதவை	zweven
மிதவை	drijvend
மிதவை	drijvende
முதலீட்டாளர்	belegger
முதலீட்டாளர்	investeerder
உணரிகள்	sensoren
சோர்வு	moe
சோர்வு	vermoeidheid
சோர்வு	moeheid
சோர்வு	vermoeid
திறக்க	openen
வானியற்பியல்	astrofysica
குழப்பத்தை	opruiing
இடைவெளிகள்	ruimtes
இடைவெளிகள்	ruimten
இடைவெளிகள்	spaties
இரவும்	avond
இரவும்	nacht
இரவும்	avondje
அத்தியாவசிய	essentieel
அத்தியாவசிய	onmisbaar
அத்தியாவசிய	essentiële
ஏதுமில்லை	geen
முன்னோக்கி	doorsturen
முன்னோக்கி	vooruit
முன்னோக்கி	voorwaarts
பயன்முறை	modus
ஆர்வமும்	tendensen
ஆர்வமும்	neigingen
தெருக்கள்	straat
தெருக்கள்	straatjes
தெருக்கள்	straten
ஆர்ச்சர்	boogschutter
கீரை	spinazie
சன்னி	zonnige
சன்னி	zonnig
பாதுகாக்கவும்	bescherm
பாதுகாக்கவும்	beschermen
படையணி	bataljon
மோட்சம்	toewijding
பயிற்சியாளர்கள்	trainers
பேசுகிறது	spreekt
பேசுகிறது	spreken
பேசுகிறது	sprekend
ஈடுபட்டுள்ள	verloofd
ஏழ்மை	armoede
உடற்கூறு	anatomie
புவிவெப்ப	geothermische
பயங்கர	verschrikkelijk
பயங்கர	vreselijk
மேலாளர்கள்	beheerders
மேலாளர்கள்	bedrijfsleiders
மீதம்	saldo
மீதம்	linkse
மீதம்	linker
மீதம்	links
மீதம்	evenwicht
மீதம்	balans
மீதம்	overgebleven
மீதம்	resterend
மீதம்	resterende
பீச்	perzik
பீச்	beuk
பீச்	beuken
பீச்	perziken
நெற்றியில்	voorhoofd
பொறுப்பான	verantwoord
பொறுப்பான	verantwoordelijke
பொறுப்பான	verantwoordelijk
கன்று	kalf
கன்று	kalveren
கன்று	kuit
தீவிரவாதம்	terrorisme
குறுக்கீடு	onderbreken
குறுக்கீடு	storing
குறுக்கீடு	interferentie
குறுக்கீடு	inmenging
எள்	sesam
வடிவமைக்க	instellen
வடிவமைக்க	configureren
மனப்பான்மை	houding
எட்ஜ்	rand
செய்கிறான்	veroorzaakt
செய்கிறான்	oorzaken
மாவீரன்	strijder
மாவீரன்	krijger
டொமினிக்கன்	dominicaanse
வாருங்கள்	kom
ஆன்மீகம்	geestelijk
ஆன்மீகம்	spiritueel
ஆன்மீகம்	spirituele
ஆன்மீகம்	geestelijke
அனைவருமே	iedereen
உள்நாட்டில்	plaatselijk
உள்நாட்டில்	lokaal
வியூகம்	strategie
கழுதை	ezel
வயிற்றுப்போக்கு	diarree
நம்பிக்கையுடன்	hoopt
நம்பிக்கையுடன்	hopelijk
நம்பிக்கையுடன்	hopen
நம்பிக்கையுடன்	hopend
கிரகம்	planeet
தலைக்கு	hoofd
மாறிவிட்டது	gewijzigd
மாறிவிட்டது	veranderde
மாறிவிட்டது	veranderd
பொறித்த	gefrituurde
பொறித்த	gefrituurd
பொறித்த	gebakken
நிக்கோலஸ்	nicolaas
மோகம்	hartstocht
மோகம்	passie
தெரிவித்துக்	bezochte
தெரிவித்துக்	bezocht
தெரிவித்துக்	bezochten
கால்நடைகள்	vee
கால்நடைகள்	runderen
கால்நடைகள்	rundvee
நாளைய	morgen
சிர்க்கோனியம்	zirkonium
சிக்னல்	signaal
விவகாரங்கள்	affaires
காபூல்	kaboel
அரிவாள்	sikkel
பேச்சாளர்கள்	luidsprekers
பேச்சாளர்கள்	sprekers
எலிகள்	muizen
வைன்	wijn
வாடிக்கையாளரின்	opdrachtgever
வாடிக்கையாளரின்	klant
வாடிக்கையாளரின்	cliënt
பழமொழிகள்	spreuken
திறக்கும்	openen
அசிட்டேட்டு	acetaat
மருமகன்	neef
மருமகன்	neefje
கிரகங்கள்	planeten
காவி	saffraan
தோழன்	maat
நாட்டியம்	dans
நாட்டியம்	dansen
நாட்டியம்	dansje
நிறைவுற்ற	verzadigd
நிறைவுற்ற	verzadigde
கடனை	schuldenlast
கடனை	schulden
கடனை	schuld
உபரி	overschotten
உபரி	figuranten
உபரி	overschot
குட்டிகள்	welpen
குட்டிகள்	pups
ஓவியத்தை	schilderen
ஓவியத்தை	schilderkunst
ஓவியத்தை	schilderij
ஓவியத்தை	verven
மணமகள்	bruid
சின்னப்பர்	thebe
நிரூபிக்க	bewijzen
சொல்லாட்சி	retoriek
அலங்கரிக்கப்பட்ட	gedecoreerd
அலங்கரிக்கப்பட்ட	ingericht
அலங்கரிக்கப்பட்ட	versierd
ஒலிகள்	klinkt
ஒலிகள்	klanken
ஒலிகள்	geluiden
ஜோர்டான்	jordanië
பிரபஞ்சம்	heelal
பிரபஞ்சம்	universum
பிரபஞ்சம்	sterrenstelsel
பிரபஞ்சம்	melkwegstelsel
பிரபஞ்சம்	melkweg
சிறுநீரகம்	nier
சிறுநீரகம்	nieren
மறக்க	vergeet
மறக்க	vergeten
சுயசரிதை	biografie
ரூபி	robijn
அத்தை	tante
துரோகம்	hoogverraad
துரோகம்	verraad
சரியா	rechts
சரியா	recht
சரியா	juist
பிட்டு	beetje
பக்கத்து	buurvrouw
பக்கத்து	buurland
பக்கத்து	buurman
பக்கத்து	buur
அவகாசம்	respijt
கருச்சிதைவு	miskraam
ஆரியர்	arische
பண்பேற்றம்	modulatie
பண்பேற்றம்	differentiatie
விவசாயி	landbouwer
விவசாயி	boer
வழங்குநர்	aanbieder
வழங்குநர்	leverancier
வழங்குநர்	gastheer
வழங்குநர்	organisator
பதினொன்று	elf
வெளிநாட்டில்	buitenland
திறமைகளை	capaciteiten
திறமைகளை	talenten
நிற்பது	staand
நிற்பது	staande
இரகசியமாக	stiekem
முன்னேற்றத்தை	vorderingen
முன்னேற்றத்தை	voortgang
முன்னேற்றத்தை	vooruitgang
முகமூடி	maskers
முகமூடி	masker
வியாபாரிகள்	verkopers
வியாபாரிகள்	leveranciers
மொழிபெயர்க்கப்பட்டது	vertaald
காட்டப்பட்டது	getoond
காட்டப்பட்டது	weggooien
காட்டப்பட்டது	getoonde
தந்தையர்	vaders
வயர்லெஸ்	draadloos
பென்னி	stuiver
பென்னி	bennie
பொய்யான	nep
பொய்யான	onwaar
பொய்யான	vals
பொய்யான	valse
படத்தைப்	foto
தேவாலயங்கள்	kerken
மல்யுத்தம்	worstel
மல்யுத்தம்	worstelen
டோ	teen
பெட்ரோ	piet
பிம்பம்	imago
பிம்பம்	afbeelding
பிம்பம்	beeld
இறுக்கம்	compressie
இழப்பீடு	compensatie
இழப்பீடு	schadeloosstelling
இழப்பீடு	schadevergoeding
இழப்பீடு	vergoeding
கோலங்கள்	tekeningen
நீட்டிப்பு	verlengen
நீட்டிப்பு	kater
வினைச்சொல்	werkwoord
பிசுமத்	bismut
கிராமத்திற்கு	dorp
கிராமத்திற்கு	dorpje
பாணிகள்	stijlen
அல்ஜீரியா	algerije
குறிப்பான	specifiek
குறிப்பான	specifieke
காத்துக்	afwachten
காத்துக்	wachten
காத்துக்	wachtende
செதுக்கப்பட்ட	uitgesneden
செதுக்கப்பட்ட	gekerfd
செதுக்கப்பட்ட	gesneden
டோம்	koepel
ஆராய்ச்சியாளர்	onderzoeker
பத்திரிக்கையாளர்	journaliste
பத்திரிக்கையாளர்	journalisten
பங்குதாரர்கள்	belanghebbenden
புரூக்	beek
உற்பத்தியாளர்	fabrikant
உற்பத்தியாளர்	producent
புதன்கிழமை	woensdag
கொரியன்	koreaan
கொரியன்	koreaans
கொரியன்	koreanen
கொரியன்	koreaanse
முன்னொட்டு	voorvoegsel
விவகாரம்	schandaal
விவகாரம்	schandalen
விவகாரம்	kwestie
விவகாரம்	uitgifte
விவகாரம்	afgifte
முதலாளித்துவ	kapitalistische
அடித்தளமாக	huisarrest
பாடு	zing
பாடு	zingen
கொதிக்க	kook
ஆளில்லா	onbemande
ஆளில்லா	onbemand
கிடங்கு	warenhuis
கிடங்கு	magazijn
கிடங்கு	pakhuis
கிடங்கு	entrepot
சொட்டு	druppelen
சொட்டு	infuus
சோடா	frisdrank
பொருந்தாத	ongeëvenaard
பொருந்தாத	ongeëvenaarde
பயங்கரமான	verschrikkelijk
பயங்கரமான	beangstigend
பயங்கரமான	vreselijk
பயங்கரமான	eng
மலரின்	verplettert
சிறப்பானது	aanbevolen
சிறப்பானது	uitgelicht
சிறப்பானது	uitgelichte
குங்குமப்பூ	saffraan
வெனிலா	vanille
உரையாற்றினார்	toegesproken
உரையாற்றினார்	geadresseerd
துறவறம்	heilige
குடிக்கும்	drinken
பார்க்கப்பட்டது	bekeken
பார்க்கப்பட்டது	keek
பார்க்கப்பட்டது	gekeken
பார்க்கப்பட்டது	gezien
கையாளுதல்	manipulatie
கையாளுதல்	hantering
கையாளுதல்	manipuleren
கையாளுதல்	manipulaties
கையாளுதல்	afhandeling
அடித்தள	souterrain
அடித்தள	kelder
ரைடர்ஸ்	rijders
ரைடர்ஸ்	ruiters
ரைடர்ஸ்	renners
குடிமகன்	burger
பேராசிரியர்கள்	professoren
பேராசிரியர்கள்	hoogleraren
உருகிய	gesmolten
ஏற்கப்பட்டது	geaccepteerde
ஏற்கப்பட்டது	aanvaarde
ஏற்கப்பட்டது	aanvaard
ஏற்கப்பட்டது	geaccepteerd
அரசுகளும்	overheden
அரசுகளும்	regeringen
ஒட்டுண்ணி	parasieten
சுடும்	schutter
ஜாதி	kaste
நிறுத்தங்கள்	haltes
நிறுத்தங்கள்	stopt
ஈரம்	nat
ஈரம்	natte
மிருகங்கள்	dieren
விதிவிலக்கு	uitzonderingen
பொறுமை	geduld
பொறுமை	geduldig
குறிப்பை	briefje
குறிப்பை	opmerking
குறிப்பை	noot
குறிப்பை	notitie
கன்னியர்	maagden
ஜார்ஜியா	georgië
சிறகுகள்	veren
சிறகுகள்	vleugels
காகம்	kraai
அசலான	ongerept
அசலான	ongerepte
பையன்	kerel
பையன்	jongen
மெய்யான	originele
மெய்யான	oorspronkelijke
மெய்யான	origineel
பெக்	smeken
பெக்	bedelen
சுற்றுகள்	ronden
சுற்றுகள்	rondes
குறும்படங்கள்	pictogrammen
குறும்படங்கள்	iconen
குரல்கள்	stemmen
சிண்ட்ரெல்லா	assepoester
தோட்டக்கலை	tuinieren
தோட்டக்கலை	tuinbouw
தீவுக்கூட்டம்	archipel
அலைந்து	dwalen
இஞ்சி	gember
காசநோய்	tuberculose
காசநோய்	tbc
மகிழ்ச்சியாக	gelukkiger
மகிழ்ச்சியாக	vrolijker
பெல்ஜிய	belgische
பெல்ஜிய	belgisch
பெல்ஜிய	belg
சமரசம்	compromissen
சமரசம்	compromis
பணியாளர்களின்	medewerkers
பணியாளர்களின்	personeel
பணியாளர்களின்	werknemers
தோராயமான	ruig
தோராயமான	ruw
தோராயமான	ruwe
உருவகம்	waarneming
திறமைகள்	vaardigheden
திறமைகள்	talenten
விஷம்	vergif
விஷம்	gif
அச்சே	atjeh
பீங்கான்	porseleinen
பீங்கான்	porselein
மதிப்புறு	letterlijk
மதிப்புறு	letterlijke
விஸ்கி	whisky
திணிப்பு	dumpen
மாஸ்	massa
குத்து	stomp
நட்டு	moer
நட்டு	noot
ஊழி	tijdperk
சொகுசு	luxueus
சொகுசு	luxe
நம்பத்தகுந்த	getrouw
யே	joepie
சேகரிக்க	verzamel
சேகரிக்க	verzamelen
சிதறல்	verstrooien
சிதறல்	verstrooiing
சுவடுகள்	paden
உகாண்டா	oeganda
கருக்கலைப்பு	abortus
வெளியாகிறது	loslaten
வெளியாகிறது	vrijgeven
கர்ப்பப்பை	cervicale
இரவுகள்	nachten
இரவுகள்	overnachtingen
செவ்வாய்க்கிழமை	dinsdag
புளி	tamarinde
பரிசுத்த	heilig
பரிசுத்த	heilige
வரதட்சணை	bruidsschat
அகலமான	wijder
அகலமான	breder
அகலமான	ruimer
புதர்	borstelige
முகில்	wolken
முகில்	wolk
கிராமங்களை	dorpjes
கிராமங்களை	dorpen
பூசி	warme
கற்றை	strengen
முடுக்கம்	acceleratie
முடுக்கம்	versnelling
இருக்கும்போதே	terwijl
கடத்தப்பட்ட	ontvoerde
கடத்தப்பட்ட	gekidnapt
கடத்தப்பட்ட	ontvoerd
இறுக்கமாக	strakke
இறுக்கமாக	strak
இறுக்கமாக	krap
விரும்பத்தகாத	onplezierig
விரும்பத்தகாத	onprettig
விரும்பத்தகாத	onaangenaam
இசைக்கு	deuntje
இத்தாலியன்	italiaan
இத்தாலியன்	italiaanse
இத்தாலியன்	italiaans
ஒயிட்	wit
ஒயிட்	witte
தொந்தரவு	lastigvallen
தொந்தரவு	pesterijen
தொந்தரவு	intimidatie
தொந்தரவு	storen
சான்டா	kerstman
கேளுங்கள்	luister
கேளுங்கள்	luisteren
கிடைமட்ட	horizontaal
மட்டு	modulaire
ஆக்ஸிஜன்	zuurstofgehalte
ஆக்ஸிஜன்	zuurstof
அடுப்பு	fornuis
அடுப்பு	kachel
புல்வெளி	gazon
புல்வெளி	grasveld
புல்வெளி	grasland
பழைமை	antiquiteiten
பழைமை	antiek
அடிமைத்தனம்	slavernij
அடிமைத்தனம்	verslavend
தொடர்புடையவை	gerelateerd
தொடர்புடையவை	verwante
தொடர்புடையவை	verwant
தொடர்புடையவை	gerelateerde
புரிந்தவர்	daders
அன்பும்	liefde
அன்பும்	liefs
கலவைகள்	verbindingen
வைரல்	viraal
வைரல்	virale
சகாப்தம்	tijdperk
தானியம்	cornflakes
தானியம்	ontbijtgranen
தானியம்	granen
தானியம்	graan
மூ	boe
சாத்தியங்கள்	mogelijkheden
ஆர்டர்	bestelling
ஆர்டர்	geordend
ஆர்டர்	bestelde
ஆர்டர்	besteld
ஆர்டர்	bestellen
ஆர்டர்	orde
ஆர்டர்	bevolen
மதுவிலக்கு	drooglegging
மதுவிலக்கு	verbod
பயணிகளும்	reizigers
கரங்கள்	handen
கரங்கள்	handjes
அரசியலிலும்	concentreren
படிவங்கள்	formulieren
படிவங்கள்	vormen
நிறைவடைந்தது	afgewerkte
நிறைவடைந்தது	afgewerkt
நிறைவடைந்தது	voltooid
நிறைவடைந்தது	klaar
பலமாக	krachtiger
பலமாக	sterker
மகிழ்ச்சியான	gelukkigste
தீர்மானிக்கிறது	bepaalt
திருடன்	dief
நாற்காலி	stoel
விற்பனையாளர்	verkoper
கிராமத்து	dorp
கிராமத்து	dorpje
உத்திகளை	strategieën
உத்திகளை	strategie
பத்தொன்பது	negentien
பிரிமியர்	première
தேவதைகள்	elfjes
தேவதைகள்	engelen
தேவதைகள்	feeën
தேவதைகள்	engeltjes
கோர்ட்	hof
முன்மொழியப்பட்ட	voorgestelde
முன்மொழியப்பட்ட	voorgesteld
ஆண்டனி	antonius
அருளும்	gratie
நறுமணம்	geur
சுயமாக	zelf
தேனீக்கள்	bijen
அறிக்கைகளை	verklaringen
உரங்கள்	kunstmest
உரங்கள்	meststoffen
பெண்டிர்	dames
நெறிகள்	protocol
நெறிகள்	protocollen
நார்மாண்டி	normandië
எல்லாவற்றிலும்	alles
செய்தித்தாள்கள்	kranten
செய்தித்தாள்கள்	dagbladen
ஜேக்கப்	jakob
நெற்றி	voorhoofd
உணர்தல்	realisatie
சந்தித்தனர்	ontmoeten
சந்தித்தனர்	ontmoet
பூசாரி	priester
உதாரணமாகும்	sportiviteit
வணிகங்கள்	bedrijven
திருப்பு	omdraaien
திருப்பு	spiegelen
ஆணி	spijker
ஆணி	nagel
டிஸ்கவரி	ontdekkingen
டிஸ்கவரி	ontdekking
குறைத்தது	verminderde
குறைத்தது	gereduceerd
குறைத்தது	verlaagd
குறைத்தது	verminderd
கலந்துகொண்டனர்	bijgewoond
கலந்துகொண்டனர்	ging
இல்லாமலே	zonder
மன்மதன்	cupido
தொகுக்கப்பட்டது	opgesteld
தொகுக்கப்பட்டது	samengesteld
தொகுக்கப்பட்டது	gecompileerd
எளிமை	eenvoud
டூர்	rondreis
டூர்	rondleiding
டூர்	tournee
சுற்றிப்	rondom
சுற்றிப்	rond
ஆய்வக	laboratorium
நெபுலா	nevel
பகைமை	vijandschap
கிரியை	werken
கிரியை	werkt
பாதிக்கப்பட்டவர்கள்	slachtoffers
வெற்றிடம்	stofzuigen
வெற்றிடம்	vacuüm
துடுப்பு	vin
துடுப்பு	peddel
விரிவுரையாளர்	docent
கலந்துகொண்ட	bijgewoond
வினாடி	tweede
பத்திரிகையாளர்கள்	journaliste
பத்திரிகையாளர்கள்	journalisten
டோன்	toon
டோன்	toontje
சமத்துவ	eritrese
தேடிய	doorzocht
தேடிய	zocht
தேடிய	gezocht
மேம்படுத்தப்பட்டது	geoptimaliseerd
மேம்படுத்தப்பட்டது	geoptimaliseerde
அடைவு	map
பிடியில்	greep
கணித்த	voorspeld
கணித்த	voorspelde
பரிந்துரையை	aanbeveling
அகதி	vluchteling
அகதி	vluchtelingen
ஃபிஸ்துலா	fistel
அவென்யூ	laan
கோழிகள்	kippen
மறுக்கப்பட்டது	geweigerd
மறுக்கப்பட்டது	afgewezen
மறுக்கப்பட்டது	ontkend
நலத்துறை	welzijn
குத்தகை	huurcontract
ரஸ்புடின்	raspoetin
ஹலோ	hallo
புத்தம்	merk
புத்தம்	brandmerk
கேட்டது	hoorde
கேட்டது	gehoord
பொலிவு	gespierd
தோற்றது	gefaald
தோற்றது	gezakt
தோற்றது	mislukte
தோற்றது	mislukt
#ஒரு	#een
மூலை	hoek
மூலை	hoekje
இமாலய	himalaya
நொதித்தல்	gisting
மீறும்	schendt
கார்ட்	karretje
கார்ட்	kar
பாஷா	pasja
முட்கள்	doornen
வினாக்கள்	vragen
செயலற்ற	stationair
செயலற்ற	inactief
கைரேகை	vingerafdrukken
கைரேகை	vingerafdruk
எத்தியோப்பியா	ethiopië
வாக்களிக்கும்	stemmen
வாக்களிக்கும்	stemming
கண்ணுக்குத்	onzichtbare
கண்ணுக்குத்	onzichtbaar
பிரான்சுவா	françois
பிரான்சுவா	francois
அற்புதம்	fantastisch
அற்புதம்	geweldig
அற்புதம்	lekker
அற்புதம்	gaaf
மொழிபெயர்க்க	vertalen
மொழிபெயர்க்க	vertaal
அதிசயம்	mirakel
அதிசயம்	verwondering
அதிசயம்	wonder
மீனின்	visje
எபிசோட்	aflevering
கச்சேரிகள்	concerten
எடி	eddy
இஸ்லாமியர்கள்	moslims
ஆப்கான்	afghaanse
அல்பேனியா	albanië
பிலாத்து	pilatus
மறுவாழ்வு	afkicken
மறுவாழ்வு	afkickkliniek
மறுவாழ்வு	revalidatie
மகிமை	glorie
மகிமை	heerlijkheid
மகிமை	roem
பாத்	bad
போதகர்	prediker
போதகர்	predikant
நரகம்	hel
சிரிப்பு	gelach
சிரிப்பு	lach
சிரிப்பு	lachen
கேஸ்	geval
கேஸ்	zaak
லெவி	heffing
படுகை	bekken
படுகை	stroomgebied
வாழைப்பழம்	bananen
வாழைப்பழம்	banaan
பவுண்டுகள்	ponden
பவுண்டுகள்	pond
நிச்சயமற்ற	onzekerheden
நிச்சயமற்ற	onzekerheid
மாறு	schakelaar
மாறு	wisselen
மாறு	wissel
சேர்க்கவும்	voeg
சேர்க்கவும்	toevoegen
வடம்	kabel
சாரணர்	verkenner
கொழுப்புகள்	vetten
வெள்ளப்பெருக்கு	overstromingen
வெள்ளப்பெருக்கு	overstroming
அழகை	schoonheid
குள்ள	jakhals
குள்ள	dwerg
குவியம்	focussen
குவியம்	concentreren
லெப்டினன்ட்	luitenant
பாதுகாக்கிறது	beschermt
எதற்காக	waarom
பீனிக்ஸ்	feniks
லேன்	laan
குமட்டல்	misselijk
குமட்டல்	misselijkheid
நிமிர்ந்து	geforceerd
நிமிர்ந்து	geforceerde
நிமிர்ந்து	gedwongen
நிமிர்ந்து	afgedwongen
மாண்டரின்	mandarijn
திராவிடம்	dravidische
ஆரியன்	arische
கடுகு	mosterd
நண்டுகள்	krabben
ரகசியமாக	vertrouwelijke
ரகசியமாக	vertrouwelijk
ரகசியமாக	stiekem
காண்கிறார்	kijken
தூண்டில்	aas
தூண்டில்	lokaas
கருத்தைப்	commentaar
கருத்தைப்	opmerking
கருத்தைப்	reactie
வாரிசாக	erven
உலோகவியல்	metallurgie
விகுதி	teller
பிரதிபலிக்கிறது	vertegenwoordigt
பிரதிபலிக்கிறது	representeert
பிரதிபலிக்கிறது	reflecterende
மைனர்	mineur
மைனர்	minderjarige
ஈறு	tandvlees
ஆமாம்	ja
தன்னார்வலர்கள்	vrijwilliger
தன்னார்வலர்கள்	vrijwilligers
மடகாஸ்கர்	madagaskar
கேள்	luister
கேள்	vraag
கேள்	luisteren
சோயா	soja
துணிகளை	kledij
துணிகளை	kleding
துணிகளை	kleren
உதவுவது	helpen
மறதி	geheugenverlies
உடம்பு	ziek
உடம்பு	zieken
கண்களால்	ogen
கண்களால்	oogjes
